 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
a23	0.030234214	0.016298091	0.017199527	0.06272195	0.038701586	0.062362704	0.06851437	0.046383914	0.057613198	0.054238822	0.05648265	0.069560155	0.05656678	0.059690326	0.061513335	0.06484384	0.103923656	0.07315096
a31	0.038936693	0.045649957	0.047486253	0.06630244	0.01677444	0.06422692	0.061546016	0.025782159	0.0650487	0.06049429	0.065786086	0.06637061	0.06679744	0.066409014	0.06681372	0.06621843	0.0674248	0.04193207
a5	0.015274507	0.021602249	0.022636136	0.06913768	0.0027484123	0.05571805	0.034432247	0.009857821	0.08044295	0.056490816	0.08024041	0.08440422	0.0831439	0.08807131	0.08695112	0.08731395	0.09949665	0.02203756
a7	0.028264394	0.024930619	0.027021412	0.070439786	0.008223624	0.065096445	0.053096674	0.018243684	0.074425034	0.05452001	0.0695743	0.07490076	0.07311233	0.08056312	0.07756007	0.07878561	0.09441129	0.026830856
a37	0.028983729	0.026325585	0.028648458	0.07378099	0.007395427	0.06625939	0.048612703	0.016115488	0.073426455	0.047762137	0.06858732	0.07544656	0.07498375	0.08236435	0.08011585	0.081014596	0.09785995	0.022317326
a7	0.032981753	0.030537954	0.03248219	0.0729443	0.009375369	0.066834815	0.051408246	0.017212754	0.07153841	0.04786953	0.06738959	0.07336809	0.07314786	0.079542905	0.07756893	0.07836538	0.09445842	0.022973368
a20	0.03649955	0.035175778	0.036273465	0.07019098	0.012703246	0.06707227	0.058039214	0.020451888	0.069634624	0.0533528	0.06757034	0.070671886	0.07049114	0.073978536	0.07273274	0.073145635	0.084454164	0.027561678
a31	0.034834065	0.03441177	0.036101393	0.073191054	0.010164771	0.06824632	0.053974096	0.017918563	0.06981075	0.04874588	0.06746203	0.07193171	0.07258471	0.0764409	0.07554435	0.07581255	0.08891108	0.023913955
a17	0.011733276	0.020859497	0.024077654	0.1058805	0.0024781455	0.047789387	0.022677567	0.007271911	0.0719713	0.037262276	0.069460906	0.08319432	0.08113002	0.09135125	0.095043726	0.09805638	0.111890025	0.01787185
a29	0.027877878	0.030843709	0.034082536	0.08265362	0.003989561	0.0697972	0.045605484	0.009685499	0.06919431	0.043466512	0.06765539	0.07479271	0.07818594	0.08156626	0.0831017	0.08203917	0.098285355	0.01717722
a39	0.033469494	0.03417554	0.03634867	0.07727619	0.0062969793	0.06958946	0.050911825	0.013432985	0.06937342	0.045998275	0.06780472	0.07320103	0.07524865	0.078224815	0.07852531	0.0780648	0.091456324	0.020601552
a31	0.03228877	0.03354342	0.036052044	0.078831956	0.0060012885	0.06952852	0.049109165	0.01302826	0.06878897	0.044859573	0.06705984	0.07321975	0.07590286	0.07905502	0.079712056	0.07909035	0.093849495	0.020078674
a3	0.011661374	0.020384507	0.021295032	0.1215407	0.0028635343	0.040524	0.018162617	0.0068081603	0.06887858	0.031917337	0.069646396	0.08711514	0.08132115	0.09317386	0.09731677	0.10423581	0.10774139	0.015413576
a29	0.02783575	0.032027196	0.03514529	0.0852392	0.0035695857	0.07026733	0.04398123	0.00793496	0.06923474	0.04135056	0.0698731	0.07654823	0.080210105	0.08164898	0.08469659	0.08236308	0.093661524	0.01441257
a20	0.031035075	0.034277868	0.036973618	0.08330515	0.0044457633	0.07003574	0.04653331	0.009571139	0.067692064	0.042681508	0.06709008	0.073889725	0.077939816	0.07993576	0.0822458	0.080564335	0.09505957	0.016723722
a31	0.029989311	0.03318951	0.036369897	0.08483599	0.0043246425	0.0705742	0.046293024	0.009511664	0.06750706	0.04242197	0.067854986	0.074516274	0.07945095	0.079824686	0.083060175	0.080767274	0.092681274	0.016827194
a13	0.011471452	0.022529496	0.0217626	0.12917162	0.0037652778	0.03322972	0.0138665885	0.007465163	0.06258199	0.025691394	0.06873275	0.08964494	0.083181426	0.09418121	0.10289729	0.10725591	0.10849771	0.014073466
a29	0.021865828	0.03189306	0.036013015	0.10247229	0.0032984	0.06500739	0.03413411	0.006504341	0.06441218	0.033824325	0.06652268	0.076132715	0.0818772	0.08352685	0.091631964	0.085907504	0.10361567	0.011360499
a41	0.02769536	0.03364372	0.036870502	0.09234427	0.003714309	0.067993954	0.04034822	0.0071998523	0.065204345	0.03763688	0.06614867	0.074744046	0.08080627	0.08177937	0.087227196	0.08319299	0.10054163	0.012908434
a10	0.023243526	0.030740652	0.03467909	0.101830654	0.003511845	0.0665118	0.037224114	0.006764827	0.06374055	0.035380665	0.06611654	0.07556917	0.08397615	0.08193855	0.09069836	0.084539086	0.10047418	0.013060281
