 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.09628005	0.012765972	0.09124994	0.15424225	0.16709259	0.12365056	0.12742393	0.15878914	0.0685055
a28	0.14474851	0.0047815386	0.08025419	0.12718622	0.13097467	0.14403018	0.15563935	0.15692246	0.055462897
a37	0.1292472	0.004709483	0.07822386	0.15571027	0.12568201	0.14651538	0.14956367	0.15469758	0.055650618
a20	0.13326131	0.00362235	0.08341483	0.15376341	0.13072746	0.14606556	0.14730336	0.15081145	0.0510303
a37	0.14065981	0.0025714096	0.080964066	0.14519615	0.14247571	0.14835948	0.15312771	0.15453756	0.032108095
a24	0.14468281	0.0022722064	0.06554365	0.14781877	0.14159885	0.14860731	0.16226491	0.16588195	0.021329524
a21	0.14095479	0.0024014716	0.057812396	0.16221246	0.13019352	0.14560819	0.16609825	0.1752731	0.01944587
a28	0.14293693	0.0026156243	0.058097225	0.15942368	0.12730002	0.14517042	0.16728312	0.17635751	0.02081553
a24	0.13836707	0.0028624395	0.04581058	0.17126542	0.123256	0.12593567	0.18061304	0.19725911	0.0146306055
a31	0.13671568	0.002851188	0.04003211	0.17068535	0.123182096	0.12499033	0.18541513	0.20351645	0.012611624
a20	0.04549141	0.00934609	0.022562241	0.21536878	0.1365025	0.11862528	0.21075065	0.22336212	0.017990889
a24	0.04343938	0.009091046	0.022837756	0.23565097	0.14121288	0.113376014	0.18726766	0.2334929	0.013631423
a20	0.03028358	0.015714027	0.025326276	0.25809094	0.14130862	0.121705785	0.18685113	0.20379761	0.016921978
a33	0.0306865	0.018646955	0.026668955	0.25063854	0.1400177	0.13299568	0.18239021	0.19479543	0.023160044
a20	0.033336524	0.029471466	0.03437158	0.22667399	0.12000763	0.14303276	0.19107515	0.19297889	0.029051932
a31	0.03769426	0.04143241	0.05202683	0.2069069	0.1234573	0.1361971	0.18758631	0.16658345	0.048115443
a3	0.052278556	0.04879756	0.050959952	0.18520229	0.088784255	0.14535426	0.20004079	0.17814869	0.050433643
a20	0.06293277	0.064418584	0.066293046	0.16161472	0.089617595	0.14122538	0.1857296	0.16381316	0.06435523
</S>	0.06444687	0.063158974	0.06468565	0.16095904	0.08689109	0.1432157	0.18858512	0.16402905	0.06402848
