 	non	ho	cosa	a	fare	</S>
a8	0.11376399	0.15046076	0.19577311	0.27018648	0.19653562	0.073280014
a31	0.21948871	0.19842175	0.1730728	0.24898575	0.138962	0.021068946
a37	0.18688543	0.21061654	0.17658862	0.30217603	0.11395505	0.0097783
a10	0.19324358	0.2292887	0.2071678	0.24240561	0.11720371	0.010690608
a37	0.17999823	0.20438214	0.19043952	0.29396474	0.12161236	0.00960296
a10	0.20632903	0.20531227	0.13922487	0.34453005	0.09102133	0.013582518
a0	0.20000678	0.1799005	0.08909848	0.4069375	0.10079507	0.023261549
a20	0.143361	0.12720467	0.07428976	0.50725406	0.11120753	0.03668296
a17	0.09403619	0.09661471	0.09007871	0.5455032	0.108659685	0.06510745
a20	0.117568076	0.13567787	0.15570001	0.35035506	0.13373585	0.10696303
a8	0.12432825	0.14496809	0.1614514	0.286152	0.14993626	0.13316391
</S>	0.16596848	0.17129716	0.16723679	0.17521402	0.16114196	0.15914162
