 	i	piccoli	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	prima	di	mangiare	</S>
a23	0.026285095	0.064921886	0.043645114	0.020824729	0.050727107	0.055748776	0.058807783	0.05456179	0.05950643	0.04919112	0.0627237	0.08001939	0.0786019	0.09735542	0.122777924	0.07430187
a31	0.043290734	0.07727412	0.06179725	0.019152025	0.070846125	0.06741278	0.06360374	0.06956429	0.07530144	0.057221603	0.07379839	0.0757837	0.061227534	0.0717473	0.07600026	0.035978682
a37	0.018617198	0.093835175	0.032169465	0.005263499	0.05583486	0.076061726	0.07822407	0.074335255	0.06162841	0.016112134	0.10345963	0.11021077	0.029312594	0.10945863	0.11018974	0.025286827
a31	0.029158466	0.106447585	0.050381858	0.007902021	0.076404296	0.07872526	0.0741054	0.075092964	0.072389044	0.031572275	0.081240065	0.08146372	0.046998348	0.08100294	0.07960006	0.027515763
a24	0.019096255	0.09523711	0.034814343	0.0039326623	0.057307106	0.07402146	0.075151145	0.07089721	0.06101064	0.014089144	0.10432691	0.113577925	0.025517521	0.113966905	0.114431664	0.022622049
a46	0.028154531	0.09564075	0.04968456	0.0061345287	0.07749975	0.07899017	0.076143146	0.07882103	0.07577495	0.028222878	0.08421371	0.08533356	0.044648413	0.08341372	0.08537165	0.021952657
a31	0.025132112	0.09030533	0.045670584	0.004892639	0.07654644	0.07914831	0.07675035	0.079772	0.07603359	0.028905071	0.08584384	0.087336436	0.046877187	0.08510157	0.08889397	0.022790486
a39	0.017110568	0.07951862	0.036070988	0.0027698372	0.05833387	0.07111306	0.07271156	0.07110046	0.0657339	0.01331694	0.104605384	0.11869982	0.02256895	0.11826027	0.12719986	0.020885885
a8	0.024023918	0.09056157	0.041013326	0.0036262067	0.07608071	0.07846796	0.075625986	0.08037734	0.07649106	0.023252929	0.09059228	0.093729295	0.04181934	0.08886082	0.09607738	0.019399922
a3	0.014801304	0.08581522	0.027715463	0.003281638	0.06866614	0.07954703	0.07678842	0.08274086	0.079378374	0.020653887	0.09788439	0.1029789	0.040322173	0.095372684	0.10681029	0.017243221
a31	0.028020069	0.08853913	0.046315107	0.0039456887	0.07740181	0.074862726	0.07025897	0.07841799	0.08742038	0.029984316	0.086774	0.09135533	0.042528484	0.08282302	0.09388434	0.017468661
a10	0.009497041	0.08022535	0.022915302	0.002411849	0.048780914	0.06763714	0.06643082	0.069472946	0.0723399	0.0097119035	0.10423952	0.13036352	0.015816158	0.13165197	0.15255156	0.01595416
a3	0.017395832	0.09351991	0.030511787	0.0024225775	0.06996385	0.07656238	0.07440681	0.079954356	0.078976475	0.014036616	0.09971269	0.108249545	0.030023765	0.095401935	0.11314876	0.015712723
a39	0.026171777	0.09430553	0.043347254	0.003518367	0.07744941	0.07555101	0.070979185	0.0787307	0.085367784	0.024666732	0.088425756	0.0933456	0.039939683	0.08442038	0.09654345	0.017237343
a31	0.032480713	0.09747817	0.054149326	0.004824777	0.07688168	0.07487728	0.06980802	0.076293245	0.08183001	0.03189933	0.08288956	0.08559793	0.04080319	0.08083469	0.09161685	0.01773532
a27	0.007811483	0.083969854	0.018966934	0.0022429205	0.043710757	0.066496074	0.065607116	0.068332076	0.07124886	0.009814762	0.109464504	0.13355334	0.016811514	0.11943472	0.16629387	0.016241178
a7	0.015675483	0.09280562	0.02776075	0.002507199	0.0700017	0.07628288	0.0735032	0.08046981	0.085094	0.014401783	0.0981885	0.10787826	0.029295977	0.09288484	0.1193056	0.013944391
a31	0.023852604	0.09501945	0.038760494	0.0031143469	0.075499624	0.07418289	0.07025518	0.07810979	0.09126075	0.021316616	0.090299696	0.09907468	0.035388783	0.084226675	0.104220584	0.015417904
a20	0.0057329857	0.07283773	0.013437647	0.002707751	0.033646114	0.06105354	0.059568286	0.06716662	0.08339407	0.007846405	0.10489546	0.14820272	0.012667462	0.13057673	0.18299185	0.013274636
a3	0.009577864	0.08591952	0.018460091	0.002319387	0.052457616	0.072586864	0.07397175	0.07726447	0.08395619	0.008502585	0.107035086	0.12866676	0.019802151	0.100298315	0.14695287	0.01222852
a20	0.016500724	0.097996965	0.028154733	0.0025109258	0.06956166	0.07529836	0.07318309	0.0792703	0.09338989	0.013663669	0.09493121	0.10951914	0.027852038	0.08724081	0.11748756	0.013438823
