 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a31	0.038470868	0.037686918	0.034227274	0.049641043	0.11204294	0.07898423	0.07220529	0.073457696	0.07346938	0.07265391	0.07408931	0.078798495	0.14939289	0.054879773
a20	0.03801905	0.035137445	0.022999467	0.037542347	0.0808815	0.12539758	0.09435888	0.09157783	0.095803365	0.093473874	0.093589425	0.09374635	0.08507296	0.0123999575
a13	0.03863892	0.035850316	0.02567403	0.048081346	0.08552492	0.11101416	0.10170675	0.093169056	0.10543721	0.09507728	0.09138405	0.08981982	0.06435916	0.014262933
a31	0.042983	0.040592305	0.027954385	0.053700246	0.0891813	0.099510916	0.09681461	0.09368672	0.097886406	0.09465253	0.093167126	0.0924135	0.06701319	0.010443758
a28	0.032061607	0.03080899	0.015048314	0.03052787	0.06494891	0.12909877	0.10527662	0.08906867	0.123173274	0.10744741	0.10689016	0.10875041	0.052805837	0.0040931557
a31	0.036001638	0.034228586	0.021314498	0.039060023	0.07686247	0.12798001	0.10620783	0.09185279	0.1148331	0.09741555	0.093387395	0.09191894	0.06258256	0.006354609
a21	0.031165266	0.03143007	0.013778865	0.027492873	0.06143299	0.17143004	0.09473635	0.08107003	0.14080259	0.09488265	0.096027136	0.106381506	0.046062328	0.0033072876
a31	0.031393778	0.030405236	0.015074122	0.029216047	0.0591794	0.16663076	0.09976735	0.07839034	0.1370268	0.098859325	0.09913821	0.10411777	0.047315978	0.0034848738
a20	0.02865436	0.030196821	0.011704851	0.022807607	0.058636896	0.16143343	0.109238744	0.0999902	0.12773688	0.10300226	0.1004129	0.10161685	0.04139749	0.0031707643
a28	0.025975112	0.027265096	0.010353679	0.023820953	0.06070954	0.19369784	0.10092549	0.08728632	0.14252947	0.09506278	0.09306387	0.09901159	0.037294976	0.0030032552
a27	0.026251927	0.027653141	0.009377922	0.024548259	0.06643518	0.18354984	0.10106365	0.090600654	0.14007734	0.0974242	0.095444165	0.100380406	0.034106765	0.0030865816
a17	0.023116093	0.024165232	0.0074367635	0.020963047	0.06384658	0.17320806	0.10242706	0.087919734	0.14509675	0.10395467	0.10422478	0.10934308	0.03142126	0.0028768915
a4	0.019555567	0.021086786	0.005582274	0.017624604	0.07093393	0.15208359	0.11541683	0.10011448	0.13381097	0.11276857	0.10993454	0.10567232	0.032408744	0.0030067828
a13	0.030226605	0.031074684	0.011370299	0.03153399	0.0815239	0.12573163	0.110012576	0.10032094	0.11774211	0.10718809	0.10440405	0.10130917	0.04343514	0.0041268426
a31	0.021522451	0.023700526	0.0061517274	0.020824835	0.09514169	0.13358036	0.11648192	0.1100268	0.119356945	0.108315475	0.10376278	0.097289294	0.039728668	0.0041165473
a18	0.010662514	0.012773969	0.0061563523	0.012487834	0.048265073	0.27926555	0.10870623	0.10430645	0.1563116	0.08187416	0.079000466	0.07521692	0.020132136	0.0048407624
a36	0.00998234	0.012489212	0.0050360416	0.008614425	0.040432356	0.32302442	0.10174022	0.1040921	0.13905475	0.07898891	0.076500684	0.074324496	0.021407345	0.0043127644
a46	0.011168937	0.014174975	0.0064409478	0.010420235	0.046841342	0.32694605	0.094316125	0.09640441	0.13014358	0.07569498	0.07736424	0.07744396	0.027018843	0.005621387
a31	0.021528263	0.028198078	0.014605767	0.018144874	0.06286503	0.2628627	0.07882644	0.079848915	0.099377625	0.072769344	0.08141165	0.09046131	0.07426866	0.014831343
a20	0.037062693	0.04635136	0.033626772	0.03821473	0.064519465	0.2502619	0.06596914	0.064535245	0.099319994	0.053627055	0.061161425	0.08149543	0.07130054	0.032554246
a8	0.03146961	0.03841158	0.03223964	0.035893332	0.05506992	0.24435653	0.07549452	0.07498164	0.110452615	0.061196122	0.06524618	0.07517642	0.07010904	0.02990284
a31	0.041457526	0.043440245	0.040168393	0.041066047	0.049517676	0.19152772	0.06444547	0.05853947	0.10960479	0.061730236	0.071323864	0.10459406	0.08262828	0.03995617
a24	0.0701749	0.07158489	0.07087465	0.07148036	0.07434727	0.1284015	0.04703348	0.045225926	0.07296325	0.049113605	0.05613162	0.079136	0.09304542	0.070487164
a46	0.06776044	0.07160134	0.074766144	0.0786749	0.08509787	0.10734377	0.054261196	0.0508194	0.07832326	0.052480694	0.05484852	0.06320395	0.09079746	0.070021026
</S>	0.06093609	0.061419804	0.061139334	0.061557807	0.06407538	0.14300121	0.05182007	0.046522513	0.09990366	0.05511446	0.06572178	0.09741871	0.069834344	0.06153486
