 	non	mi	aspetti	che	non	vengo	</S>
a8	0.20145816	0.19892177	0.05530389	0.12810265	0.21885797	0.15353405	0.043821394
a31	0.21536148	0.21119729	0.07307012	0.19466843	0.20703708	0.0885479	0.010117784
a24	0.3386853	0.29858705	0.055019446	0.11567965	0.1380252	0.049135588	0.0048678163
a31	0.2901205	0.27538684	0.05827982	0.15773813	0.16204888	0.051347665	0.005078178
a36	0.2976068	0.26387855	0.08171549	0.15818778	0.14876162	0.042880297	0.006969499
a31	0.34571177	0.3049686	0.06278824	0.13279219	0.11018814	0.03574889	0.0078022215
a39	0.37157753	0.30840826	0.051571514	0.11650067	0.10078131	0.03828939	0.012871411
a8	0.38088092	0.26179224	0.056129005	0.09606959	0.112526394	0.06454575	0.028056148
a31	0.21907258	0.16811098	0.07013452	0.08073336	0.17467706	0.1939157	0.093355805
a29	0.2102635	0.1485888	0.08744009	0.08012464	0.15766986	0.19321218	0.12270098
a31	0.1657921	0.13678135	0.09088907	0.08866981	0.14876056	0.2189216	0.15018547
a17	0.117626496	0.1117093	0.0901853	0.10238317	0.1685996	0.25037736	0.1591188
</S>	0.10613516	0.10360008	0.09165293	0.10040326	0.14883444	0.2621912	0.18718292
