 	ho	rotto	una	bottiglia	</S>
a31	0.37468028	0.19224365	0.14770624	0.22230434	0.063065425
a21	0.5550257	0.14969148	0.19873175	0.083154075	0.013396965
a31	0.57908756	0.14052089	0.21281368	0.057697583	0.009880261
a35	0.6246443	0.15933345	0.15466999	0.041254643	0.02009764
a31	0.7408696	0.09111798	0.101057686	0.039860144	0.027094623
a24	0.69909537	0.08896769	0.10301094	0.059046213	0.04987986
a37	0.44334373	0.154684	0.17121287	0.13622236	0.094537
a31	0.22239487	0.17784579	0.12916373	0.27179608	0.1987995
a33	0.16565913	0.2063535	0.14101273	0.29330948	0.19366516
a31	0.14330833	0.19029261	0.1447546	0.2953218	0.22632271
</S>	0.15585777	0.20466477	0.17084849	0.25994632	0.20868267
