 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.065293185	0.19656394	0.13156126	0.16373743	0.20285326	0.13804863	0.10194226
a8	0.06174772	0.20594287	0.11013589	0.26931006	0.25328735	0.07499412	0.024582045
a20	0.016556846	0.23939273	0.042905316	0.38861877	0.26711294	0.032839067	0.012574333
a8	0.03281753	0.23347555	0.09053372	0.33597502	0.2296851	0.055696473	0.021816703
a31	0.011206027	0.2626649	0.028846348	0.40085536	0.24289183	0.040030133	0.013505288
a37	0.005860142	0.2631667	0.0154868215	0.4248939	0.25944945	0.02268246	0.008460488
a10	0.0077558705	0.30044934	0.025211493	0.39120412	0.23569135	0.02906119	0.010626639
a31	0.0054104687	0.2964731	0.023973128	0.35178265	0.2837148	0.028761165	0.009884678
a21	0.006520285	0.19440515	0.014946806	0.46493596	0.29364327	0.016568176	0.008980284
a31	0.0068296604	0.18129978	0.014558669	0.54041314	0.2254768	0.021708844	0.009713169
a10	0.010984127	0.13447753	0.019431688	0.599818	0.19663657	0.02293674	0.015715335
a17	0.020357925	0.118982345	0.035151348	0.5796745	0.17857558	0.03925917	0.027999118
a20	0.027805304	0.14049497	0.039331913	0.4658068	0.24926244	0.041440386	0.035858233
a31	0.029747972	0.14124359	0.039717957	0.43151054	0.2741203	0.0451805	0.03847917
a39	0.053087056	0.122920096	0.06016699	0.45140338	0.19310349	0.060916986	0.05840187
a31	0.087402575	0.1348477	0.09636079	0.33869117	0.15234047	0.0963312	0.094026126
a8	0.09978886	0.13729627	0.10596212	0.28745377	0.15854688	0.10619818	0.10475391
a39	0.11573817	0.13298893	0.1184639	0.24424718	0.15165436	0.11881952	0.118087865
a8	0.11571559	0.12381287	0.11715711	0.2539896	0.1536394	0.11841139	0.11727399
</S>	0.088727586	0.112876825	0.08960628	0.3495512	0.1772003	0.09205832	0.08997947
