 	le	melanzane	vogliono	girate	</S>
a31	0.16430496	0.21015345	0.22169839	0.23013605	0.17370714
a35	0.19796087	0.16535415	0.23402733	0.31297976	0.08967786
a41	0.19933005	0.14578202	0.23995428	0.31566623	0.09926745
a10	0.17412306	0.1304304	0.28249693	0.36461702	0.048332628
a18	0.17100823	0.12191181	0.27931353	0.37861264	0.04915375
a35	0.15165722	0.11392558	0.27135327	0.41250607	0.05055786
a31	0.15225586	0.11564717	0.26648322	0.4066023	0.059011437
a34	0.040920045	0.051164035	0.13521163	0.73227394	0.0404303
a8	0.04148532	0.044715915	0.14958668	0.730309	0.03390314
a31	0.051388294	0.07292002	0.16429769	0.6615276	0.049866498
a8	0.02196459	0.022740588	0.058454387	0.8717433	0.025097163
</S>	0.034687046	0.041152082	0.11687503	0.7686484	0.03863745
