 	la	casa	la	costruisce	il	mastro	</S>
a20	0.0496136	0.05166137	0.16459532	0.19384232	0.20766784	0.23466319	0.09795634
a17	0.15103513	0.0749487	0.13759676	0.21041612	0.18084055	0.19406761	0.0510951
a10	0.13815242	0.029050663	0.16250755	0.2622559	0.19234022	0.18566148	0.03003173
a24	0.14268221	0.031756833	0.16025029	0.26370913	0.18478729	0.18175589	0.035058364
a46	0.1471348	0.06038298	0.15561861	0.24263045	0.1692136	0.174177	0.050842576
a8	0.121527314	0.030653894	0.14820538	0.26174906	0.1868298	0.21970844	0.031326097
a14	0.10488189	0.016814064	0.099701665	0.24031457	0.18177295	0.323146	0.03336889
a31	0.1363349	0.020830143	0.11772522	0.22851183	0.19307868	0.2794756	0.024043651
a20	0.052262887	0.0066218264	0.04126843	0.27954	0.12607889	0.47049782	0.023730125
a41	0.08763571	0.011014982	0.07088973	0.2944093	0.15920235	0.35199746	0.024850423
a29	0.06649433	0.009700033	0.054604094	0.27625868	0.13647047	0.4258312	0.030641196
a31	0.069567755	0.009213297	0.05712463	0.2780539	0.13203827	0.42295295	0.031049099
a30	0.034084924	0.014774989	0.03819838	0.26810014	0.1114299	0.4992261	0.034185614
a31	0.046866823	0.0149150295	0.035080317	0.2921001	0.104837134	0.47091866	0.035281993
a28	0.03297006	0.024085626	0.045960758	0.2915584	0.102511205	0.4566366	0.046277434
a31	0.03699754	0.03000874	0.051954933	0.28432626	0.101015635	0.4353277	0.060369205
a17	0.03973433	0.03896765	0.06248415	0.3073456	0.09787835	0.38612637	0.06746359
a20	0.049229663	0.06128159	0.089945585	0.2916447	0.11320495	0.29467428	0.10001925
a31	0.04612077	0.06576436	0.09019262	0.30286855	0.11814339	0.28104836	0.09586194
a20	0.050917067	0.077512376	0.099223115	0.2857538	0.117980644	0.26585144	0.102761604
a29	0.06459556	0.106512815	0.13058034	0.23514754	0.13806719	0.18842272	0.13667387
a31	0.06520678	0.1099582	0.121060215	0.2648796	0.13491869	0.18130364	0.1226728
</S>	0.073407784	0.1191801	0.12748398	0.23400916	0.1359026	0.18165947	0.12835687
