 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.09453961	0.086614914	0.08032031	0.06020576	0.21225502	0.3627832	0.10328123
a31	0.19142146	0.1948175	0.21529458	0.012718805	0.1456436	0.21075802	0.029345967
a29	0.2337348	0.19060476	0.16091797	0.009505687	0.10435884	0.2858126	0.015065384
a24	0.2365072	0.18973902	0.14922315	0.010751193	0.1573964	0.23275912	0.023623867
a18	0.254822	0.22482827	0.17794967	0.008928139	0.11905654	0.19288331	0.021532144
a31	0.26365665	0.25306794	0.22921206	0.006223245	0.07502383	0.15731344	0.015502734
a13	0.29550093	0.26803583	0.23227519	0.009329498	0.038998496	0.13714321	0.018716753
a11	0.3226547	0.2675147	0.2031765	0.01031378	0.04626267	0.1327515	0.017326051
a8	0.29366234	0.22617395	0.17588413	0.011961805	0.052270725	0.21477538	0.025271704
a31	0.171663	0.14292435	0.1435792	0.030663004	0.085598566	0.3622225	0.063349344
a24	0.14558482	0.12800466	0.12375255	0.050851353	0.10327125	0.3491496	0.09938581
a31	0.23020732	0.18097766	0.17359942	0.034563705	0.073613085	0.2539986	0.05304024
a39	0.10940421	0.10340834	0.104467295	0.084018305	0.15248312	0.30975872	0.13646004
a20	0.1506696	0.14255705	0.14042427	0.055586178	0.11205734	0.29578415	0.10292143
a31	0.1233285	0.123714596	0.120682076	0.06553068	0.139547	0.30430594	0.12289118
a20	0.084560566	0.086303405	0.09970243	0.12971559	0.17063223	0.26955387	0.15953188
a31	0.10818675	0.11067014	0.11030513	0.081302784	0.1555496	0.28850445	0.14548112
a46	0.079782985	0.08520795	0.1106462	0.14996786	0.17112285	0.23759261	0.16567957
a31	0.0902702	0.09389884	0.10123941	0.11298524	0.17659993	0.27073917	0.15426718
a23	0.0798772	0.08968862	0.124523975	0.15940067	0.17005886	0.208439	0.16801171
a31	0.08647279	0.090223394	0.10145687	0.1250102	0.17624669	0.26230136	0.15828866
a46	0.08148421	0.09581583	0.13452414	0.16211043	0.16827142	0.19040516	0.16738881
a8	0.07906575	0.08550592	0.11167337	0.1503251	0.17188342	0.23631556	0.16523089
a31	0.084084876	0.09672589	0.132823	0.14025322	0.16115023	0.23804171	0.14692104
a38	0.08801217	0.109645545	0.14450388	0.15843582	0.16172446	0.17660253	0.16107559
a20	0.079752624	0.086273864	0.11333263	0.14769295	0.17006686	0.24129592	0.16158521
a31	0.07874147	0.08871589	0.122985855	0.15596981	0.16864848	0.21986063	0.16507785
a20	0.101997994	0.12630059	0.14751957	0.15293138	0.1543824	0.16296256	0.15390557
a31	0.07910372	0.08920802	0.12402849	0.16209775	0.17204903	0.20243311	0.17107983
</S>	0.10657688	0.12970263	0.14750971	0.15181002	0.15286227	0.15901099	0.15252747
