 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
a31	0.03198906	0.033956442	0.0377571	0.08584819	0.120284386	0.07515876	0.026217459	0.23443757	0.24759817	0.10675284
a28	0.07852385	0.05756454	0.07668416	0.1364826	0.20060116	0.04797063	0.0038406474	0.17175068	0.19508918	0.031492446
a31	0.08758016	0.050209135	0.06966525	0.13153592	0.2095224	0.051371858	0.0036550674	0.1720943	0.19207679	0.03228914
a17	0.07906504	0.049685784	0.060493063	0.08903905	0.23463696	0.015484267	0.004171927	0.19077145	0.26538673	0.01126571
a31	0.08083695	0.042904023	0.05840259	0.10133104	0.2749915	0.01180432	0.003218917	0.16458565	0.2493054	0.01261962
a20	0.086051054	0.051991567	0.061694022	0.0951576	0.24680133	0.0111651635	0.0053938734	0.13062622	0.30340007	0.0077190395
a31	0.07965054	0.048118547	0.053955443	0.088226035	0.33258885	0.010973012	0.004727038	0.11102864	0.26164603	0.00908584
a20	0.0915827	0.05401994	0.056144148	0.09341926	0.3303618	0.014367163	0.008305096	0.07075534	0.27198443	0.009060116
a35	0.0801072	0.05124998	0.04900964	0.07676564	0.3938425	0.0147598665	0.008110032	0.07592383	0.23966148	0.010569813
a36	0.06313689	0.042398274	0.040234208	0.06719042	0.46071914	0.013430966	0.007898288	0.072686754	0.21764654	0.014658462
a31	0.07503134	0.050161045	0.05382992	0.105675764	0.36508134	0.013824149	0.005621342	0.084504314	0.22961995	0.01665095
a20	0.05961139	0.03798818	0.033072278	0.060204446	0.43365216	0.024448358	0.016010147	0.06903194	0.24872418	0.017256932
a17	0.05693755	0.041073646	0.03357597	0.04982136	0.5302747	0.020331169	0.013985903	0.06630871	0.17087679	0.016814183
a28	0.033769745	0.026633648	0.020373113	0.03422993	0.5697756	0.02316096	0.018812304	0.07696852	0.16549131	0.030784883
a31	0.033407807	0.026000787	0.021786438	0.045468163	0.5145811	0.02461435	0.018531736	0.09637804	0.17591844	0.043313097
a24	0.032201216	0.032316975	0.024284195	0.03083291	0.47532028	0.048256245	0.041994166	0.091361605	0.17991701	0.0435154
a31	0.04426672	0.04205221	0.03284662	0.043039605	0.48768324	0.04063894	0.037354004	0.07207358	0.16426492	0.03578019
a15	0.04708874	0.050433327	0.044284467	0.04852704	0.3054468	0.091956876	0.090062596	0.09398766	0.14370038	0.08451218
a31	0.055794295	0.05545352	0.051838547	0.05759853	0.2683297	0.08835612	0.090093374	0.09350064	0.1605349	0.078500345
a46	0.05560256	0.058588054	0.056562897	0.05977854	0.1623979	0.1198858	0.120207444	0.11561486	0.13687652	0.114485495
a41	0.058913298	0.06040147	0.059308287	0.061731305	0.14369676	0.12295865	0.12454326	0.11482717	0.13857594	0.11504387
</S>	0.05059392	0.056022163	0.05555201	0.060557857	0.1186115	0.11335397	0.113662705	0.13807935	0.18041554	0.11315098
