 	sicuramente	stanno	ancora	svegli	</S>
a17	0.2060783	0.19926018	0.216228	0.21665959	0.16177393
a24	0.16691592	0.24300468	0.24793337	0.2640264	0.07811965
a28	0.14208886	0.2703316	0.25465053	0.26654047	0.06638858
a37	0.0946433	0.23267977	0.23952319	0.37552235	0.057631433
a18	0.09445645	0.20973104	0.24628325	0.38910255	0.060426764
a39	0.09516361	0.20412946	0.25003788	0.39534366	0.055325355
a31	0.08500033	0.20162146	0.2863745	0.38025045	0.046753295
a39	0.07443985	0.30454463	0.36063004	0.2149483	0.04543725
a31	0.06829521	0.25478664	0.31694803	0.31711033	0.04285978
a46	0.06496354	0.3039873	0.35135952	0.21961775	0.060071807
a31	0.05802839	0.28272882	0.3161232	0.2814847	0.061634894
a18	0.06407701	0.23470823	0.36207902	0.2375858	0.10154996
a31	0.051242165	0.2834919	0.31842315	0.26236388	0.084478915
a39	0.08929897	0.20393948	0.31280205	0.23633757	0.15762188
a31	0.08424111	0.22580302	0.27234316	0.25829592	0.15931681
a41	0.11391334	0.16879323	0.25883266	0.24804129	0.21041943
a39	0.114195295	0.16679779	0.2209316	0.26755857	0.2305167
a28	0.096807495	0.16197553	0.3225462	0.25861758	0.16005315
a20	0.10128152	0.21425267	0.33543774	0.23965137	0.10937672
a31	0.11255234	0.23892032	0.31817484	0.22172245	0.10863006
a39	0.14614666	0.20402783	0.28728205	0.21318749	0.14935596
a35	0.11685127	0.16874145	0.32330167	0.24691182	0.1441938
a31	0.12125937	0.24208029	0.29851547	0.22631156	0.111833245
a11	0.16097598	0.20391914	0.2626923	0.21078049	0.16163212
a18	0.15019682	0.17970687	0.28097737	0.22772332	0.16139561
a24	0.13183708	0.23288053	0.28073257	0.2303033	0.12424649
a31	0.13234307	0.22854073	0.28095543	0.23277809	0.12538266
a18	0.16027527	0.2105021	0.25970247	0.2115361	0.15798408
a31	0.17356949	0.19798051	0.24330956	0.21104269	0.17409779
a18	0.19096379	0.20002812	0.2156069	0.202275	0.19112615
a15	0.19483872	0.19618155	0.2101452	0.20287035	0.19596416
a8	0.17356424	0.20199043	0.24151497	0.21059926	0.17233111
a39	0.16247497	0.20824401	0.25563204	0.21318643	0.16046257
a31	0.14863773	0.21843383	0.26307315	0.22592625	0.14392905
</S>	0.17821535	0.20167094	0.2356165	0.20730233	0.17719486
