 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a17	0.032697827	0.025829429	0.16575329	0.10552989	0.18789932	0.16653848	0.19809055	0.11766129
a20	0.08213455	0.008673069	0.18600991	0.13564195	0.1753401	0.16058306	0.1613099	0.090307415
a28	0.07323841	0.0063708783	0.19753268	0.13259023	0.18826284	0.16419536	0.17643255	0.061377034
a7	0.07649714	0.0045689745	0.20368458	0.117402345	0.192522	0.15576634	0.1977275	0.05183108
a20	0.08445851	0.0045266086	0.18816224	0.11753181	0.1845427	0.16205423	0.19394793	0.06477596
a31	0.08140533	0.0030777305	0.22472475	0.07006666	0.21489842	0.13306573	0.22974753	0.04301389
a11	0.04918917	0.0075768637	0.23203887	0.030762535	0.25761122	0.07080097	0.30417243	0.0478479
a31	0.06711488	0.0061249537	0.23212622	0.038608924	0.2646086	0.09679574	0.25999585	0.03462485
a11	0.06718042	0.01842406	0.27676418	0.04181643	0.21702653	0.06148762	0.2753169	0.041983873
a41	0.07412939	0.020354569	0.27574113	0.043624636	0.23240577	0.06836178	0.24647251	0.038910232
a8	0.046189994	0.018423634	0.2563878	0.039678734	0.21905781	0.06815323	0.28775293	0.064355895
a30	0.04355408	0.018635739	0.2212127	0.056176078	0.20525967	0.09745489	0.27890745	0.07879935
a31	0.049281403	0.015234103	0.26647586	0.04196229	0.23492426	0.083564945	0.25202522	0.05653194
a13	0.045819182	0.040150456	0.26326564	0.074825585	0.16101319	0.083838224	0.24037135	0.090716414
a31	0.061157305	0.034315176	0.25457639	0.054974202	0.17868644	0.06792311	0.27677986	0.07158757
a41	0.06199138	0.056497827	0.26006708	0.09452464	0.13452178	0.09295317	0.19386736	0.105576746
a20	0.07765294	0.06587949	0.24712569	0.08713556	0.13261814	0.08618843	0.20312658	0.10027312
a31	0.049453575	0.048031528	0.1912604	0.08193163	0.14962202	0.091972545	0.26310295	0.12462535
a20	0.058789257	0.07439591	0.20625895	0.116408825	0.13202073	0.11519464	0.17215288	0.12477886
a31	0.07489629	0.07247808	0.20007606	0.10506771	0.12015823	0.10017756	0.20296082	0.12418523
a13	0.06573766	0.08665505	0.1655022	0.13310285	0.124441996	0.12874809	0.15577348	0.1400387
a24	0.076198824	0.0807677	0.16851752	0.12370843	0.11310536	0.11560353	0.1809056	0.14119303
a18	0.061717458	0.08732842	0.1529657	0.1276836	0.1277085	0.12653497	0.17725652	0.13880485
a31	0.050036713	0.08097389	0.15239188	0.09586097	0.14935088	0.11335667	0.21745867	0.14057031
a8	0.07956381	0.117857344	0.15069357	0.12525055	0.13070762	0.12601939	0.14224133	0.12766638
a31	0.06886664	0.112807125	0.15567352	0.12923035	0.13155256	0.12895869	0.14150792	0.13140316
a8	0.07737923	0.12195042	0.13507612	0.13275449	0.1313127	0.13233346	0.13561623	0.13357738
a31	0.073560454	0.11895374	0.14088683	0.13255545	0.13131295	0.1320241	0.13700221	0.13370432
</S>	0.07620928	0.121787615	0.13216116	0.1338991	0.13166422	0.13335672	0.13617969	0.13474227
