 	non	ho	cosa	è	da	mangiare	</S>
a31	0.12080133	0.1510713	0.1659031	0.04484853	0.08668176	0.30858412	0.12210979
a8	0.18320702	0.19462793	0.19915242	0.0073520667	0.018376933	0.36411864	0.033164915
a31	0.19774178	0.17740947	0.16568117	0.010022483	0.015515765	0.4095095	0.024119753
a37	0.21235664	0.18047315	0.17803459	0.014965911	0.016250638	0.37539795	0.022521136
a20	0.21219245	0.16721648	0.15876162	0.011075223	0.0130539425	0.4169829	0.02071741
a31	0.18227516	0.12034407	0.116703436	0.016326185	0.020966439	0.5069581	0.036426574
a17	0.17980425	0.117118314	0.12010662	0.04993775	0.058233384	0.39503837	0.07976126
a20	0.12801829	0.09555125	0.10081891	0.06804287	0.078253426	0.42477953	0.10453568
a31	0.09135943	0.07418654	0.086408086	0.08445532	0.09154052	0.46015266	0.11189744
a39	0.0900778	0.08768244	0.11795617	0.14641833	0.15059496	0.25094151	0.15632881
a35	0.087950714	0.0849094	0.10177552	0.14358163	0.15233062	0.2632406	0.16621147
a39	0.08629342	0.09530956	0.12839584	0.1366613	0.13839874	0.2649527	0.14998843
a46	0.090563856	0.10322369	0.122988276	0.110396	0.11472028	0.3048224	0.15328558
a35	0.11689243	0.12582228	0.13721187	0.13507076	0.13565512	0.20802589	0.1413217
a31	0.102897726	0.11464035	0.12894613	0.12566128	0.12754144	0.25052243	0.1497907
</S>	0.13872035	0.14049186	0.14184698	0.14165314	0.14174415	0.15270197	0.14284158
