 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
a8	0.02942399	0.04054839	0.14152169	0.12607391	0.0980818	0.09210832	0.17203665	0.19850308	0.10170213
a23	0.052868027	0.018604148	0.14112765	0.14243464	0.14367332	0.13413052	0.14659831	0.15221918	0.06834424
a31	0.04967723	0.022355396	0.17511174	0.13872063	0.13351987	0.12796947	0.14083938	0.14270319	0.06910305
a28	0.03799013	0.018341416	0.26899976	0.12239557	0.08079707	0.066563465	0.17887428	0.18080023	0.045238078
a20	0.048748184	0.021330606	0.21116568	0.14026907	0.118395016	0.114473164	0.14306669	0.14298958	0.059562046
a31	0.051513933	0.02163783	0.21428187	0.14777964	0.11726498	0.11032294	0.14624682	0.14448293	0.04646906
a8	0.037599288	0.009198612	0.28392422	0.10914772	0.08168754	0.05892701	0.18881162	0.20308785	0.027616095
a31	0.031058209	0.0087306695	0.26173702	0.11956191	0.09020692	0.059572328	0.18508773	0.21547988	0.028565321
a20	0.032520823	0.007856757	0.2803782	0.10051676	0.07821012	0.05040492	0.19593762	0.237757	0.016417798
a31	0.029158663	0.00585328	0.29332918	0.11663289	0.078350015	0.043467417	0.19345927	0.22164086	0.018108414
a36	0.02816295	0.0060002743	0.2952576	0.11071451	0.08175073	0.038887598	0.16948713	0.25733277	0.01240648
a24	0.024730664	0.0059091933	0.30930597	0.09783824	0.07722308	0.037524216	0.18028301	0.25374827	0.013437359
a37	0.023112653	0.0045856163	0.30253237	0.11207179	0.079676114	0.03512519	0.17463343	0.25196967	0.016293123
a27	0.029292094	0.004630969	0.25957322	0.1364381	0.10179506	0.05820294	0.1667721	0.22288787	0.020407632
a8	0.0335779	0.005272492	0.2315928	0.14244874	0.1155851	0.08352522	0.15922873	0.20542365	0.023345318
a23	0.019344883	0.0076839123	0.234155	0.09595805	0.080359675	0.04793062	0.13847196	0.34585574	0.030240105
a31	0.025864722	0.008602813	0.21350472	0.124822944	0.11144212	0.059327323	0.14848936	0.28628266	0.021663308
a37	0.009946412	0.00775851	0.31235093	0.04071175	0.03998859	0.017043168	0.09421841	0.4520064	0.025975877
a29	0.015537021	0.008157169	0.33785093	0.054324504	0.053772084	0.019317495	0.10742455	0.38302842	0.020587921
a31	0.012524767	0.0081062745	0.3036654	0.05204369	0.049673177	0.017502593	0.096610144	0.42918313	0.030690853
a13	0.014822877	0.016092831	0.28554437	0.039179035	0.04576284	0.026771663	0.08447844	0.45414215	0.03320569
a31	0.024916567	0.024113832	0.29417315	0.049049422	0.058581498	0.03152163	0.07989326	0.3934395	0.04431121
a8	0.033283126	0.036287695	0.24828917	0.06186268	0.07843392	0.050511323	0.07695317	0.35376078	0.06061811
a31	0.052090175	0.05799468	0.18392852	0.07742849	0.09503732	0.07019533	0.0935439	0.2746013	0.09518023
a21	0.05321156	0.06098993	0.18126522	0.07451197	0.09963478	0.07504293	0.08698555	0.26931962	0.09903844
a31	0.06095449	0.07138322	0.17797998	0.076661915	0.096757986	0.084762655	0.094607785	0.22095007	0.115941755
a29	0.056243185	0.07222507	0.15907387	0.07696062	0.10416935	0.089415036	0.09632691	0.23151065	0.114075236
a31	0.06416136	0.08627056	0.13975097	0.082092814	0.09605338	0.10370412	0.10916526	0.1851068	0.13369474
a46	0.058521427	0.08637862	0.13569869	0.08224048	0.106076896	0.10408036	0.10790432	0.19441618	0.12468307
a31	0.064715564	0.10078366	0.10950629	0.09080077	0.10024766	0.11812781	0.1206182	0.15608989	0.13911024
a49	0.062445782	0.101716526	0.10929479	0.091834486	0.10446661	0.11747158	0.119378366	0.15960668	0.13378513
a3	0.061577335	0.107320644	0.1178382	0.09816211	0.106683165	0.11839122	0.120449714	0.14185834	0.12771928
a18	0.06469028	0.10479772	0.15034819	0.10337269	0.10697826	0.10871492	0.115990706	0.1331301	0.111977145
a31	0.06635769	0.09628053	0.1608035	0.09685972	0.09877687	0.09838748	0.122272424	0.15541855	0.104843274
a8	0.07119603	0.10754879	0.12927437	0.10628422	0.11311147	0.11027683	0.1141529	0.13601282	0.11214254
</S>	0.07208241	0.11263126	0.11848135	0.1096354	0.11190817	0.11568832	0.11761364	0.12396001	0.11799946
