 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.11966805	0.06468097	0.068133295	0.056044854	0.17919065	0.4020622	0.11021996
a24	0.2780254	0.1703957	0.17511864	0.012863073	0.10077062	0.23972782	0.023098797
a31	0.32534936	0.20538773	0.19536565	0.009191413	0.07523943	0.17172211	0.017744211
a0	0.37108693	0.24511674	0.23783942	0.010427363	0.040969547	0.08016935	0.014390626
a31	0.4087385	0.23182966	0.20969965	0.011914666	0.043043215	0.07872133	0.01605309
a17	0.38413665	0.23774602	0.21312837	0.014399737	0.041757528	0.08693371	0.021897933
a13	0.3333617	0.2157406	0.18867436	0.029431993	0.06398046	0.13353772	0.03527318
a31	0.26918027	0.1754551	0.1565036	0.036256105	0.069347836	0.23256849	0.06068865
a20	0.20568109	0.13567321	0.1284834	0.048871096	0.08530043	0.29497963	0.101011194
a31	0.18558355	0.14585163	0.14305978	0.066645	0.096624285	0.264386	0.09784971
a23	0.11231974	0.09799288	0.09431918	0.08350505	0.12709591	0.3138818	0.17088538
a8	0.110291675	0.10047999	0.105439454	0.087113954	0.12352076	0.30044985	0.17270426
a20	0.08919452	0.08303186	0.08840449	0.117586166	0.17792961	0.27324888	0.17060445
a31	0.09470874	0.08676679	0.088135324	0.09985486	0.16005339	0.28865898	0.18182187
</S>	0.08523644	0.08590827	0.09533858	0.15872009	0.1794454	0.21446544	0.18088572
