 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.120167136	0.12539952	0.18337117	0.20217282	0.15572894	0.14173116	0.07142932
a46	0.13161066	0.18784127	0.14451371	0.18843852	0.16424902	0.15964541	0.023701513
a31	0.17339328	0.2518234	0.15305652	0.21051742	0.11452496	0.08456576	0.012118634
a35	0.1481075	0.30073708	0.15105662	0.26452014	0.07412066	0.052233398	0.009224597
a31	0.16839148	0.21219026	0.16568765	0.19347061	0.13829546	0.1068065	0.015158118
a20	0.18856467	0.3301871	0.12500899	0.27111086	0.044221193	0.032138146	0.008768983
a31	0.17144628	0.35230708	0.11223528	0.2892958	0.04108282	0.026347378	0.0072853337
a39	0.18847299	0.4155325	0.0717951	0.26271552	0.025594769	0.025176238	0.010712889
a3	0.16421306	0.48678884	0.04793023	0.24298954	0.023893401	0.022893133	0.011291748
a31	0.14316241	0.4538346	0.04831196	0.2908869	0.023074107	0.027816426	0.012913538
a7	0.1391496	0.49018738	0.042362258	0.2322325	0.030467993	0.043003313	0.02259695
a10	0.13079934	0.5548083	0.043308254	0.19030447	0.027824022	0.033741977	0.019213544
a31	0.09934839	0.5157146	0.04536352	0.23751181	0.031732775	0.042815432	0.02751356
a11	0.0824116	0.5412199	0.04779679	0.16222863	0.050671376	0.067836374	0.047835317
a18	0.09378935	0.54759425	0.053216264	0.13797705	0.047705512	0.07022905	0.04948857
a28	0.065134116	0.48725232	0.06629901	0.16881257	0.06690848	0.07752506	0.06806845
a31	0.053170186	0.47057086	0.07654662	0.22222912	0.06248123	0.060860034	0.054141972
a11	0.065708876	0.37021458	0.10411008	0.14595576	0.10411616	0.1066163	0.10327837
a13	0.07162206	0.31142843	0.10637336	0.13947217	0.11822357	0.12967326	0.12320722
a31	0.06421439	0.37112737	0.10602834	0.1656019	0.10032047	0.09785226	0.094855174
a20	0.10468185	0.22833021	0.13137148	0.14323263	0.13083743	0.13113311	0.13041331
a31	0.07937281	0.18088922	0.1424817	0.15073377	0.14739747	0.15036932	0.14875568
a8	0.1126036	0.14840513	0.14683482	0.14920706	0.14745107	0.14789724	0.14760108
</S>	0.099869736	0.13078186	0.15230936	0.1535267	0.15401822	0.15496668	0.1545274
