 	il	lenzuolo	vuole	lavato	</S>
a31	0.22253273	0.20812121	0.21734473	0.25149226	0.10050906
a7	0.24434924	0.2556433	0.19940385	0.2780031	0.022600537
a31	0.2655688	0.23013206	0.17045556	0.32046044	0.013383137
a0	0.19809258	0.1635251	0.046871252	0.5823722	0.009138836
a17	0.21048988	0.15565081	0.03176556	0.58957046	0.012523345
a13	0.20750421	0.13084562	0.04679873	0.57921714	0.035634235
a31	0.23311386	0.16691081	0.06980631	0.4890642	0.04110479
a17	0.09596246	0.06218323	0.04456702	0.7504119	0.046875346
a8	0.10355544	0.06891875	0.056870285	0.70122784	0.0694276
a31	0.10204708	0.077254154	0.088442855	0.6507179	0.081538
a24	0.09167805	0.08185393	0.108357646	0.6039967	0.11411372
a46	0.098957345	0.0841888	0.12297157	0.55289334	0.14098895
a24	0.11358361	0.1063598	0.1180573	0.54496527	0.117034055
a37	0.124809794	0.11901637	0.1460588	0.4616872	0.14842786
a31	0.13817103	0.13436987	0.14008081	0.44843856	0.13893975
</S>	0.1475927	0.14555095	0.14759387	0.41226587	0.1469966
