 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.08848122	0.049603257	0.043604165	0.04854208	0.100642554	0.10869743	0.123146564	0.14410114	0.23696892	0.05621269
a20	0.119566634	0.08678469	0.07788289	0.07630308	0.12222694	0.12201622	0.12218234	0.12434917	0.12041998	0.028268013
a31	0.14737992	0.10121763	0.076300286	0.06478577	0.119230464	0.112058386	0.11594673	0.12457093	0.1063034	0.0322065
a29	0.11906428	0.09695097	0.079858825	0.065082386	0.11268584	0.10703987	0.13730101	0.17672113	0.09775071	0.0075450074
a15	0.11357236	0.08936781	0.0782849	0.065086976	0.11907723	0.11571854	0.14135528	0.16637449	0.10514485	0.006017563
a31	0.12637864	0.08627316	0.07561235	0.06314839	0.12936884	0.12193402	0.12879816	0.14854006	0.11342672	0.006519678
a18	0.13702798	0.11323585	0.092276976	0.077464335	0.12359346	0.10602011	0.10543754	0.15410656	0.08530764	0.005529532
a46	0.14048404	0.11251284	0.09127809	0.07903264	0.12767182	0.104146466	0.10174857	0.15888117	0.07861905	0.005625296
a31	0.15338407	0.11007351	0.09235511	0.092893444	0.13105394	0.09413822	0.087318175	0.14807819	0.080400586	0.010304741
a37	0.15644592	0.1263011	0.10912783	0.1052147	0.14125286	0.09572543	0.07301262	0.11665623	0.067175426	0.00908793
a31	0.16005929	0.12298768	0.103758805	0.10789273	0.13107805	0.09080937	0.07870973	0.12667859	0.06241694	0.015608792
a41	0.15622193	0.12024324	0.1050531	0.11504761	0.13069007	0.0834873	0.06870942	0.1169974	0.07532931	0.028220596
a31	0.17746294	0.11262684	0.09285995	0.117428645	0.117407545	0.0874386	0.07104867	0.11468534	0.075552024	0.03348943
a3	0.1470771	0.09027841	0.07830201	0.103079595	0.10022415	0.084254645	0.07393341	0.10513226	0.14754304	0.07017536
a31	0.15067425	0.09264425	0.08392753	0.12554672	0.1044968	0.08604727	0.07272525	0.10192789	0.12347355	0.058536503
a23	0.10164491	0.06895891	0.06584556	0.090814345	0.080182016	0.08217601	0.08413939	0.10485234	0.20543696	0.11594954
a29	0.09270138	0.07777849	0.07480241	0.095503226	0.08886975	0.081323564	0.08154031	0.105358005	0.19555178	0.10657113
a46	0.08846053	0.071907505	0.0700989	0.09239675	0.08792941	0.08209716	0.08473477	0.115286045	0.19645616	0.1106328
a23	0.08161314	0.06785413	0.067319475	0.08070374	0.08901027	0.086771704	0.09424466	0.12578584	0.18725099	0.11944606
</S>	0.0839089	0.06434686	0.06370387	0.075963296	0.09750845	0.09208265	0.10415282	0.15841246	0.1570721	0.10284866
