 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.061954636	0.22217622	0.0359047	0.21024501	0.1457848	0.19352067	0.1304139
a31	0.057050407	0.19733225	0.03976347	0.20287278	0.18180172	0.20275322	0.11842618
a4	0.012821101	0.16943492	0.008579697	0.31612042	0.16192853	0.29289836	0.03821706
a46	0.030390935	0.20603563	0.016292471	0.2361608	0.1840158	0.22683652	0.10026798
a31	0.014434431	0.21451569	0.00854793	0.28058922	0.16040765	0.27147108	0.050034072
a28	0.009821555	0.15599722	0.008094117	0.31559727	0.1416323	0.33672175	0.032135796
a27	0.01889622	0.19978985	0.012629281	0.25953653	0.15319717	0.291164	0.06478693
a31	0.022458963	0.2069478	0.012454877	0.26801503	0.14637461	0.2864285	0.057320192
a49	0.009579997	0.09267738	0.009722082	0.29563618	0.0658296	0.5075441	0.01901074
a23	0.0088070985	0.10480182	0.009360606	0.28684828	0.08421122	0.48538423	0.020586768
a31	0.0113943415	0.13300247	0.012904841	0.2628211	0.10124766	0.44216973	0.036459915
a29	0.013781492	0.052852433	0.014035684	0.18999664	0.045942973	0.6660628	0.017328009
a17	0.016862344	0.060533233	0.015727205	0.21210654	0.050301276	0.6265146	0.017954802
a20	0.020319218	0.06798997	0.018296262	0.26562288	0.06350736	0.5402506	0.024013694
a17	0.01788444	0.089103706	0.01631483	0.28259698	0.08676892	0.47593415	0.03139693
a31	0.01979778	0.12517175	0.016965149	0.263412	0.099475674	0.43092746	0.04425023
a20	0.049865395	0.08881109	0.046328485	0.1611298	0.06471905	0.53901273	0.050133504
a31	0.06726191	0.10544752	0.060674917	0.14044948	0.07187871	0.49053782	0.06374966
a3	0.101411715	0.14386311	0.0971886	0.13489807	0.10049096	0.32307294	0.09907464
a31	0.13682166	0.14708693	0.1309869	0.13421577	0.1274122	0.19009419	0.13338235
a8	0.13340884	0.15087654	0.13085225	0.13635407	0.12963614	0.18659928	0.13227285
</S>	0.13927023	0.14301872	0.13712008	0.13444072	0.1356271	0.17210598	0.13841718
