 	non	ho	dove	d	andare	</S>
a20	0.18540925	0.15307209	0.11630619	0.24170952	0.1784503	0.12505265
a31	0.25806573	0.24503961	0.16619292	0.22480977	0.08642127	0.019470666
a37	0.34663832	0.2746527	0.14875932	0.16945444	0.047104128	0.013391116
a31	0.35121262	0.29200855	0.14657925	0.15814883	0.039873153	0.012177577
a29	0.3542599	0.30040178	0.15509625	0.14041302	0.03681712	0.013011971
a41	0.37503892	0.32186535	0.1495382	0.11033978	0.031235363	0.011982394
a31	0.41425434	0.31609267	0.0902818	0.098625585	0.054823536	0.025922032
a18	0.38131747	0.27303863	0.07081339	0.12652503	0.095019825	0.053285684
a31	0.3058009	0.22496356	0.083204225	0.18037473	0.13929199	0.06636461
a39	0.17734025	0.13506101	0.07823731	0.23290414	0.22931568	0.14714164
a31	0.16219343	0.13476977	0.09016453	0.2296728	0.2331544	0.1500451
a8	0.110373996	0.10282063	0.09329073	0.23885547	0.2479338	0.20672539
a31	0.11180581	0.10762009	0.102467276	0.20404577	0.24470286	0.22935818
a8	0.104381956	0.103486516	0.10477871	0.21023642	0.24252957	0.23458678
</S>	0.106693216	0.104721494	0.10494767	0.21026471	0.23909675	0.23427616
