 	non	ti	dimentichiamo	mai	</S>
a8	0.16803937	0.35597938	0.34526286	0.06316554	0.06755284
a31	0.2683657	0.3342293	0.36453965	0.017065424	0.015799865
a20	0.26046643	0.44244614	0.2698208	0.016164005	0.011102515
a31	0.31814888	0.42597637	0.23209317	0.014053344	0.00972823
a13	0.3266903	0.42191347	0.2247391	0.015009124	0.011648082
a31	0.3193656	0.42937085	0.23115975	0.01119283	0.008910968
a13	0.31199914	0.4155165	0.24354391	0.015172089	0.013768317
a1	0.28218147	0.4394457	0.25126705	0.014571196	0.012534561
a31	0.20877814	0.47089413	0.26660115	0.029320847	0.02440565
a41	0.22478765	0.46666366	0.25095546	0.03154802	0.026045317
a15	0.18355457	0.49956724	0.23851927	0.03880816	0.039550796
a13	0.15511023	0.45476067	0.27108288	0.06057135	0.058474958
a31	0.14154515	0.4671336	0.30221158	0.044534717	0.044574913
a11	0.09731925	0.41820806	0.29092753	0.0987228	0.094822325
a31	0.13918753	0.39072165	0.22605224	0.120293215	0.12374534
a46	0.10496864	0.26361623	0.26015905	0.18601525	0.18524085
a31	0.11517943	0.22524737	0.2259603	0.2154728	0.2181401
a46	0.11031865	0.18252653	0.23837194	0.23417652	0.2346063
a31	0.11343282	0.16806935	0.22379333	0.24661992	0.2480845
</S>	0.113191225	0.1682609	0.23329619	0.24244477	0.2428069
