 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.11134031	0.20876597	0.20711999	0.06417884	0.02882049	0.14175846	0.15506577	0.08295018
a31	0.09191371	0.16269787	0.25688234	0.06486144	0.010409642	0.1769709	0.2096272	0.026636906
a15	0.05113319	0.3181168	0.370082	0.035836507	0.014528537	0.08350289	0.105543226	0.021256804
a20	0.044744965	0.3400621	0.38828385	0.01977742	0.0073593752	0.083073914	0.10235015	0.014348221
a11	0.03286654	0.2534093	0.4627736	0.035616037	0.02042843	0.07178581	0.089913554	0.033206757
a31	0.03711068	0.21180336	0.46895266	0.04099878	0.029416533	0.07423608	0.09336833	0.04411363
a39	0.096395664	0.1669323	0.29231325	0.07423294	0.06807242	0.10351866	0.12029988	0.078234844
a46	0.09594484	0.17551821	0.28017133	0.07474542	0.070112824	0.103865996	0.119166106	0.080475174
a18	0.12723723	0.1407994	0.14050801	0.11545594	0.11484416	0.120670095	0.12355348	0.11693163
a31	0.107553154	0.16048424	0.16074188	0.10761221	0.10674455	0.11876189	0.12316559	0.11493652
a13	0.1250946	0.13063228	0.12692481	0.122949846	0.12286416	0.12390867	0.12425274	0.12337297
a31	0.12248793	0.12669842	0.12945934	0.123455964	0.123312734	0.12483591	0.12548524	0.124264486
a46	0.124680266	0.12653999	0.12546286	0.124514595	0.12449593	0.12477331	0.124862775	0.124670245
a31	0.12437794	0.12499955	0.12603055	0.12475967	0.124732286	0.1250255	0.12515204	0.12492247
</S>	0.124729775	0.12596644	0.12522937	0.12472929	0.124720536	0.12487136	0.12492459	0.124828584
