 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
a8	0.034292642	0.062920466	0.019348053	0.10969645	0.103318825	0.10658996	0.118935294	0.098092854	0.096260406	0.16730163	0.08324346
a31	0.03622818	0.11686142	0.0027920522	0.10872891	0.09057246	0.12514694	0.12167855	0.12538451	0.11210594	0.12792298	0.032578062
a20	0.015220156	0.07793575	0.0030633712	0.122913	0.08816483	0.14448191	0.100724965	0.15805247	0.085927695	0.18602599	0.017489843
a46	0.016860597	0.092595175	0.0024911189	0.134746	0.10421619	0.14220151	0.11304757	0.12953806	0.105065525	0.13397825	0.025259988
a10	0.013979959	0.10447437	0.001969073	0.14905566	0.10404951	0.15955022	0.11236271	0.12234288	0.09023639	0.1246903	0.01728899
a17	0.016935058	0.12852074	0.002084749	0.14685522	0.09808896	0.15380819	0.1141237	0.11172973	0.089645356	0.11771147	0.020496767
a31	0.013743471	0.13708061	0.001956906	0.15069093	0.089752	0.16153486	0.115963146	0.11006068	0.07991501	0.12343414	0.015868258
a20	0.010094747	0.11914222	0.0037988718	0.1477703	0.067757785	0.17473415	0.09874257	0.1288976	0.053401466	0.18001966	0.015640585
a8	0.011562591	0.13013941	0.002136836	0.14145093	0.07768615	0.15669146	0.124105126	0.12121256	0.08110742	0.13962014	0.0142873945
a20	0.008084663	0.14583224	0.005617467	0.11413813	0.050076	0.1487317	0.1103946	0.12463884	0.07096844	0.20004722	0.021470675
a31	0.008566723	0.16265717	0.0036189274	0.10317607	0.047824398	0.15557508	0.12799108	0.12607315	0.081537895	0.16796845	0.015011005
a39	0.015463322	0.15175697	0.01951076	0.11822173	0.06558852	0.11736139	0.060687605	0.107468225	0.04070511	0.26390055	0.039335765
a31	0.010775163	0.13460952	0.009960368	0.107220665	0.05416116	0.14572212	0.09100326	0.12996945	0.0630694	0.22710238	0.026406517
a33	0.030837556	0.116534695	0.041947946	0.11270161	0.07537537	0.104105525	0.0704396	0.09763983	0.05285282	0.24477041	0.052794684
a31	0.026675386	0.09588988	0.033508845	0.095559746	0.07019475	0.10705336	0.08415901	0.11735856	0.06694628	0.25700596	0.045648206
a18	0.044087537	0.086164296	0.067111	0.108016096	0.08204141	0.08880107	0.08162001	0.08712463	0.06730428	0.21360308	0.07412651
a31	0.047135305	0.091106534	0.06301509	0.11108882	0.0812027	0.09641401	0.090915546	0.08944259	0.073350035	0.18946353	0.06686578
a23	0.055380642	0.07707418	0.086343095	0.11501501	0.0936526	0.083262116	0.08711142	0.07275298	0.071866706	0.17136529	0.08617596
a31	0.061029613	0.07123143	0.095530994	0.119197905	0.10103996	0.07700032	0.087566055	0.07058296	0.07003376	0.15186708	0.09491992
a39	0.06475044	0.07122914	0.09955935	0.11261866	0.1011106	0.076412596	0.08729751	0.06737092	0.07038896	0.15092012	0.098341815
a31	0.072298646	0.072757296	0.11158605	0.11892061	0.111982904	0.07410867	0.076500036	0.066364795	0.06442038	0.12143176	0.109628834
a24	0.07500649	0.073238775	0.10462045	0.110132895	0.104912356	0.07817234	0.08424978	0.068582796	0.06592932	0.13150603	0.10364879
a20	0.07442852	0.074145235	0.11346132	0.12023403	0.11409679	0.07500712	0.07293155	0.06643929	0.063032635	0.11490723	0.111316286
</S>	0.08815721	0.08427267	0.10112675	0.10240598	0.10155763	0.08745894	0.080436245	0.08044827	0.069445625	0.103461795	0.10122889
