 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
a20	0.14367019	0.09022788	0.10302374	0.097153984	0.089159295	0.07514626	0.10191464	0.25384724	0.022059336	0.023797357
a31	0.17496502	0.12040116	0.11827215	0.115924366	0.115979075	0.114932686	0.11576119	0.11658335	0.0026073952	0.0045736833
a37	0.23741286	0.11964333	0.15188439	0.12102942	0.09569977	0.072135	0.088025324	0.10964515	0.002450134	0.002074691
a21	0.19195211	0.13735335	0.14026614	0.122460105	0.10776271	0.083983876	0.101542465	0.110443726	0.0022937742	0.0019416773
a31	0.17900626	0.14140278	0.13688758	0.121707134	0.11102696	0.093815245	0.10407014	0.10745034	0.0022931686	0.0023403685
a7	0.25178984	0.12028759	0.14271191	0.11499044	0.09542827	0.077989966	0.08741733	0.10348189	0.003010255	0.0028924874
a29	0.21072546	0.12139772	0.13016252	0.11823197	0.10640708	0.08527178	0.10459408	0.11788835	0.0026264915	0.0026944703
a31	0.18678138	0.1373105	0.13486739	0.1200576	0.10938361	0.09085175	0.1041207	0.11072336	0.0026671242	0.0032365515
a29	0.26682454	0.119216345	0.1282207	0.10777927	0.09474337	0.083164014	0.08860366	0.10195302	0.0048486795	0.0046463693
a31	0.25525877	0.11219192	0.13155557	0.11063361	0.09483492	0.080945164	0.09306271	0.11447904	0.0034327337	0.0036055625
a41	0.22973694	0.12170443	0.13419266	0.116085224	0.100711726	0.08682367	0.09343931	0.10643068	0.0054556676	0.005419777
a18	0.29259554	0.10434771	0.112928495	0.10093194	0.09337127	0.08788356	0.09366305	0.10595653	0.0039413474	0.0043805884
a31	0.2878862	0.10876829	0.120940514	0.10236179	0.09094944	0.083709754	0.090684794	0.10726803	0.0035214792	0.003909722
a37	0.23136367	0.10695131	0.13781081	0.1163372	0.096724175	0.084356576	0.09307504	0.11963561	0.0067671216	0.006978437
a3	0.29999122	0.096008286	0.11599965	0.09955343	0.084782645	0.080653995	0.09107608	0.12053024	0.005236894	0.0061676083
a21	0.34659094	0.09018377	0.10477899	0.088226736	0.07574612	0.07297201	0.08338042	0.12362799	0.006796531	0.0076965257
a31	0.34599653	0.08647515	0.10386686	0.08348534	0.071030036	0.06771549	0.08066448	0.14651759	0.006904051	0.007344465
a37	0.35628346	0.055354465	0.08603717	0.069471695	0.057766046	0.05796494	0.07062588	0.21323803	0.016562909	0.01669533
a31	0.3729624	0.065050356	0.08533566	0.06982679	0.06241593	0.061235942	0.06935256	0.1580769	0.026372032	0.029371433
a28	0.26407024	0.05375427	0.06566885	0.05827883	0.052294593	0.051625732	0.06038864	0.25541654	0.06893678	0.06956559
a31	0.23719694	0.05726889	0.07766374	0.07171042	0.06473726	0.063256055	0.07104653	0.19204544	0.080952875	0.084121875
a8	0.15256853	0.060127698	0.06549025	0.06265075	0.05954424	0.059394106	0.06658122	0.22662403	0.123285785	0.12373339
a31	0.1165744	0.060501322	0.0767077	0.07377444	0.068082586	0.06733667	0.07433334	0.2056752	0.12809148	0.12892294
</S>	0.10389835	0.065970965	0.06954296	0.06771624	0.066268	0.066846825	0.075999476	0.18825567	0.14760548	0.14789598
