 	lo	ho	finito	di	fare	</S>
a8	0.070843585	0.10318268	0.10675848	0.32892284	0.2616332	0.12865919
a31	0.14634776	0.20156513	0.063313685	0.31717554	0.23583221	0.035765626
a20	0.089731514	0.13959852	0.022194559	0.4553254	0.27387875	0.019271247
a24	0.1339367	0.1765678	0.042920213	0.34635854	0.264556	0.03566082
a18	0.14295043	0.18599431	0.021913461	0.39267698	0.23606117	0.020403694
a31	0.09621617	0.17286645	0.01132755	0.5099299	0.18946688	0.020193046
a20	0.06004852	0.17290473	0.01927871	0.5776414	0.13228627	0.03784031
a10	0.060526706	0.15622716	0.024425888	0.5456127	0.16662139	0.046586137
a20	0.04356774	0.10278095	0.025759947	0.60462356	0.16525215	0.058015637
a7	0.040861547	0.1026285	0.027566293	0.5985537	0.17606269	0.05432726
a31	0.041601796	0.101278216	0.027606893	0.5872194	0.18279205	0.059501544
a20	0.07617497	0.09587133	0.13021013	0.37805477	0.1760699	0.14361885
a18	0.05966708	0.07945052	0.09515722	0.4684039	0.17104414	0.12627716
a24	0.056071524	0.073393404	0.10277959	0.4604035	0.17936392	0.12798807
a46	0.062668934	0.07901907	0.11069878	0.43426976	0.17969166	0.13365185
a31	0.09005959	0.11510695	0.13785283	0.3409073	0.17054245	0.14553086
a33	0.1302918	0.14747712	0.16808407	0.2073471	0.17624679	0.17055313
a8	0.1116062	0.13544758	0.16843575	0.23705545	0.17633307	0.17112194
</S>	0.1244194	0.14435798	0.15699208	0.24312189	0.1706332	0.16047554
