 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.056902565	0.06180611	0.12941273	0.13186775	0.20396617	0.2639678	0.15207684
a20	0.017367043	0.11235528	0.19185035	0.15632989	0.25346792	0.22548126	0.043148328
a31	0.034077257	0.12915225	0.18814509	0.13672282	0.2948331	0.16491531	0.05215422
a37	0.017463159	0.146333	0.21076535	0.1483249	0.30832222	0.15363984	0.015151549
a31	0.014517072	0.13316168	0.20695622	0.1454201	0.337835	0.14830929	0.013800634
a30	0.019777548	0.1344284	0.22182316	0.15085708	0.31837162	0.13844094	0.016301246
a13	0.02565018	0.12645078	0.20920098	0.14537172	0.32997665	0.14276001	0.020589685
a20	0.030537827	0.117259115	0.20179401	0.13273768	0.34719706	0.14481045	0.025663815
a41	0.02617876	0.10147244	0.19394211	0.11583453	0.3806516	0.15360849	0.028312095
a33	0.029465154	0.07837687	0.17934988	0.09230522	0.3980332	0.17680329	0.04566641
a31	0.05983607	0.10585719	0.16373727	0.12443894	0.24145922	0.21744144	0.08722986
a41	0.10900554	0.10553071	0.1374361	0.1296279	0.17858325	0.21505351	0.124763004
a0	0.09923213	0.10262224	0.1262278	0.1360345	0.16569422	0.23038624	0.13980283
a31	0.122068405	0.08844198	0.12689419	0.14020886	0.16323596	0.2071404	0.15201023
a24	0.14021729	0.11304007	0.13773313	0.1537397	0.14428936	0.16506675	0.14591375
a31	0.14169471	0.09570899	0.12526621	0.127336	0.12673171	0.20090817	0.18235424
a20	0.14462426	0.12513423	0.14244165	0.14506806	0.14350796	0.15194933	0.14727452
</S>	0.15255712	0.099971	0.13827688	0.12880662	0.13627836	0.17307527	0.17103481
