 	dove	aveva	per	stare	non	aveva	</S>
a24	0.05170584	0.09323353	0.09824716	0.20160374	0.19599818	0.2332436	0.12596792
a20	0.09091731	0.16625218	0.062438864	0.22406928	0.20612994	0.20794664	0.042245843
a13	0.083249025	0.15981328	0.06167722	0.22328188	0.21403745	0.21260604	0.04533511
a37	0.05872107	0.14149058	0.03012924	0.23810606	0.23048316	0.26993445	0.03113543
a24	0.036207244	0.12734155	0.015793769	0.24583182	0.23105657	0.31992397	0.023845138
a31	0.03099159	0.13662145	0.014429658	0.28111458	0.21429728	0.2984631	0.024082324
a20	0.008822691	0.025246553	0.00883636	0.40434676	0.19307521	0.33556286	0.024109537
a0	0.012045717	0.04713226	0.010317269	0.3453768	0.19699453	0.36230063	0.025832817
a20	0.010848886	0.030930392	0.011647019	0.34583992	0.20804925	0.35812274	0.034561794
a31	0.010497767	0.028914731	0.013639229	0.35713753	0.21045797	0.33919814	0.040154595
a8	0.025131846	0.03216969	0.0364493	0.43985862	0.14351094	0.2687607	0.05411896
a23	0.030514687	0.037511233	0.03959871	0.34314618	0.16273609	0.31551698	0.07097614
a38	0.027870856	0.0356375	0.03770186	0.3447531	0.1788628	0.30273145	0.07244248
a33	0.033411637	0.04001323	0.0499573	0.35355923	0.17189494	0.26968235	0.081481345
a31	0.03736456	0.04569714	0.05587919	0.34537765	0.17238757	0.26219553	0.08109835
a24	0.085336246	0.09382788	0.10769795	0.25369072	0.14953128	0.19037871	0.119537234
a18	0.07727182	0.08604781	0.11469045	0.23654994	0.15715466	0.18734297	0.14094234
a31	0.0994881	0.10836716	0.123784035	0.21933694	0.14736737	0.1695429	0.13211353
a33	0.121813096	0.12578484	0.13069108	0.18584813	0.14341418	0.15860717	0.13384145
</S>	0.11734087	0.12222187	0.12858683	0.19851391	0.14318168	0.1579911	0.13216364
