 	non	aveva	dove	aveva	per	stare	</S>
a7	0.12681758	0.12427487	0.07531657	0.18309303	0.1362582	0.27669367	0.07754605
a31	0.18784198	0.18934728	0.11129642	0.19590272	0.08760588	0.19873476	0.029271012
a29	0.18934141	0.18193035	0.040289566	0.25379246	0.032014348	0.2931154	0.009516507
a19	0.18944515	0.18653761	0.05108262	0.25784975	0.039712004	0.26527807	0.01009479
a46	0.21889885	0.20313565	0.021568285	0.21875636	0.023065679	0.30449435	0.010080792
a31	0.12018582	0.1080766	0.01971547	0.14166018	0.036502674	0.54154223	0.032317024
a38	0.08359237	0.07381524	0.02974453	0.082152106	0.04533393	0.63173634	0.05362544
a31	0.07687273	0.07287552	0.03334447	0.088941984	0.048473082	0.62068194	0.05881027
a20	0.07732368	0.074430585	0.055266414	0.09108585	0.08785885	0.5057675	0.10826702
a31	0.08088352	0.079527676	0.06886518	0.0970316	0.110497676	0.42803803	0.13515635
a0	0.08024253	0.07907772	0.07525583	0.1102783	0.12823534	0.3805285	0.14638184
a31	0.09320928	0.092626914	0.094127774	0.12700915	0.16024967	0.249542	0.18323518
a46	0.0886113	0.08818809	0.096781485	0.13528	0.15844648	0.263211	0.16948164
a18	0.09595566	0.0956302	0.108676	0.147803	0.17097892	0.20099285	0.17996335
</S>	0.109853104	0.10949008	0.1268485	0.15149932	0.15946493	0.18149783	0.16134624
