 	può	che	sono	ancora	svegli	</S>
a31	0.07264554	0.08955723	0.04995966	0.33340028	0.3380452	0.116392106
a7	0.19033735	0.22286464	0.007834956	0.27494678	0.2720214	0.03199488
a31	0.20683993	0.23293912	0.007938669	0.26838788	0.24835874	0.03553564
a7	0.31079832	0.39377308	0.015674103	0.13062406	0.122591965	0.026538441
a31	0.31494227	0.4146878	0.017600494	0.11489967	0.11053814	0.027331581
a37	0.28769258	0.39978367	0.023142068	0.11613768	0.13358329	0.03966073
a31	0.26234725	0.36636713	0.036242876	0.14327186	0.14439744	0.047373477
a39	0.2106399	0.31371838	0.04767402	0.1577858	0.19120191	0.078980036
a31	0.2167469	0.28680393	0.05908044	0.16667162	0.1958081	0.07488901
a20	0.15400887	0.18612914	0.08862909	0.1880931	0.23265398	0.15048587
a31	0.16485187	0.19695158	0.08848074	0.17705046	0.234521	0.1381443
a46	0.12443534	0.1147431	0.15007424	0.20257176	0.21446474	0.19371083
a8	0.1121667	0.10847961	0.14166643	0.2113172	0.22277366	0.20359638
a46	0.09963675	0.10834177	0.1842918	0.21055204	0.20208716	0.19509056
a8	0.0979374	0.104659155	0.18187295	0.21160823	0.20535117	0.19857112
a31	0.1062481	0.1246907	0.18452717	0.20112823	0.1942455	0.18916024
a20	0.10895386	0.12506501	0.1887589	0.19249043	0.19266188	0.19206992
</S>	0.09469668	0.0989823	0.18090545	0.2068209	0.21083617	0.20775846
