 	non	mi	aspetti	non	vengo	</S>
a33	0.27447137	0.26941755	0.08696888	0.16321744	0.16202572	0.043899078
a31	0.27755845	0.27387744	0.109653905	0.25376508	0.07662856	0.008516592
a37	0.42341477	0.35309145	0.06294742	0.11359025	0.041903414	0.005052784
a35	0.3882129	0.35087386	0.070271075	0.1395963	0.045880746	0.0051651155
a31	0.3951869	0.33626446	0.075571	0.1544976	0.032944124	0.0055360086
a7	0.44494855	0.34950593	0.050871897	0.119622976	0.025818802	0.009231767
a18	0.4785011	0.35608345	0.041314345	0.081701145	0.031972457	0.010427409
a24	0.5232759	0.26728213	0.04059148	0.07299874	0.061086215	0.03476552
a31	0.46738467	0.22188336	0.055854168	0.08438433	0.10449125	0.0660022
a20	0.23608723	0.16842768	0.12022822	0.14302495	0.2039679	0.12826398
a8	0.18143459	0.14367568	0.11128627	0.14784463	0.250185	0.16557378
a31	0.1823527	0.16442145	0.1457883	0.160018	0.18788816	0.15953134
</S>	0.16749197	0.16424336	0.16059309	0.16493212	0.17710572	0.16563374
