 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a31	0.055432558	0.04636551	0.04262595	0.04070328	0.044192888	0.033535197	0.10501696	0.16345114	0.16027078	0.22766697	0.08073886
a37	0.10334523	0.09358769	0.08778433	0.08498603	0.08709925	0.05020472	0.082212016	0.09908789	0.15440446	0.12960936	0.027678989
a31	0.13826838	0.1093425	0.094221234	0.07944995	0.073643506	0.058273394	0.09055305	0.07853469	0.12852475	0.11522691	0.03396156
a20	0.12865537	0.108382635	0.09518492	0.08325952	0.08160573	0.038054667	0.0457805	0.09943862	0.18314277	0.12128177	0.01521349
a31	0.14086026	0.11953694	0.103807	0.09089937	0.08860755	0.034119744	0.045635708	0.08221054	0.1717505	0.10700587	0.015566532
a20	0.1519556	0.133129	0.11296991	0.09983465	0.09792723	0.027321674	0.02787036	0.091171205	0.16667919	0.0815502	0.00959096
a31	0.15869826	0.13405558	0.10754849	0.09733953	0.09765113	0.024036368	0.029198037	0.081164956	0.17357266	0.08502557	0.011709418
a11	0.164062	0.15268183	0.122217566	0.110871546	0.10809785	0.024021195	0.024156779	0.091098994	0.13561739	0.05725361	0.009921187
a31	0.16597097	0.14418562	0.11037182	0.10172778	0.10116684	0.026012203	0.029994575	0.08813589	0.15100169	0.069683015	0.011749644
a20	0.15856722	0.16215786	0.12443725	0.11427632	0.1104976	0.024961583	0.025582189	0.098942205	0.12307619	0.044579297	0.012922201
a31	0.15545082	0.14370827	0.11079718	0.102759555	0.1022692	0.031919062	0.035814513	0.114621945	0.12543005	0.060550973	0.01667845
a29	0.13695751	0.15360442	0.124559104	0.11462495	0.11481361	0.03048372	0.03311892	0.11933984	0.10903427	0.042880233	0.020583447
a46	0.13441281	0.14088136	0.117073596	0.107106864	0.10673769	0.03644474	0.040167347	0.13545793	0.10679439	0.05328422	0.021639094
a18	0.09775342	0.12228963	0.11122784	0.1068809	0.11641055	0.043951035	0.051381238	0.15210226	0.10066292	0.06513252	0.03220758
a31	0.08756022	0.112629354	0.1040548	0.102019705	0.11282213	0.040222406	0.052867964	0.16741167	0.113816604	0.07348164	0.0331136
a28	0.077656485	0.09508503	0.094175145	0.09476106	0.11377161	0.050732233	0.055749673	0.18767136	0.08563232	0.087134555	0.057630513
a20	0.071648	0.09269804	0.09703805	0.1000595	0.12200184	0.05204812	0.061520882	0.19269143	0.09344958	0.0675749	0.04926963
a41	0.05764294	0.06785233	0.0719145	0.07500002	0.089141026	0.04873409	0.060676493	0.24678433	0.109103344	0.111289114	0.061861712
a28	0.041683126	0.04659255	0.048977688	0.050995145	0.060883444	0.036577687	0.053216856	0.28137356	0.14313324	0.15673582	0.079830825
a8	0.03388146	0.036168594	0.037178345	0.03826654	0.04571839	0.0277895	0.06284354	0.25455976	0.172694	0.18266878	0.10823118
a23	0.037042998	0.040041067	0.039159287	0.039063886	0.043169808	0.02862187	0.059673302	0.26429313	0.19277115	0.16209498	0.09406845
a31	0.038554627	0.040732663	0.040445726	0.0412363	0.046356656	0.027839553	0.071273014	0.23877144	0.17249878	0.17219429	0.11009696
a39	0.053081363	0.05186145	0.046135634	0.040069688	0.04314544	0.04827598	0.0681389	0.276568	0.14511406	0.13143417	0.09617532
a20	0.03644644	0.03722374	0.037270963	0.037587725	0.042415634	0.034032393	0.050794717	0.28571418	0.15096796	0.17643322	0.11111304
a39	0.03350447	0.032842983	0.030548425	0.028667571	0.032649998	0.029084105	0.07350786	0.28481916	0.17060296	0.1594292	0.12434317
a8	0.03354824	0.03206254	0.02976547	0.027928252	0.033335023	0.02631986	0.08719009	0.27289295	0.17577599	0.16027461	0.12090694
a31	0.03660805	0.038238924	0.03625892	0.03409161	0.039703876	0.030359946	0.064714946	0.29378733	0.18674526	0.1441816	0.095309556
a28	0.056105703	0.05472023	0.048460674	0.041005727	0.043951638	0.051279683	0.07182245	0.23818693	0.1516592	0.13927938	0.10352843
a20	0.035076812	0.035867058	0.034828793	0.034471907	0.039752476	0.030371485	0.055677656	0.29747507	0.1669797	0.1591133	0.11038565
a8	0.033765342	0.032574378	0.030128473	0.02832982	0.032372583	0.028092729	0.08121651	0.27874374	0.16904034	0.1585076	0.12722845
a23	0.039297007	0.040482096	0.03751763	0.03469302	0.040913414	0.031996842	0.06451282	0.29668856	0.17675783	0.14012863	0.097012185
a8	0.035538174	0.03640797	0.035234183	0.035206657	0.040585067	0.026682789	0.072304085	0.26858547	0.17326324	0.15852506	0.11766727
</S>	0.039481223	0.040634826	0.037535146	0.03555141	0.041611902	0.029861448	0.06727441	0.28582042	0.17419825	0.14315668	0.10487429
