 	che	consuma	poco	benzina	</S>
a31	0.4514254	0.08057784	0.2734409	0.12439704	0.070158824
a41	0.55891275	0.017982166	0.3405456	0.07067986	0.011879631
a31	0.52941644	0.012837296	0.39286298	0.052942023	0.0119412355
a28	0.5271872	0.016357232	0.3762006	0.05855464	0.02170035
a24	0.6648635	0.019289136	0.21613853	0.06542101	0.034287732
a31	0.7021041	0.025644204	0.14860055	0.076902024	0.046749055
a11	0.6152131	0.070008755	0.11981734	0.114243664	0.08071719
a31	0.36864576	0.116877265	0.17953153	0.18132435	0.15362108
a46	0.23503044	0.1833654	0.19469354	0.19783019	0.18908049
a31	0.17942591	0.20021339	0.20720692	0.20726925	0.20588453
</S>	0.19681144	0.19973233	0.20125218	0.20136829	0.20083573
