 	quest	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.05672167	0.08921562	0.08770466	0.099711776	0.12346804	0.1683774	0.2546951	0.12010578
a31	0.12472676	0.12371162	0.12330477	0.12454789	0.14032844	0.1280231	0.12397865	0.11137876
a37	0.08674448	0.14798665	0.11476305	0.12078629	0.18416002	0.16106766	0.1164296	0.06806227
a20	0.115632184	0.14376797	0.12578054	0.1256582	0.15557441	0.1461772	0.10903905	0.07837045
a31	0.116290405	0.13994916	0.13275878	0.13404973	0.1443235	0.14241932	0.12476412	0.065444976
a7	0.090249866	0.1399869	0.10645748	0.11908068	0.19646111	0.18936957	0.13052619	0.027868224
a10	0.09032078	0.14592218	0.11232824	0.12462859	0.18998165	0.18051076	0.12618697	0.030120894
a41	0.0935829	0.14245993	0.120809786	0.1348753	0.1687651	0.16748424	0.14716727	0.024855522
a37	0.10099834	0.14310677	0.1205188	0.13264807	0.17020355	0.16613469	0.14588195	0.02050784
a14	0.11389458	0.14499798	0.1254812	0.13256314	0.16527373	0.15957199	0.1353878	0.022829648
a31	0.11452675	0.14104263	0.12559913	0.13454042	0.15918334	0.15733078	0.14790474	0.019872198
a20	0.0751298	0.07741249	0.0396832	0.06848173	0.27739632	0.28380185	0.16588624	0.012208378
a31	0.08139234	0.08041917	0.050138596	0.073616534	0.28849244	0.27725163	0.13841559	0.010273718
a37	0.05554818	0.044745192	0.025535349	0.041467417	0.3563083	0.35149807	0.11162723	0.013270218
a7	0.05644232	0.04701032	0.029007899	0.04706632	0.38782012	0.3406759	0.077282146	0.014694933
a10	0.038789097	0.039176524	0.024834635	0.04108743	0.3723662	0.37533832	0.0838378	0.02457001
a7	0.022118963	0.03399484	0.023528215	0.03695782	0.37501714	0.41855988	0.0664613	0.023361892
a39	0.027564125	0.04583239	0.036202975	0.047235303	0.34162322	0.39627853	0.07302283	0.032240644
a10	0.030899707	0.054347098	0.040363032	0.046148796	0.34857708	0.37667277	0.070342444	0.032649
a32	0.035703875	0.060469322	0.045295354	0.04899572	0.34688658	0.34605396	0.07714595	0.03944925
a19	0.07339491	0.10087887	0.0856956	0.08653334	0.25935233	0.21688859	0.10037049	0.07688581
a31	0.062375918	0.09469082	0.08574064	0.08799513	0.25894526	0.21307857	0.11067354	0.08650015
</S>	0.07014895	0.09669229	0.093605496	0.096258074	0.21566428	0.21492326	0.11493898	0.0977687
