 	avete	fatto	già	le	verdure	</S>
a6	0.16636688	0.108692124	0.20709425	0.22160596	0.18075752	0.11548332
a46	0.13088007	0.22761078	0.20617348	0.2077935	0.16810173	0.059440386
a21	0.16780958	0.28489447	0.22507873	0.19428341	0.1012936	0.026640205
a20	0.1588697	0.2891984	0.2069476	0.18620571	0.123823345	0.03495516
a24	0.15902662	0.27908286	0.20432252	0.18218963	0.1409703	0.03440807
a31	0.13664609	0.2770569	0.18448113	0.18190403	0.17889486	0.041017022
a14	0.12000258	0.26019305	0.24297607	0.30953804	0.04692043	0.020369867
a41	0.13880917	0.29358995	0.2253325	0.24506636	0.07485937	0.022342617
a37	0.13269597	0.28206736	0.23797847	0.2701887	0.0573827	0.019686757
a31	0.14650068	0.27184904	0.24745104	0.26522285	0.05097725	0.01799914
a6	0.05020426	0.26276028	0.28929895	0.35909954	0.026127681	0.012509249
a46	0.086148515	0.32884502	0.24482065	0.27274343	0.052407246	0.015035032
a31	0.06900854	0.340998	0.21213442	0.30422693	0.050362196	0.0232699
a17	0.02649248	0.41506067	0.21163978	0.29677045	0.03138317	0.018653374
a20	0.053436913	0.39570284	0.20210475	0.28748167	0.042489097	0.018784821
a31	0.053751808	0.35405204	0.20618242	0.31001195	0.049534533	0.026467266
a17	0.026250388	0.42265525	0.22307463	0.2563231	0.041985493	0.029711196
a20	0.029295668	0.3974272	0.2095705	0.28585964	0.04666382	0.031183166
a31	0.03173667	0.35868722	0.23545149	0.27930817	0.0562552	0.038561266
a20	0.038475808	0.3898996	0.23053716	0.23171552	0.059494626	0.049877323
a17	0.045077506	0.38301194	0.20382474	0.21887532	0.07907545	0.07013497
a31	0.056784667	0.33398196	0.23021485	0.22674252	0.081976734	0.07029923
a23	0.07010557	0.3309096	0.21298742	0.21241848	0.08969575	0.08388321
a31	0.0850469	0.28258452	0.2079611	0.21069564	0.10970223	0.10400961
a8	0.096089855	0.28446066	0.18893845	0.19278988	0.120011866	0.1177093
a31	0.0972377	0.27568236	0.20153576	0.20149933	0.11427597	0.10976887
a28	0.107752055	0.24180578	0.18522556	0.1888959	0.1389405	0.13738029
a21	0.12679262	0.16403563	0.1842783	0.19372164	0.16629975	0.164872
a31	0.10213783	0.22598422	0.21423396	0.21935596	0.12393697	0.114351116
</S>	0.118503824	0.2439406	0.18128613	0.18226288	0.13758354	0.13642311
