 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.119680405	0.12375452	0.12277204	0.13131295	0.13578968	0.13882993	0.1526239	0.07523653
a31	0.114131525	0.1346983	0.17406763	0.13976207	0.13083969	0.13009323	0.1380984	0.038309176
a7	0.14952295	0.10588195	0.19471014	0.15995336	0.13644569	0.11810056	0.12404203	0.011343407
a46	0.15095629	0.12986252	0.16919638	0.15721549	0.14376228	0.120200984	0.110739276	0.01806675
a10	0.117978804	0.09876901	0.1769962	0.14221925	0.13448277	0.13608558	0.1873708	0.006097577
a14	0.11467619	0.11442521	0.16565089	0.15369168	0.13781214	0.1265978	0.18043025	0.0067158923
a31	0.09956062	0.10655927	0.14538932	0.14141767	0.12780328	0.13528414	0.2358974	0.008088339
a0	0.08444499	0.075439855	0.2474842	0.17182307	0.09608824	0.08997448	0.22378938	0.010955776
a20	0.101662636	0.07406935	0.25400332	0.17277464	0.08860223	0.0751808	0.22087376	0.012833238
a31	0.11120937	0.064061314	0.23235051	0.17294422	0.08964878	0.08400889	0.22250772	0.023269126
a10	0.08530011	0.07422271	0.30246678	0.15611403	0.08825641	0.08311712	0.16375285	0.046769936
a0	0.089251116	0.07517593	0.2799641	0.12774609	0.08527129	0.09645144	0.17577511	0.07036488
a18	0.09424209	0.07146074	0.29353753	0.13256726	0.094749294	0.10145669	0.14833814	0.06364823
a17	0.10573183	0.06505011	0.27356774	0.1378539	0.1015345	0.108782135	0.14654915	0.060930625
a8	0.123228185	0.0626092	0.287578	0.14335683	0.098911695	0.099990316	0.13002737	0.054298352
</S>	0.098131455	0.0784598	0.28992915	0.12214535	0.09908062	0.10612084	0.1318378	0.074295014
