 	il	vino	buono	deve	essere	invecchiato	</S>
o	0.92384082	0.0375948682	0.00663863774	0.006445669568	0.0019742107866	0.0034138358668	0.0200920164265
k	0.449159262	0.518915592	0.02188094226	0.00357014384384	0.000873108704183	0.000275444644786	0.00532557039143
r	0.242578002	0.4945918642	0.16495766626	0.02870622092	0.0133604293	0.006035012528	0.049770773752
a	0.3296983036	0.56055948	0.03616959264	0.020206902358	0.0105585728946	0.0127083740985	0.0300986837566
s	0.1108551482	0.78805656	0.0747864722	0.010485571314	0.0028794273312	0.00945283817946	0.003484107942
ì	0.0891494408	0.60826045	0.09185609958	0.0487934356	0.02417371016	0.00792997132	0.129836957134
k	0.05827039546	0.649987912	0.1129553178	0.1082757385	0.02378980034	0.00584384372	0.0408770908
a	0.1314384188	0.570636576	0.1300834298	0.10114105078	0.0078192398	0.00594442362	0.0529368194
l	0.01519920141	0.1438231854	0.71305322	0.0995556664	0.01173545088	0.008771143408	0.0078620502
ò	0.027373492014	0.097106272	0.3313433884	0.251568722	0.12071638	0.0438001278	0.128091760784
e	0.00776248758	0.0463755596	0.335050902	0.394023242	0.1052673688	0.022962973766	0.08855748792
n	0.00129641069444	0.00452287761	0.36553624	0.499607196	0.11105400004	0.00861742243	0.0093657321
a	0.0046278130306	0.01347276988	0.12567483806	0.385044714	0.201638273	0.0577919576	0.211749705944
è	0.0038380345306	0.00677944204	0.10271195426	0.413400816	0.409594786	0.04178758946	0.02188743802
n	0.00082013962576	0.001638245232	0.041027384166	0.622785626	0.275263962	0.038520045	0.019944713714
e	0.0066820272374	0.008949825374	0.0216060597	0.43868813	0.308941418	0.0697761986	0.14535634721
a	0.00406549374505	0.0039253404454	0.024260253474	0.08979021734	0.552149818	0.29206975168	0.0337392066
n	0.00028210065198	0.0013213830132	0.002621186406	0.04128577444	0.722975812	0.2104224832	0.02109120616
v	0.001279786552	0.002933399332	0.00257497143	0.04271520919	0.44591151	0.38937464	0.11521045782
e	0.0481676566167	0.010710392422	0.03927625852	0.02738619364	0.1490800248	0.363022388	0.36235687791
k	0.0062925539908	0.004482469804	0.003964047198	0.015242454768	0.1496695602	0.538322928	0.2820260834
k	0.0267946697019	0.00951850761838	0.010790416266	0.00944005924	0.1677750716	0.641841212	0.1338401435
i	0.0549661966876	0.0383798589616	0.01811966164	0.01196284448	0.0639978906	0.396537348	0.416036228924
à	0.0209687321098	0.0080670102674	0.003058253098	0.003814949212	0.0437020992	0.646573966	0.2738149668
t	0.000449597407345	0.00102325672001	0.00051012304801	0.005661307708	0.1926581079	0.609729006	0.18996859
o	0.00469251924723	0.00397124074425	0.00516627272603	0.011110593578	0.20650220406	0.631743258	0.136813846
</S>	0.00357390888498	0.00160279059412	0.0022732112354	0.00152615688	0.01056602416	0.4739111	0.506546768
