 	lo	posso	finire	di	scrivere	</S>
o	0.817054502	0.11718651	0.0099401395	0.004150546778	0.0059494033892	0.0457188222015
s	0.545552536	0.4237399928	0.0013169204368	0.0046178876898	0.000748786242036	0.0240239103832
ò	0.2005288484	0.621618698	0.01466027536	0.082940509134	0.02425415024	0.055997550404
z	0.03843772938	0.951372274	0.00419212558	0.001826254104	0.000383673594	0.0037880241496
o	0.2956235448	0.614087956	0.02830248162	0.0050758695156	0.005125212507	0.0517848672714
s	0.03821664958	0.531283274	0.3867009954	0.03891085708	0.001776451714	0.00311167858
p	0.036602606966	0.399347786	0.33303114	0.0729257152	0.0642861194	0.0938064844676
i	0.091686115486	0.2773474222	0.405598261	0.0707405314	0.035936027	0.118691691637
c	0.006099583628	0.0288274332	0.837276658	0.1040303808	0.008262849992	0.01550314008
c	0.029998448648	0.04193086452	0.647627356	0.053138283	0.1140465502	0.113258469014
è	0.058946856832	0.12838323512	0.651767424	0.02449896256	0.053295990524	0.0831075596361
t	0.04727822398	0.06486330152	0.664755168	0.06821752872	0.129189458506	0.025696348506
s	0.0176619724373	0.03640178584	0.68054347	0.069128536	0.09580375066	0.10046056206
i	0.0136104938	0.0288279446	0.395023386	0.119055074	0.1177919932	0.32569108902
à	0.00607155442167	0.001425165482	0.1438247502	0.741108872	0.05409985304	0.0534698514
t	0.000508192800536	0.007811989979	0.0564885608	0.8001507	0.10827887696	0.02676161994
s	0.00206977161289	0.003784813649	0.1358848888	0.482961408	0.246643066	0.128656003034
e	0.0023186565004	0.01430428488	0.0446798134	0.0816712588	0.419213928	0.437812017128
g	0.00201407167388	0.00066365799504	0.00570657936	0.3718876602	0.4028854532	0.2168425814
r	0.0242412544149	0.00796676827114	0.03834521746	0.1836664504	0.478782894	0.266997295367
à	0.00359312864422	0.0041605135708	0.0210954114	0.10129732766	0.479224342	0.390629343715
t	0.000958537091882	0.0124439363218	0.021205124908	0.24011368352	0.579510512	0.145768327
s	0.00211328807973	0.00453034751734	0.005705890152	0.030118511	0.734356612	0.223175372
i	0.00881284635807	0.025508139082	0.01428774962	0.01967701904	0.400424198	0.53129000312
</S>	0.000884582581656	0.00189557617324	0.0127829983876	0.01496054145	0.2307828114	0.738693584
