 	è	che	stanno	ancora	svegli	</S>
è	0.980248134	0.00978711996	0.00215413791	0.001159994664	0.000635354023	0.00601525048601
n	0.680314586	0.1474940654	0.018864563	0.01219953346	0.0089262334758	0.132201121561
a	0.3027414776	0.478580646	0.147873491	0.0231374261	0.006098939338	0.041568068052
s	0.12525393683	0.588526724	0.2687329782	0.01475806652	0.000374593314	0.0023536164078
t	0.021032545254	0.325130145	0.44188065	0.01886574204	0.013235127386	0.179855721212
a	0.076473088	0.550493992	0.2747241226	0.009769651234	0.035388684486	0.0531503510729
t	0.008791211734	0.1842513638	0.655747874	0.07266567564	0.01051011862	0.068033701646
ù	0.033800765498	0.19749711954	0.50704272	0.02822992196	0.03795895398	0.19547062702
n	0.0127734598	0.023492484	0.689756108	0.1937408454	0.00926221716	0.070974975
e	0.0221406137232	0.07327085083	0.705636234	0.1406249694	0.01432163808	0.04400568752
a	0.001336738048	0.007481735414	0.19691446	0.69085664	0.02136936726	0.0820411271
n	0.001374294635	0.0053354699354	0.03634771948	0.769670644	0.1217257182	0.0655461476
k	0.00384815608	0.014250869582	0.04299907276	0.4464698368	0.22122418054	0.271208024752
ò	0.06894233986	0.088321320556	0.20424525808	0.0730978728	0.01119775656	0.554195465514
r	0.0299733469	0.01542143086	0.2420271752	0.1986041332	0.03576514418	0.47820882
a	0.038270878268	0.039619349686	0.11623792616	0.737430048	0.0359201164	0.032521628
a	0.0149085177426	0.024670254511	0.02273040763	0.520222014	0.1536713718	0.2637974452
t	0.0022867548924	0.00575634100568	0.0047534359875	0.1320668166	0.749231092	0.1059055796
s	0.01576043136	0.016122271214	0.003553779144	0.12717758747	0.55569137006	0.2816947142
ù	0.020269132066	0.033826723958	0.03687934691	0.06119830652	0.378510392	0.46931621
n	0.001472507712	0.0023893066256	0.024935052466	0.035471506	0.666986414	0.2687453644
n	0.00334408980686	0.00895524965996	0.0129146458921	0.065332856	0.622236508	0.28721665
i	0.047210271	0.0908695063	0.08544229614	0.03014495	0.204814926	0.5415181296
t	0.00121562733254	0.00333519893543	0.0186201766033	0.029791131324	0.76763979	0.179398107
i	0.00842893613464	0.010392280881	0.0029686635146	0.054955261	0.210855596	0.7123992294
</S>	0.00513761275254	0.00915372800154	0.0276488546752	0.020290540226	0.199908926	0.73786034
