 	perché	aveva	lavorato	molto	</S>
j	0.898203038	0.02964412994	0.0073571835	0.0071453823994	0.0576503236894
a	0.953462392	0.02318496326	0.0132919503767	0.00383075598734	0.00622996532139
t	0.768704452	0.08201094492	0.0580930659766	0.047883569554	0.0433078487076
ì	0.375040802	0.3452649614	0.10713471348	0.07472729366	0.097832278794
ì	0.349213866	0.55361324	0.04404248288	0.025341018786	0.02778938224
c	0.19310335174	0.765659554	0.0309629871	0.0052066452118	0.005067362267
h	0.1736250164	0.669990584	0.0602862994	0.0170160468	0.079082121812
e	0.1183999036	0.695680256	0.10556574634	0.018682228972	0.061671887754
p	0.025761288654	0.1552464588	0.77874974	0.02194200752	0.0183005118
o	0.0302257011498	0.179029386	0.304801673	0.2624618756	0.223481339851
l	0.0206157177113	0.039255136	0.820567804	0.0902371757	0.029324101
e	0.019815185868	0.0980312872	0.532526302	0.23482192	0.114805270374
m	0.00232002477	0.01032034644	0.462487436	0.269241618	0.2556306116
ì	0.016375457471	0.0538143894	0.499748836	0.2800245794	0.150036664086
s	0.0032606023938	0.02788103056	0.537701182	0.2957539746	0.1354031683
o	0.0340619536929	0.04069864234	0.429134512	0.406473418	0.089631407
n	0.00069987475518	0.000617136155	0.04990424372	0.843956298	0.104822568
t	0.00739811180861	0.0095191845626	0.033461499	0.777330352	0.17229089059
a	0.0078809127616	0.0109123993	0.04153094522	0.65659162	0.283084001356
p	0.00044510883688	0.0004275615684	0.003930601432	0.832856358	0.1623403452
o	0.00712891703266	0.0053493713578	0.024529077696	0.747357284	0.215635412167
d	0.00037571706089	0.000351902761	0.002291344194	0.8251122	0.1718688516
d	0.00637690596412	0.00472495632492	0.010554710276	0.800129174	0.178214317234
h	0.0054485220452	0.00336265588	0.0216047972	0.677245444	0.29233864224
ì	0.004293046021	0.00197541347	0.01613450682	0.691080324	0.286516854378
</S>	0.00211936856216	0.00737183978278	0.0305702287864	0.639968586	0.319970067
