 	Valeria	legge	il	giornale	</S>
e	0.916608764	0.03870156324	0.005497654664	0.012964753514	0.026227320189
V	0.889262338	0.09638487206	0.0072328977472	0.00583927288324	0.001280493872
a	0.464386734	0.2079223096	0.01309695252	0.17704833462	0.137545605954
l	0.563735908	0.376970304	0.027632582284	0.01272793416	0.01893326578
è	0.324797762	0.339613812	0.0499590098	0.1570571724	0.12857231994
r	0.404927366	0.524458764	0.03722712176	0.0091328388606	0.02425394354
i	0.3076330526	0.47432601	0.079755112	0.06401064434	0.0742750391
a	0.01211624424	0.6768558564	0.2045862426	0.067017296571	0.039424352154
m	0.00434881347	0.5847162064	0.361759551	0.03727621224	0.01189911094
e	0.04101122324	0.43244224294	0.161277665	0.29071593164	0.07455301962
l	0.027870910944	0.360027675876	0.477235021	0.10830417548	0.02656224892
e	0.0386095470668	0.2506395152	0.271251321	0.31134243	0.12815724568
t	0.0130898168554	0.261455367388	0.44447336	0.20715016776	0.07383136566
à	0.0110492838705	0.10651653948	0.314885864	0.35782766	0.20972076734
o	0.0077969335786	0.135200567	0.41560473	0.28516992	0.1562278076
g	0.0026419248598	0.0434450798	0.5119852	0.338173316	0.1037545208
i	0.016609770298	0.042707591396	0.1031519728	0.5846913752	0.25283931784
o	0.051042757663	0.0928097311528	0.219263192	0.4328525554	0.204031716
r	0.00394573175732	0.026429173888	0.1769812742	0.540619416	0.2520244212
n	0.010493972575	0.159623844636	0.0638565706	0.443219892	0.32280573044
à	0.0301748551544	0.145760479908	0.05690301106	0.255271428	0.51189033844
l	0.00105530084031	0.0051628979668	0.14192177674	0.62220727	0.229652804
e	0.00466113701924	0.013313821876	0.02058460348	0.642577046	0.318863468
</S>	0.00719360868922	0.0369335982138	0.020265926908	0.0887622151	0.846844506
