 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.913421254	0.0471124872	0.000795609752	0.000586136928	0.00072156613	0.00111393434764	0.0005026059678	0.0016500871876	0.0195314462741	0.0145647888569
d	0.638354704	0.3288385646	0.0062444808492	0.00464872630126	0.00204576734863	0.00105805712824	0.000490518001736	0.00177469823387	0.00038009723765	0.0161643799305
r	0.3123306374	0.443698132	0.04060802255	0.02574545535	0.0769610412072	0.0122703817764	0.0269018914104	0.0073063450014	0.0210415304326	0.0331365665606
e	0.2139532232	0.54997204	0.04288160419	0.04607747891	0.02855935052	0.0360911617378	0.0177343754953	0.0140625933194	0.030418171128	0.0202499339932
f	0.1530806712	0.733658488	0.0578146216	0.03082559461	0.008163077404	0.0074729402	0.00146053027	0.0054907316334	0.00108930610414	0.0009440657492
f	0.0779397904	0.54588718	0.055281011848	0.0520298737	0.057603381928	0.0362660132892	0.023380570876	0.047124559916	0.016151409074	0.0883362618322
ò	0.0706091372	0.4397840842	0.038711760872	0.06251559754	0.063091743826	0.087762310966	0.03654388724	0.1120002111	0.040211482176	0.0487698661937
m	0.103490287372	0.523278498	0.110137238	0.10719200814	0.0477595104	0.0234487849	0.0109695838	0.00936265412	0.036488832956	0.02787269934
m	0.10932491468	0.611709268	0.0295253574	0.09433724848	0.0517742139	0.02420595446	0.013009420732	0.00294992432	0.0128578337852	0.05030580298
u	0.207525714	0.43363026	0.02632288212	0.0386304428	0.0909155268	0.01025508568	0.02701984196	0.00648947592	0.07232203452	0.08688869272
e	0.021568143714	0.0212729824	0.330724358	0.250935309	0.1829820506	0.14838032272	0.0133463377	0.01442378139	0.0064542188772	0.009912594778
m	0.0011805341958	0.003369000828	0.2499162832	0.2407140344	0.256080158	0.16905264084	0.0412429833	0.0102010794	0.0023324005332	0.025910945288
o	0.0163531078176	0.04200742718	0.0206466882	0.2142176046	0.350330046	0.181561131436	0.05579170426	0.00967864232	0.04650666896	0.062907144156
m	0.000674120081	0.00206946215	0.0631288156	0.2992217332	0.322705376	0.2707530556	0.0235423894	0.00944057588	0.00104862138	0.007415754186
a	0.0249448189622	0.09257476177	0.01231031674	0.1180542712	0.245409808	0.26743469438	0.0892700506	0.02219868388	0.05303215782	0.074770359796
i	0.00106307544528	0.002200708526	0.01893152088	0.16618687514	0.201054586	0.449811328	0.096359791	0.0379549746	0.0028005619	0.023636568326
g	0.00047624625624	0.0015043835028	0.0137423192	0.0707317199	0.1350732268	0.386494876	0.2899165246	0.0682172874	0.007438329828	0.02640497248
r	0.011518444764	0.03269268764	0.007882672428	0.04523792136	0.1879845524	0.278616266	0.2174445608	0.0550791058	0.045906501	0.1176373597
a	0.0104104202399	0.02606642901	0.013569488472	0.044322424732	0.0560588094	0.1109445922	0.260856932	0.0397273418	0.1402079122	0.2978356766
m	0.0013970534838	0.002125999282	0.0050255664732	0.012805824608	0.03227192426	0.17588424	0.369154764	0.1536289906	0.0762333452	0.1714723558
m	0.0127501446839	0.00565460539254	0.003967057088	0.012686691252	0.03533863532	0.1121692104	0.5446911228	0.106681258	0.076110493	0.089950903658
è	0.0718698727063	0.0049746784175	0.00941749578	0.0240863910784	0.054257494	0.0960428072	0.310796562	0.0376589814	0.064748318	0.326147305964
n	0.139564028867	0.0324907572309	0.016417311285	0.0070975141932	0.01790665806	0.09252914526	0.230172027	0.1235049396	0.29947540334	0.0408422022
a	0.097681575038	0.0368983985626	0.024929132016	0.0211161554	0.0205867101	0.0700517824	0.2696938066	0.16964945828	0.16903917234	0.1203539284
a	0.0109275038405	0.00320799609068	0.002524013068	0.0068011832588	0.008546058396	0.08204926786	0.1024433566	0.631188942	0.0537171094	0.0985944344
n	0.000549528626746	0.002175188925	0.0019503892606	0.00407753755364	0.005700186558	0.01143826382	0.0917081568	0.629190044	0.14481054054	0.1084002297
g	0.0028562158736	0.004385080568	0.00158672496126	0.00346139064364	0.01180030234	0.017440780834	0.0951345792	0.3146119566	0.340881496	0.20784166778
r	0.013527688956	0.0037347385744	0.0015238188711	0.0037771340698	0.004637138606	0.02174099803	0.01552353906	0.085448052	0.444203884	0.4058830443
à	0.0109856955011	0.0105227616031	0.0028520293908	0.00526253782654	0.0076781224	0.0111069777	0.013395044	0.031091988	0.483483	0.42362173792
m	0.000806345185099	0.00313861748338	0.00662246038589	0.00535319032073	0.0171909932654	0.0682666526424	0.059778517654	0.11398721	0.519702927	0.2051531332
m	0.00431592420351	0.00633186240463	0.00520924616986	0.00761924611849	0.005347097896	0.005928473032	0.05477976506	0.1476361764	0.540144256	0.2226880178
a	0.0224904400162	0.0120581067448	0.0123971249584	0.0125233110574	0.012010193936	0.01222109294	0.02411705278	0.029102006	0.555822182	0.30725868644
</S>	0.005875511674	0.0039151008492	0.00272552228968	0.00398898125285	0.0079594979683	0.0220817141748	0.023068586958	0.0683414842	0.291905868	0.570137794
