 	qui	dentro	vuole	un	tappeto	</S>
e	0.62510122	0.1938233798	0.0039415096	0.0192918127228	0.0134134416878	0.144428609823
t	0.97066747	0.02395590176	0.0040322960064	0.00057351158192	0.00018014659263	0.000590745855
t	0.695215748	0.0914041212	0.0508426862	0.03696167152	0.015854524478	0.109721241506
ù	0.92938256	0.051181102	0.00292590078	0.0089120356766	0.00280542324256	0.00479294588536
m	0.0613912046	0.88664686	0.02819181	0.00672542444	0.002246600522	0.01479819176
è	0.1815203734	0.682765102	0.10617253406	0.00684676884	0.001315722318	0.02137941429
s	0.01189333526	0.856475854	0.117815328	0.007360851	0.00163854924	0.004816168792
a	0.0367040317	0.41578398	0.4158971288	0.0672898042	0.01785973816	0.04646540043
t	0.036218880698	0.1157477632	0.718217284	0.11300597	0.006669684366	0.01014049444
è	0.0140913904762	0.0356289038	0.6307360056	0.1606546676	0.064771222	0.094117776882
l	0.00081966510464	0.0465949826	0.852841024	0.0793552888	0.0092069934	0.01118194422
i	0.0147799308402	0.03182678426	0.691000626	0.12209946	0.049415052	0.09087810778
è	0.0035071963812	0.001419228594	0.1534808524	0.652405036	0.1495949808	0.0395926533
n	0.000942778384801	0.005583115445	0.075430294	0.81849214	0.082098613	0.01745316086
a	0.00198153425552	0.00331143572	0.0626243288	0.638313778	0.1994810932	0.0942878258
t	0.00703773420618	0.0006603860764	0.00638438736	0.4463118668	0.4513489608	0.08825658674
a	0.00222733789491	0.0010569652674	0.00431957566	0.1274811204	0.745322876	0.119592105226
p	0.0135161287128	0.00144178314202	0.008623418035	0.046762341	0.841499268	0.0881571432
p	0.00860512795737	0.0028387028442	0.004832745028	0.037302258	0.739406288	0.2070148231
è	0.063226307086	0.0118977297924	0.0184140449745	0.08124559954	0.62366758	0.201548767964
t	0.0794668079946	0.0195147018936	0.020945181906	0.1076061625	0.510681548	0.2617855352
o	0.0427521787625	0.0435436109432	0.031431148352	0.06539814348	0.566762626	0.25011222124
</S>	0.0287745656668	0.00395224766308	0.0131440110086	0.026318364952	0.324263672	0.603547184
