 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.88917303	0.05473794732	0.0012520763	0.000625351448	0.00374199045	0.0026817371986	0.002016131426	0.0142255647958	0.0315461113109
a	0.809839344	0.123384534	0.039358677472	0.0010491351424	0.0043222459466	0.00412882557027	0.00207112843808	0.00266849705534	0.013177628059
ì	0.244878588	0.70316089	0.02636907938	0.00984097194	0.0058796204346	0.00310823581583	0.00105643084726	0.00304695759883	0.00265924846432
s	0.01254542116	0.817289696	0.0230706376	0.01016236648	0.0153376947	0.0080783828034	0.020568990563	0.041534887795	0.051411804732
s	0.079999972834	0.720517454	0.054409166512	0.0137935722374	0.028071056326	0.0108697507813	0.0119366686768	0.01161656671	0.0687856515514
e	0.0702457132	0.516432516	0.0771226782	0.020130674066	0.0648323802	0.0514221308208	0.0294092373	0.04520090152	0.125203926833
r	0.01277006386	0.4599467928	0.4595209496	0.04983681948	0.00862500814	0.003454521408	0.00193336842	0.002618007508	0.0012945103288
e	0.02521004968	0.1658646458	0.401368776	0.08486714276	0.0921947026	0.021909283724	0.048798442128	0.0519646238	0.107822349082
k	0.0034568817588	0.0525508266	0.71358484	0.17768815	0.0281043352	0.011678751612	0.00509354362	0.0045956354	0.00324706735
a	0.0326368635732	0.03518850906	0.548253858	0.13423325214	0.103023339	0.033780533164	0.015648178464	0.01840130462	0.0788342998586
e	0.0017973603366	0.0105681589	0.381528964	0.47400902	0.0870300116	0.02919938396	0.007537625166	0.004408319402	0.003921178988
s	0.0019447599054	0.005550627508	0.0820831818	0.387748042	0.38803468	0.03087585572	0.08577752882	0.00590170579	0.01208342944
ò	0.0127428360992	0.007008399532	0.08992242052	0.0631884124	0.551928104	0.11292415026	0.057797512	0.0329670838	0.071521074942
z	0.00019919651066	0.0082090737483	0.0211718375	0.1246167862	0.727963538	0.0822863098	0.0186351104	0.00895575454	0.007962314394
i	0.00513684135763	0.0209681426565	0.03656396938	0.06751203612	0.593220274	0.15290783886	0.0236117268	0.0462774516	0.053801736344
k	0.00121131082856	0.0023483324718	0.00539515234	0.10833808492	0.153695015	0.312821688	0.359226116	0.02080192768	0.03616223748
à	0.0238086219119	0.0172970404525	0.02462026862	0.02446750212	0.298242288	0.1876605114	0.1623035628	0.1869322254	0.07466801969
i	0.00213431387296	0.0094576106728	0.00473101266	0.02346135246	0.310749308	0.307543933	0.195185898	0.1140567572	0.03267979954
o	0.00130571192133	0.00175745936288	0.0014086843016	0.00580390192	0.0156480985	0.10346451272	0.63710803	0.0737532544	0.15975045928
b	0.000585561089711	0.001776312646	0.0007738577142	0.003004052884	0.007477052	0.09756157423	0.726507354	0.1337556968	0.02855867918
à	0.0128961740629	0.0058541230061	0.0035855417788	0.0026684557624	0.03564344556	0.04346152445	0.4877745302	0.2800106	0.128105453458
g	0.000950219243599	0.0198092822688	0.00053768105806	0.0017111242356	0.029886020654	0.0316154066	0.06163412294	0.747462974	0.10639316796
n	0.00405384182467	0.0183315943488	0.0020906792474	0.0021117840262	0.00738501516	0.0107934633	0.0799813886	0.747635598	0.12761657856
o	0.0201973598052	0.0216615234842	0.020129901186	0.01885552156	0.03330438	0.0356516466	0.0627976062	0.402516954	0.3848851838
</S>	0.00454597922032	0.0018085348709	0.00119681844679	0.0021769338426	0.003590701737	0.016908326086	0.05216311872	0.2513292448	0.666280392
