 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.93069962	0.0335981682	0.001039649344	0.002012088614	0.0118373497286	0.00297483066472	0.0045847870328	0.0017587951498	0.0010481186932	0.0104465134099
p	0.761461192	0.20184765	0.012043109824	0.00490295312	0.00385868081066	0.0052290927422	0.000486558898138	0.000382950334266	0.000227001262028	0.00956077663736
è	0.151936889	0.37903025	0.117050239	0.14401614229	0.0458492694	0.0728124951709	0.005435180412	0.01868198928	0.00308916502966	0.0620982376
n	0.190550516	0.755387028	0.03285208558	0.002853019092	0.005688265258	0.005090904538	0.0021769699096	0.00171193938774	0.000992900887928	0.0026964152759
s	0.1411859152	0.722615394	0.07310669026	0.00896190814	0.003201659924	0.0012368919938	0.0003354340732	0.000706150798	0.0005089752162	0.0481408950781
e	0.06502909	0.552051094	0.1437873796	0.01437303314	0.0840633197	0.00983986442	0.021283870226	0.01253925246	0.0236869212716	0.073346220684
t	0.002475983488	0.438339014	0.455270408	0.089697154	0.006534444472	0.002345174886	0.00111479709048	0.002004170082	0.00126475625081	0.00095420220282
s	0.0078052154	0.2700122084	0.473527452	0.06227184	0.0561327488	0.011091754156	0.00389558046	0.01357660772	0.006433733674	0.0952527887219
e	0.0295825428	0.370778724	0.28652215	0.12717726408	0.0435146724	0.0425762312008	0.02311589892	0.0310813072	0.01546628892	0.0301848722574
k	0.0024219615016	0.0828442312	0.512316612	0.319037294	0.0340134015	0.02421470896	0.007090634402	0.007671623792	0.00416627800608	0.0062232877763
a	0.010029652797	0.0599050578	0.50765291	0.2185339822	0.0870425084	0.02367611692	0.00760250648	0.0114171082	0.006449670472	0.0676905418106
o	0.0034669579882	0.02710924158	0.176632968	0.631695836	0.0794785004	0.04657692612	0.01281375868	0.00904942232	0.00486540074474	0.008310986544
l	0.00113267927672	0.011113172956	0.0346945594	0.577072792	0.2372332493	0.082245874	0.009678113586	0.019811712344	0.00865241558118	0.018365448056
à	0.0048965722	0.011436882734	0.04562737258	0.141054919	0.677688882	0.0402132816	0.02226052854	0.0299760658	0.00674443072	0.020101084484
d	0.00058258439244	0.003528006953	0.01468975018	0.0921555148	0.672216108	0.1422196698	0.03483857306	0.02188586952	0.0068467529848	0.011037161996
r	0.002775290048	0.00574018292	0.01806852988	0.0483330266	0.68631064	0.0832451702	0.0621700936	0.02312429588	0.01513955898	0.055093232272
o	0.00620145474	0.0156276452	0.05491034314	0.0926613654	0.3548416954	0.1522253926	0.1507138922	0.0466655843	0.0218462926	0.10430628483
m	0.00152374466974	0.0053768246432	0.001998934568	0.0224305635	0.0368076526	0.520632708	0.135674996	0.154368642	0.053125009604	0.0680609696
b	0.00475412601884	0.0115521967344	0.01080171392	0.01515271426	0.2373192548	0.14583481524	0.3844451328	0.0549001886	0.031864092668	0.103375734847
ì	0.013663293337	0.031427384902	0.01696697276	0.04778308934	0.115011814	0.1254997666	0.3951635174	0.0306022752	0.0315273055	0.192354689141
k	0.0133888004751	0.0337480935272	0.00272110468	0.01510672142	0.0578745658	0.1721389042	0.3238967966	0.281338822	0.07635225706	0.0234340025
e	0.0142774416081	0.00602042999534	0.0035489856	0.0057333244	0.07359667138	0.08969080424	0.496355476	0.1396025004	0.083911993	0.087262331556
à	0.00403142517169	0.0092248978672	0.0018750849614	0.0026608974964	0.000721565382	0.0434187692	0.08637333124	0.719501894	0.0850391496	0.04715301994
t	0.000416554739816	0.00136303182565	0.000376238207216	0.0008471877628	0.011324974186	0.03996530474	0.0228551535	0.774037206	0.1144615092	0.03435281888
t	0.00140161364429	0.00214169828818	0.00100268873892	0.00082119756	0.00919501464	0.0213459194	0.07624276506	0.472319764	0.270148546	0.1453807628
i	0.00457260187868	0.0132230685487	0.000797213812	0.00182823122	0.00505471638	0.01641837464	0.054834294	0.2336786418	0.281367628	0.388225060882
f	0.00160178312133	0.0082828371312	0.000989674877628	0.00105006894269	0.0003593491944	0.007312229964	0.006774909492	0.311949058	0.393114641	0.268565386
i	0.00380944074855	0.00532386532087	0.0049329328794	0.001820555958	0.00759983788	0.0086508999	0.0346764772	0.1838694346	0.49040581	0.258910769826
n	0.00181902850365	0.0105914665365	0.00105193402953	0.00129387845311	0.0003445376842	0.006672786414	0.0033071638036	0.2164611448	0.56147384	0.19698409
è	0.00159754809276	0.00293526743248	0.00236870621917	0.00080248964168	0.005952632124	0.0012286763012	0.006042975294	0.1531086008	0.62969823	0.196264924
s	0.000416431824334	0.000699221991776	0.000229590822449	0.000535483646466	0.0011014891072	0.00208211975	0.002663310506	0.102521007	0.75141636	0.13833506
t	0.00248447458655	0.00220776103728	0.00187319917186	0.00042865910712	0.0017142779588	0.002871267238	0.0068667807788	0.07394594249	0.760350564	0.1472571294
r	0.00174702586392	0.00295800615594	0.000683000458	0.0005841990984	0.002295931388	0.006804541368	0.02069028742	0.04577831436	0.502861508	0.41559715312
a	0.00260958921426	0.00598440407088	0.00222311848679	0.0022191386154	0.009824770614	0.004736029932	0.00600301596	0.03362868978	0.56604139	0.36672992999
</S>	0.00176791116317	0.00480617630276	0.00128864438243	0.0013152544453	0.00028367069886	0.0009313628352	0.000983205915	0.00963250612	0.346736716	0.632254594
