 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.70727167526	0.00212741804	0.150535552596	0.053591761878	0.024775479222	0.0616980941922
c	0.7983616202	0.0022852464792	0.177997171189	0.012096550758	0.005767334954	0.003492003386
h	0.704232152491	0.0594949670144	0.18840728716	0.01848841344	0.01006612958	0.01931109722
a	0.6943649346	0.04675739428	0.124904460626	0.0684440886852	0.049566055376	0.01596314206
n	0.297528559788	0.47969525116	0.169846585252	0.031739971659	0.015843850312	0.00534580687
a	0.35938263186	0.3227664212	0.07619896844	0.06408092928	0.12977370264	0.04779747302
v	0.311450336346	0.3889050024	0.17232294743	0.08400231648	0.02089385316	0.0224254562
o	0.05527936317	0.3369274174	0.342336748	0.13034501152	0.07771001092	0.05740151372
r	0.144729186352	0.2650821028	0.39824906	0.0871503534	0.0442086542	0.0605808396
à	0.2489051858	0.31821645434	0.170790055	0.1687358429	0.03602983768	0.05732247047
s	0.053408189252	0.1891754209	0.3726376974	0.2819311396	0.0405662648	0.0622812874
o	0.07295667218	0.2568557095	0.369585084	0.13352736	0.1028730538	0.0642020508
t	0.0721128591404	0.13223652576	0.3698057662	0.2502152192	0.051095021	0.1245347302
s	0.0281065441108	0.06356413236	0.335135222	0.320083104	0.0868737522	0.166237222682
o	0.007736808044	0.11726121826	0.4408550192	0.24239040614	0.07867207306	0.11308443722
m	0.041654695894	0.028287696498	0.12870760448	0.25569494	0.1865606616	0.35909447
ì	0.008840693308	0.012891755834	0.2134844092	0.553651092	0.1246620524	0.0864700806
k	0.0267230493136	0.006805005662	0.0054558761	0.435774906	0.30710253	0.2181387168
u	0.0913957300115	0.039810636978	0.02371077578	0.443095374	0.3211824132	0.0808050028
à	0.0025177029	0.0051721565086	0.0178531325412	0.2174646631	0.4664011058	0.290591152
i	0.00194847376942	0.00080591570368	0.0046025164642	0.1337298025	0.69877598	0.1601373204
m	0.00144472788372	0.000452577664	0.0016116150308	0.0589674106	0.696752634	0.2407711668
è	0.00306005025746	0.0014656331532	0.012542082897	0.0581895962	0.72081429	0.2039283488
r	0.0047418072764	0.002324460512	0.0020395932173	0.07781360004	0.699282472	0.213798087
i	0.00156986670332	0.0011052267536	0.0093817907742	0.02426409316	0.802372746	0.161306263
</S>	0.0039621981689	0.000258275142	0.00124752609239	0.0036445373308	0.091217609	0.899669888
