 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.74557545	0.07518900488	0.13017501194	0.00248623194	0.003129352256	0.004822474234	0.0024219578734	0.0028248773138	0.002030733182	0.00132623754	0.0007455173632	0.0019237901064	0.0273493874171
n	0.5386979664	0.213098087	0.0452373002	0.008909566072	0.004967688114	0.003126492364	0.01630097873	0.0031623672856	0.0004614088608	0.00141150545362	0.000573690143213	0.00628464296346	0.157768285068
ì	0.01965551613	0.436982606	0.425083144	0.0451581056	0.0276959015	0.01100518991	0.008357257631	0.003281537664	0.001885587152	0.001455632632	0.0010076584372	0.002294928098	0.0161368989384
c	0.01172371285	0.5791274352	0.352738258	0.01670641167	0.002458444412	0.002223200358	0.0040937950764	0.005573031352	0.007706203782	0.006716120188	0.0011830491528	0.0005684662644	0.0091818338434
h	0.05866417938	0.4736532014	0.27955113	0.05139437334	0.028296295834	0.007225379642	0.0042855404252	0.004851202604	0.0031689609764	0.00376990384006	0.00161805430356	0.0022265216308	0.081295216706
a	0.05835912756	0.4359190306	0.363523006	0.07358137734	0.012773890534	0.0067950582	0.00682192082	0.0076549541012	0.0046518546402	0.0077427777664	0.0054471669894	0.002252135602	0.01447786572
n	0.003331680586	0.2444530834	0.462353712	0.1528796564	0.10967244308	0.01039010532	0.00719412466	0.002505131484	0.00149880307014	0.00374544254664	0.00063451432556	0.000285294518	0.001055890977
d	0.00156115603	0.1104225652	0.485262644	0.2079425098	0.1302719752	0.01427437428	0.007012451958	0.0042468373	0.0066739036912	0.003318838886	0.0033777338346	0.0023805406452	0.0232543686893
ì	0.01550892424	0.142904938	0.3013103138	0.1593313966	0.1600331914	0.04844471606	0.034603064754	0.0233299371	0.02081997432	0.0234893466422	0.0140558552786	0.02806905754	0.0280992002412
s	0.0028917130346	0.06581054152	0.271689902534	0.30285658972	0.29969438	0.0207470636	0.0142476007	0.001969035728	0.01117215988	0.00408431766	0.000602509172	0.001106008614	0.00312807461
o	0.0101417177142	0.0766259703	0.3130214402	0.2330126278	0.235388696	0.0238404878	0.03291719868	0.00913044366	0.02127124542	0.012515107332	0.006149438198	0.0081636637	0.0178218369
n	0.00027604918676	0.0055551790484	0.058060619874	0.1755226772	0.582011868	0.1363702956	0.0265894994	0.00953587222	0.0023440884272	0.0026827743828	0.000211441534	0.0003505331728	0.000489212218
t	0.00116319555053	0.0139256043284	0.13610516286	0.235364749	0.439333904	0.0719954428	0.02387093478	0.01152560472	0.01098579406	0.00889899681	0.004886136354	0.007304106004	0.0346404135396
a	0.0025812590046	0.0219451427	0.0853369734	0.2382739506	0.348198312	0.09595012134	0.04123119278	0.0435104464	0.01386105546	0.02372832872	0.0090067145	0.0218192765	0.0545572797
i	0.00019432911056	0.0011563018113	0.0044629545539	0.100853014612	0.555258656	0.271469696	0.0380050874	0.0141952925	0.003042527377	0.005296627872	0.0008006708346	0.001814350862	0.00345057076
k	9.557992181e-05	0.0006807117608	0.0006879053266	0.024882148538	0.29985585	0.381019872	0.232888909	0.03903087466	0.00507212276332	0.0073964057994	0.00071005122518	0.0026199859254	0.005059545978
i	0.0014532113382	0.0090476539642	0.043411233864	0.09942285548	0.335773212	0.298797782	0.062155601	0.0364531991	0.01651772632	0.0245174819	0.00775166304	0.023860345188	0.04083818384
a	9.879341864e-05	0.0005682837132	0.00088949020614	0.066173349197	0.1660450228	0.500786678	0.191533264	0.0499352416	0.012628542962	0.0030627780734	0.0009586114939	0.002146786406	0.005173222744
t	0.000102183670618	0.000489032971204	0.000319358290206	0.0126215370174	0.10236734104	0.404409244	0.355954067	0.0906821232	0.0150723501586	0.0082141040784	0.00147289336672	0.00406812166	0.004227559672
è	0.0025077412338	0.006258618423	0.0327186588656	0.041142830764	0.1153787	0.2696270058	0.1230829404	0.151345126	0.1034744194	0.0138055786	0.02211990834	0.05207176768	0.06646666409
r	0.00019743643527	0.0023387082689	0.0015547532328	0.02077228917	0.04624114354	0.229919592	0.3044232738	0.0829623008	0.24827188972	0.01981495916	0.01301628245	0.0076134345872	0.022874043048
a	0.00363535246744	0.00460201735924	0.0069865124646	0.030969128142	0.07218905832	0.2332062768	0.29495155	0.09738064806	0.0909259154	0.02195203866	0.00824102916	0.05411425316	0.0808462708
m	7.17653585932e-05	9.0620458808e-05	7.802761246e-05	0.0122159600157	0.040145577094	0.1221103768	0.353453054	0.3483121846	0.0542605302	0.0513759313	0.00612914774	0.005034375	0.00672246776
u	0.00271950083976	0.00467244554894	0.00551146113689	0.021962964964	0.066740674783	0.1192940054	0.145391998	0.235654859	0.1641294908	0.092565861	0.04515174468	0.06329258126	0.03291217272
t	8.9526939128e-05	0.000260229730048	0.000190848317732	0.00705540266247	0.024250375806	0.0726009493	0.238325212	0.3958283388	0.1422895772	0.0831929848	0.01037287612	0.00520891442	0.02033466424
i	0.00330065525921	0.00504009389268	0.00786879522625	0.00881815365486	0.0310242832948	0.04491936188	0.0559920862	0.2365059872	0.340750174	0.0848597566	0.052251408	0.0535188458	0.07515032794
n	6.01450119691e-05	0.000257064889324	0.000281740406142	0.00264346081054	0.012597266574	0.033831071812	0.1548263936	0.3415935648	0.211383644	0.1592230972	0.033539152	0.0118813264	0.03788193658
ì	0.00158652038914	0.00443599615216	0.00692085580312	0.00642629299142	0.021651435651	0.032253913352	0.0337325074	0.14951001	0.444016134	0.1092871468	0.0747205562	0.0616913026	0.053767306696
c	0.000248617025868	0.00239279999032	0.000880846991041	0.00185932016484	0.0026401111482	0.0152425166	0.04201553838	0.0510883438	0.523117796	0.23822482634	0.0364854984	0.028111682168	0.05769217194
h	0.00211858475903	0.00588903724932	0.00203603519554	0.0060428430252	0.019288164296	0.02281850746	0.1157027716	0.10840362326	0.397351786	0.1458349812	0.02495291066	0.08353660389	0.0660241786832
a	0.0036332966656	0.0039227181348	0.0036289632944	0.010858463768	0.0128627822	0.02352761648	0.073564385	0.0579319324	0.496771694	0.11182621952	0.0357653792	0.1040715184	0.061634902244
p	0.000149778238829	0.00044927274618	0.000391832801628	0.00386542567381	0.005953315236	0.0118672201494	0.08665948919	0.0745853232	0.23305384188	0.378485994	0.136616735	0.01629635024	0.051625358
à	0.008059032786	0.00419878798822	0.00399598739124	0.0062790393527	0.0212408457342	0.032749277444	0.04785488118	0.0407897236	0.2046134396	0.2116893924	0.208287047	0.1387984014	0.0714443546592
r	0.000327673997625	0.00086304682872	0.000600218321036	0.00119050259019	0.0017386234162	0.015345482666	0.031835390808	0.02268485296	0.3258883696	0.3361097744	0.1606339452	0.046414591	0.05636750964
o	0.0232846709831	0.00647404869016	0.00370701680397	0.00583417913338	0.00692517375984	0.0127728518912	0.043433871382	0.028017020246	0.15777310514	0.3368241734	0.1568218064	0.1229971568	0.09513504884
n	7.05031951226e-05	0.000197889105701	0.000166302397205	0.000753010705743	0.00185439511716	0.0027791290671	0.032625960884	0.02570085761	0.01928228554	0.236599696	0.380041352	0.1871552328	0.1127733806
t	0.00225968382483	0.00233473802872	0.00308578057198	0.00205542633187	0.00882364674524	0.0127331857543	0.024461175168	0.02427232992	0.1775059008	0.2492290676	0.2093370006	0.1923651986	0.091536920546
a	0.000531260039984	0.00140661938624	0.00249455427002	0.0029903546548	0.0057738834784	0.00313693208	0.01806737826	0.0404005805	0.0841609336	0.107053505	0.29294076	0.1529039342	0.288139188096
