 	non	ha	mangiato	mai	un	rustico	</S>
e	0.816902056	0.04659416986	0.00628587882	0.00347408362968	0.0125336696994	0.010457398874	0.10375271784
n	0.564434216	0.2571062836	0.02078334946	0.006125773102	0.00664236461762	0.0132125497489	0.1316954263
è	0.04919469358	0.659302362	0.2028107038	0.034760249966	0.01385417636	0.01713430828	0.022943400502
c	0.0378889518	0.8729293	0.0471578484	0.00724663704	0.009994468246	0.002081409304	0.022701468518
h	0.0498124646	0.678208572	0.176660338	0.01369826914	0.011106138932	0.00320427848	0.06730998654
i	0.0517516974	0.486722386	0.291172749	0.02757100456	0.05290593482	0.022398281626	0.0674779708
f	0.00431961769	0.101619624	0.697466772	0.14923631708	0.019303500596	0.002743497166	0.02531061192
a	0.051278811528	0.04810886728	0.521878396	0.1599198571	0.0794147516	0.085008985	0.054390167002
m	0.0017832009914	0.012542950636	0.1988149568	0.679862978	0.0776359036	0.00971646026	0.0196435966
è	0.017904429356	0.038916499212	0.246003686	0.376965937	0.1537197718	0.1164471828	0.05004254836
n	0.0071394591246	0.0102066557	0.2322672796	0.417377864	0.198917026	0.00971103986	0.1243808316
a	0.0550301522035	0.078972507914	0.160379401	0.298493154	0.3365893894	0.02563809132	0.044897384
m	0.00116728160934	0.0028758437712	0.01252770992	0.380313506	0.517473486	0.036213268	0.04942892716
à	0.00964762905824	0.0236395370018	0.05870813356	0.1664380832	0.415150652	0.230325148	0.096090784974
i	0.00223550509225	0.0042544113488	0.04946398064	0.073871938	0.617642128	0.065000701908	0.1875314336
è	0.00120334544898	0.00392084561512	0.006947243396	0.0370381408	0.470833406	0.378132156	0.1019249
n	0.00123741455786	0.0040135716658	0.009111950648	0.0159359454	0.52718931	0.3488723528	0.0936395204
a	0.00348470441695	0.00744765355159	0.012522797398	0.01876147786	0.45938587	0.365607207	0.1327902708
n	0.0004858245464	0.0009706599466	0.00155248968	0.0051855011	0.18554288852	0.595765756	0.210496878
r	0.00319250246835	0.00746831295616	0.0067332959146	0.006102171348	0.0527552784	0.50399904	0.4197493113
ù	0.0045610206528	0.0170164343732	0.00816646982	0.00331846642	0.0189322574	0.70638376	0.241621673676
s	0.00102002492754	0.0040311020872	0.005143789898	0.018316761894	0.0829676512	0.65055482	0.237965908
t	0.00248791595269	0.00485949190473	0.009970691244	0.00740931066	0.0494626492	0.550243148	0.3755667836
i	0.0045176694313	0.0123908681704	0.0225667549328	0.0058016274392	0.01481884439	0.35350257	0.5864016558
k	0.00129925127294	0.00196595608998	0.00273730422206	0.0033629018426	0.003984693336	0.578302192	0.40834774
o	0.00910866202276	0.0368065995422	0.020481460466	0.00434160726	0.01130655044	0.437587598	0.48036765658
</S>	0.00226606996544	0.00294457826668	0.00386852682834	0.0059613626712	0.005094469524	0.3504954834	0.629369448
