 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.903715838	0.05712532994	0.00843514068	0.0024013796188	0.0019924314016	0.0044476365372	0.000855094418	0.0210271261245
u	0.7704959728	0.0458370086	0.0900133558222	0.00771996137466	0.0246903426207	0.0021114257926	0.0198910242974	0.0392408512681
à	0.566310144	0.404054762	0.0236688148856	0.00266529343	0.0005216699526	0.0002974154179	0.00010623403804	0.0023757848044
i	0.13137576966	0.692295626	0.0861134918	0.01233151174	0.00912940141	0.0083098939794	0.0200896903472	0.040354656092
m	0.01451326984	0.72608726	0.2225521404	0.0238865688	0.00318821004	0.001489453056	0.0011539070232	0.007129159442
è	0.06260427228	0.42435415	0.317543916	0.03483170242	0.03648117314	0.009117519476	0.0196814632392	0.0953857757654
r	0.03053573636	0.380106604	0.491159514	0.06646823168	0.014699495086	0.00891821598	0.001519164359	0.00659302874
i	0.021652879386	0.1794288256	0.689418372	0.02588587673	0.01232129318	0.024471957522	0.0151540614402	0.0316666050836
n	0.0019021143294	0.11212799212	0.499470434	0.3383927248	0.028280493	0.00950052686	0.0052696577984	0.005056192336
g	0.008106936756	0.01052614956	0.676978592	0.208751088	0.0413873538	0.00856639096	0.00881493015	0.036868660594
h	0.026608772952	0.04880212308	0.595071396	0.08440782674	0.0586741817	0.01610640475	0.04263290808	0.127696415842
ì	0.029696635446	0.03709915076	0.55026775	0.1057946362	0.0838067752	0.019002879886	0.02375004668	0.150582333096
z	0.0030700177802	0.03170116632	0.790980802	0.0959370936	0.053214923394	0.017503487926	0.001971088862	0.00562139548
i	0.0102941788012	0.02620312206	0.701949438	0.1578333648	0.04010140954	0.0105501775	0.03952750646	0.01354088044
n	0.00016966266859	0.0012262255004	0.03333030668	0.6896855	0.22823964	0.028343674	0.01142027404	0.00758473552
a	0.00257212600286	0.0012798846578	0.090137819	0.526780298	0.27005334	0.047235136	0.0131919954	0.0487493597032
v	0.0003527652355	0.00159257881854	0.00957032786	0.292450766	0.51761222	0.117687066	0.0237396359	0.0369945234
o	0.00544165682054	0.0051139901352	0.0460486366	0.37103131	0.302193412	0.1169926406	0.0872255942	0.0659527198492
r	0.00091243351792	0.0020532286641	0.010483068412	0.1015472986	0.505128566	0.271680884	0.0594499786	0.04874454266
à	0.0136825032134	0.0112084401942	0.030071298254	0.120639652	0.423149344	0.2023219934	0.0656720772	0.133254748788
s	0.00077015483988	0.0157774711654	0.01231500528	0.02544502154	0.37447947	0.284343616	0.1221721555	0.1646970756
o	0.00923408689048	0.0109892706543	0.036839896484	0.11952429024	0.200204144	0.3221098752	0.21705815688	0.0840403258
m	0.00023230845673	0.00051854870112	0.0083035567242	0.00673456944	0.1104903874	0.367122418	0.387279804	0.1193184984
e	0.00509809729282	0.00838024634884	0.0156095717956	0.0263647989	0.0834725938	0.306180503	0.403000362	0.151893731486
o	0.000579445082542	0.00118950065772	0.0124181112896	0.002348013908	0.01789099752	0.237415687	0.611129484	0.1170286168
t	0.000117854375832	0.00068159401356	0.0097587367258	0.002456128372	0.01728375448	0.2336308826	0.488948944	0.2471220192
s	0.0014660900432	0.00041603359	0.002685250243	0.00180030576	0.0383445037	0.1955810914	0.578853212	0.18085341446
o	0.00180853200984	0.00202641635088	0.00940011721466	0.0090751777812	0.039341533302	0.0440606611	0.722125728	0.172161941254
m	6.83463622e-05	0.00042043046	0.010060392741	0.001360416751	0.0135350886	0.0279113857	0.469455526	0.4771883672
ì	0.00117529564258	0.00158992372728	0.00350806751624	0.00166192307	0.0089360494526	0.02357540102	0.822193952	0.137359325854
</S>	0.00172554823954	0.00511637278772	0.0328500510426	0.0035710582886	0.016383620337	0.01447893986	0.3687890464	0.557085476
