 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.91125515	0.04795133	0.00556198272	0.000892587708	0.004115034333	0.00115824099	0.0072914384881	0.0217741970632
m	0.263493446	0.66004682	0.06491051798	0.0016602250396	0.0038377166638	0.000371448759625	0.00098540811642	0.00469444308618
a	0.3630325676	0.2309615878	0.163805053	0.05626135196	0.05500219194	0.036073991752	0.0208561125652	0.07400716698
r	0.2255186156	0.729163466	0.04046843166	0.002348332154	0.001356802128	0.0003403153255	8.94189142e-05	0.0007145410314
ì	0.1427697414	0.511035728	0.1976018726	0.0312701515	0.0738671993	0.025436803406	0.002631633283	0.0153868211392
o	0.11503166368	0.61949779	0.23039792	0.00755908118	0.012237618894	0.002866085156	0.0022216396292	0.01018815606
e	0.00772496262	0.36255878	0.555982528	0.031711417	0.03948526384	0.00084874785	0.00035523425728	0.0013330831372
t	0.001333642246	0.056497326	0.794570932	0.0864131904	0.0484920597	0.004678979712	0.000648150164	0.007365802292
è	0.00933263843	0.01283761024	0.649873492	0.1166900886	0.0673544432	0.0164777432	0.02214319079	0.105290716738
l	0.000347170628	0.02336012	0.865313522	0.0769656656	0.0260408792	0.00065402662	0.001923538556	0.005394986064
i	0.01097758874	0.01565935196	0.764540984	0.1043115188	0.0365404552	0.0025866808	0.00658622482	0.058797287928
f	0.0003578022138	0.005012472212	0.0931938398	0.750475116	0.125595798	0.01784995408	0.002193765	0.00532128285
a	0.0154253368783	0.007487010696	0.1008138596	0.488010094	0.1186083054	0.119970453	0.04547912788	0.104205895
m	0.0014225830492	0.004523764241	0.0287955834	0.57051845	0.212287552	0.0818771322	0.01871962536	0.08185529174
è	0.0134302449177	0.0100354561134	0.03720375038	0.483527152	0.1949564446	0.1088726307	0.030865216568	0.121109018328
n	0.00293393228666	0.0098320294908	0.03891241086	0.383307057	0.45309182	0.0495802508	0.023502927	0.0388396138
o	0.0536388806196	0.0433759291322	0.06031545642	0.226347278	0.413901202	0.048688399	0.06114257512	0.09259012686
a	0.00158709911114	0.0015529299028	0.0055855041476	0.1200851118	0.458294896	0.318117026	0.02372772048	0.07104971826
p	0.00025093002846	0.00135619881406	0.0035354984048	0.0249387454	0.57205136	0.360417094	0.014232118	0.02321806928
p	0.0044277206402	0.0013219121396	0.002923819676	0.0178845432	0.3362362176	0.3923602586	0.08220916516	0.16263637266
è	0.0215706469556	0.00569597332	0.02301973332	0.048941943388	0.08252682502	0.2554967188	0.230645901612	0.332102224186
n	0.0288307574135	0.0147481370452	0.0140358843	0.0781227256	0.278658778	0.160445656	0.232531182	0.19262682
a	0.0534529267677	0.0273913338692	0.0264728455782	0.05067616354	0.333632606	0.316055986	0.1228213482	0.069496783
o	0.00679534875594	0.00409911981152	0.0116784103932	0.0190259908348	0.0932657674	0.369363812	0.2945117454	0.201259911
m	0.000446439255822	0.0029160091474	0.0138182285117	0.011687641574	0.069886449	0.255825972	0.387126072	0.2582931892
a	0.00627420798254	0.00212657976774	0.0025488833234	0.01006920374	0.09402655712	0.39256236	0.3330863778	0.15930575174
r	0.00132748317304	0.00445276896034	0.0274709925436	0.0250078141472	0.02279920914	0.1777641696	0.46238375	0.278793864
è	0.0226447702699	0.00262488630147	0.00642970458048	0.008488959983	0.0159358982	0.2373520458	0.4115858358	0.29493812572
i	0.000395788172676	0.00187046752988	0.00521616620062	0.0190919775125	0.07664840876	0.04018076202	0.58537555	0.271220814
</S>	0.00048057268056	0.00421786819978	0.02631978361	0.0138573800768	0.008956652704	0.08193333684	0.33329051	0.530943687
