 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.911758634	0.0145294654	0.004835198674	0.0045033177434	0.010679874098	0.05369348161
c	0.912985906	0.0725755646	0.00221856584	0.0016664961938	0.00396599053696	0.00658746061916
h	0.523560088	0.364232626	0.0317918836	0.0103807935252	0.0130675585506	0.05696710979
e	0.585712904	0.319680804	0.037417541462	0.0103745385386	0.01046216187	0.03635196924
p	0.19331519704	0.787897262	0.01315355028	0.001010956459	0.00187184873	0.00275119388
o	0.1048938179	0.578296986	0.134695145	0.0212529445	0.0505289444	0.110332132191
l	0.04351629859	0.814958	0.113513414	0.0101804952	0.00833945723	0.0094923012
e	0.0373012046	0.535187234	0.290185354	0.03222884114	0.0517803006	0.053316957804
m	0.004091427216	0.3485976446	0.46138249	0.0674725038	0.04662944806	0.0718264892
ì	0.01727568884	0.375803902	0.487915376	0.0358325158	0.0410444644	0.042128032618
s	0.029117613694	0.4136956912	0.35272472	0.09092209732	0.018299183	0.0952407058
o	0.035390877826	0.3000285088	0.50404722	0.03951693942	0.05280248426	0.0682138702
n	0.000681264031212	0.009034961228	0.485687986	0.438980116	0.039005221	0.026610462
t	0.012220465912	0.0221058065908	0.448566386	0.345224298	0.0619745254	0.109908543114
a	0.014620805274	0.0234424338	0.333110792	0.2203920548	0.1919586158	0.216475074497
ò	0.00082711952376	0.001586311478	0.1328249266	0.686813108	0.1000830852	0.0778654536
l	0.0107149947109	0.022805182334	0.0957174164	0.574634286	0.243010111	0.0531180238
i	0.00377982724564	0.01356913047	0.1583850778	0.442973044	0.335375554	0.045917450356
t	0.00025259516492	0.0004255897768	0.0089831394	0.440016924	0.428609208	0.1217125736
i	0.00274881233539	0.00188713740308	0.00817112496	0.18726598	0.540156704	0.259770304968
n	0.00039833189406	0.00102208987182	0.002376302754	0.1761732188	0.5918654	0.2281647478
a	0.00164805808794	0.0018297295169	0.003549705494	0.099883621	0.650981902	0.24210718137
d	0.000286095456512	0.00086832824004	0.002649177032	0.06259448	0.62618914	0.3074128238
d	0.00293711636392	0.003001949426	0.015696465764	0.05672117246	0.60301434	0.31862897642
o	0.00343663010228	0.00382609632	0.02070834412	0.0619547578	0.628984918	0.28108919498
m	0.000276925415882	0.00167680125972	0.0055955282782	0.025671446248	0.532675354	0.434104004
à	0.00399243391576	0.00541877892782	0.03167049437	0.01821150846	0.678285364	0.262421508674
d	0.000618735351836	0.00294939695729	0.0188147424882	0.03069222302	0.580192226	0.366732682
a	0.00338080533012	0.0138608773097	0.016398892644	0.0141342506	0.770274914	0.1819503354
</S>	0.00088301712612	0.0017508628693	0.0036246417548	0.00524643092	0.369787894	0.618707214
