 	voglio	che	Maria	che	venga	domani	</S>
i	0.757453892	0.1309590194	0.00616296738	0.0050883616748	0.0227723907744	0.0346426595498	0.0429207405705
t	0.885879258	0.0574129106	0.0422904094	0.001108493342	0.00532432468	0.00575094202	0.00223358452192
è	0.4981771716	0.0852354824	0.09220592854	0.02514000968	0.038674921026	0.064153839812	0.196412620031
l	0.87734678	0.0905215614	0.02037147072	0.0012815998546	0.0031570487514	0.0038949867916	0.0034265077122
o	0.626817596	0.2298422638	0.0827951448	0.001432913552	0.00234168054	0.0132738761	0.04349655025
k	0.034860733	0.732726378	0.1514174368	0.02683599528	0.03394625036	0.01276898732	0.0074442040052
a	0.02255028886	0.4481999312	0.33534448112	0.066045543	0.06767534832	0.0182050408	0.0419793127211
i	0.02936411766	0.43704179	0.2983303458	0.06807582096	0.123567994	0.012090887556	0.03152899222
M	0.0032856048214	0.05220836328	0.76206397	0.0858812898	0.0357939162	0.0263502226	0.0344165714906
a	0.0259686328	0.2236162356	0.2187084304	0.330840178	0.08933371948	0.0583624886	0.0531702935608
r	0.0161991316786	0.1578340939	0.513073908228	0.0583068061	0.09760043902	0.01722641524	0.139759180137
ì	0.03914178398	0.1284083112	0.2385506944	0.3166552748	0.09087519708	0.02840904952	0.157959435729
a	0.02667131922	0.06499607364	0.388634322	0.0972215762	0.2371730774	0.16235364468	0.0229500696
n	0.00510351693937	0.0310373952346	0.147419975722	0.512233256	0.2171709714	0.0521435962	0.03489120838
a	0.0103811222542	0.0356771086948	0.05539075604	0.4246281906	0.1199414186	0.1181147202	0.23586686808
r	0.0315509850545	0.0771847599528	0.037595807174	0.1690794974	0.4961057	0.1648891644	0.023594004806
t	0.0603586218066	0.0833225526358	0.05427644826	0.37586947974	0.046472701	0.14714636312	0.23255385828
i	0.15522092342	0.0550970721	0.0750723676	0.2810380112	0.02794400086	0.012495117	0.393132669102
à	0.034591319958	0.052995425027	0.0357061129056	0.1364235534	0.26294922	0.2853248716	0.1920095276
v	0.000618702010925	0.00117182924407	0.014981380336	0.003289639068	0.145714598066	0.763445192	0.070778596
v	0.00781445589285	0.0105959215831	0.010603560484	0.0187592522928	0.0597864480488	0.726231214	0.16620899861
r	0.114803693912	0.047672367936	0.028858514374	0.11853721754	0.0980422904	0.1198029818	0.4722829437
i	0.188754637241	0.0404211313777	0.0108528488	0.16573158114	0.02220694684	0.0491305682	0.522902266998
</S>	0.0742398658952	0.0158242292166	0.00665208749094	0.025226178664	0.0446497469	0.02888255532	0.804525262
