 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
i	0.914669252	0.0298829974	0.0052952197	0.0014483436	0.003288746772	0.0006859600032	0.002322158044	0.0424073297429
m	0.646492834	0.315565662	0.0130059054	0.008787413078	0.0021997172799	0.00223933309568	0.00122497102472	0.0104841958951
à	0.2632391954	0.354575998	0.1729474028	0.07406142366	0.06394539374	0.020340146576	0.01566786732	0.035222607284
n	0.1999602684	0.564655526	0.2124313358	0.004755565646	0.009453400044	0.00411641163	0.000774650019	0.003852742314
a	0.2204004806	0.620365604	0.0684290718	0.0341386768	0.0270228652	0.0117141460968	0.006313275256	0.011615899034
m	0.02341728794	0.528692062	0.426913046	0.0155071734	0.00360324208	0.000728416106	0.000360270833	0.000778327768
u	0.025585303434	0.2127578516	0.555689716	0.068530265	0.07131825048	0.014108595454	0.01352905618	0.038481013852
i	0.003507877506	0.1209328784	0.780193326	0.0767110128	0.010496031946	0.00184882624	0.001307074692	0.005002947388
p	0.0016227514826	0.0467019568	0.559197989	0.3378107508	0.0315310848	0.007061324134	0.002233936608	0.013840110134
u	0.010187045398	0.01901749516	0.2158186204	0.39015544	0.189650826	0.077040112908	0.02936039302	0.06877013871
l	0.001473224356	0.00944334508	0.267142012	0.575760636	0.1099277318	0.01015479764	0.00549345974	0.02060467328
ì	0.0074942844894	0.00997653804	0.1683265388	0.467571922	0.2429133994	0.0286352484	0.01401087746	0.06107112238
z	0.0010575972268	0.009704484986	0.07807582976	0.507320344	0.306336316	0.04332513476	0.03540331352	0.01877701234
z	0.022827168748	0.0278838095	0.103345286	0.461093148	0.238514838	0.0527164476	0.0485332672	0.0450859127
e	0.01660744188	0.032713166116	0.0652980536	0.21441738	0.332889128	0.0630824804	0.15501845766	0.11997395062
t	0.0026067048942	0.001062463208	0.00897533766	0.287140802	0.551407446	0.0955505909	0.0155601674	0.037696557
o	0.0152155288853	0.0148265136105	0.02960008313	0.2193319594	0.553316612	0.0731338542	0.02037834454	0.0741970381614
s	0.00377569831304	0.001401246206	0.005968895278	0.0822827602	0.56202228	0.22899008	0.0589731302	0.0565858178
p	0.0109109107207	0.00971754287668	0.02078355105	0.08476421652	0.527111064	0.1662748256	0.0494300831	0.131008014968
ì	0.002106508555	0.002712601578	0.013844333274	0.0447352752	0.293657836	0.1259014428	0.1516160824	0.36542589524
t	0.00122863939786	0.004960274722	0.01155927524	0.04868983	0.274563012	0.311474482	0.1892636104	0.1582608488
i	0.0456020742718	0.024942295989	0.018077605994	0.03554641146	0.330023194	0.369884436	0.11844633	0.0574777039
k	0.00511510337616	0.0011101433616	0.001240745145	0.00546802732	0.05063099694	0.348776903	0.310926444	0.2767318106
à	0.0127995906447	0.0111943595411	0.00726757679592	0.013275337244	0.0558177402	0.435537996	0.32871505	0.135392302036
i	0.00183160111221	0.00246885458318	0.003424985402	0.013133364298	0.02594508184	0.2522561878	0.6201087614	0.0808312028
m	0.00061280922609	0.00057058941086	0.00124178937972	0.0065880227974	0.0131161331	0.0771947446	0.460109314	0.440566746
è	0.0045002728109	0.00642361700493	0.00102401735258	0.002374677374	0.01070479816	0.12353517	0.67072488	0.180712552768
r	0.00263289248583	0.00277106961037	0.00213994746148	0.0051506870282	0.0072075808	0.11258328752	0.694321464	0.1731931072
i	0.00773800948752	0.00729795011649	0.00268118740075	0.004561634817	0.007012483092	0.0366386516	0.769228746	0.16484143834
</S>	0.00267683491243	0.0009067440108	0.0009614070018	0.0046682541028	0.00457162603	0.00728936318	0.1343670468	0.8445587
