 	ho	rotto	una	bottiglia	</S>
è	0.74321855	0.231318552384	0.004300132784	0.00510810542	0.01605475852
g	0.572924333	0.3013764046	0.018931258206	0.01827470036	0.088493312556
l	0.08053608386	0.618975146	0.02478018726	0.0969410151506	0.178767638026
a	0.2765014996	0.6455091356	0.0189110517	0.0167400969	0.04233814709
s	0.26486105386	0.494358452	0.1263514642	0.029163901452	0.085265200068
a	0.08804881208	0.44896101	0.2391359492	0.0680146114	0.15583971298
m	0.056344296248	0.19859954572	0.61719326	0.0707012674	0.05716164186
i	0.028644600626	0.1721313156	0.4088878	0.220682518	0.169653853534
a	0.007374688411	0.110180022774	0.625742822	0.1956064726	0.0610959121
b	0.0019369261786	0.0099715100582	0.758958208	0.2004048186	0.02872849612
u	0.007101561368	0.0377282427088	0.251368213	0.562805688	0.140996162961
t	0.0041909523002	0.019113818404	0.3575559002	0.518268138	0.10087133452
t	0.0281075021984	0.0445181387164	0.1010208142	0.5994119408	0.226941516848
ì	0.00753393986	0.00956248426	0.1877420366	0.511272152	0.283889413178
g	0.0085209245706	0.0528270367991	0.170142779	0.442268334	0.326241016
l	0.0341912099882	0.190542044749	0.1388858114	0.48773908	0.1486418966
i	0.009833074286	0.011208994368	0.066590307	0.44779478	0.46457277266
a	0.005952600817	0.0142309097942	0.0367610602	0.500993918	0.442061416
</S>	0.000608961517	0.00318959544499	0.017833233416	0.355996984	0.62237114
