 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.835262878	0.030191408607	0.009423841557	0.003126719842	0.004657725934	0.008522304576	0.0060162195608	0.0087166941836	0.005121992488	0.0889602012207
v	0.943000216	0.03261343794	0.002450708926	0.0078617291954	0.000306092949	5.579498978e-05	8.5399003e-05	9.52162276346e-05	0.000528996367501	0.0130023862481
ò	0.5418736654	0.111868975	0.1079388912	0.06877737548	0.062149369636	0.018497544352	0.0146671397912	0.004026622072	0.0115264652137	0.0586738657482
e	0.326255984	0.4674989	0.177740218	0.0037711045	0.00665121844	0.0081230132316	0.001383180467	0.0011815397672	0.0006659869361	0.0067289400408
n	0.0444221	0.57198016	0.2361941842	0.08177674684	0.0043095009632	0.0030479618	0.0008588108368	0.0005925839178	0.00294226966742	0.0538755718514
ì	0.0431214228	0.118135898	0.73229768	0.0271662638	0.01718578502	0.01359036112	0.006787400472	0.001660959682	0.001252251838	0.0388019646014
m	0.022504741492	0.1741160706	0.743997904	0.0330566202	0.00852377958	0.00694625542	0.000743100124	0.001482531014	0.0005411694902	0.008087712534
e	0.03649766374	0.1070020476	0.610841888	0.0825661146	0.02116202426	0.01843785016	0.002876666316	0.000809319872	0.00730373895172	0.112502597642
a	0.0004508716848	0.03775251426	0.2974955372	0.616765326	0.03701568424	0.00817816546	0.000515424234	0.0005907543748	0.0002919150328	0.0009437660316
n	0.00217519945788	0.009608614886	0.087840062	0.709161288	0.10643155042	0.006631931354	0.0094211764	0.007629590768	0.0052477570363	0.055852861808
k	0.0038434216234	0.007425698946	0.1432872412	0.3779070756	0.2123728812	0.03414299626	0.04031151657	0.008705665894	0.010116662272	0.161886927865
ò	0.049941094706	0.0216854906	0.283256204	0.1680174095	0.106183576	0.04367147946	0.0373172093	0.04416042154	0.0363345959	0.209432661077
r	0.0165343443	0.01085894824	0.1197538648	0.1656202436	0.366201142	0.224717764	0.01982452286	0.0119241912	0.001543290026	0.063021748946
a	0.01719630155	0.022390525462	0.1554726608	0.3181906232	0.250168234	0.1225729924	0.02927813674	0.04174038122	0.0141044895286	0.02888559068
p	0.0011584142428	0.00155785622372	0.007930505342	0.225848302	0.661058766	0.0691359424	0.01342042218	0.00440432754	0.010826509732	0.00465911066
r	0.00443956548849	0.00690443277992	0.027394992486	0.09514304	0.584246914	0.0946776088	0.038188671	0.0325159769	0.022998939054	0.093489892701
ò	0.00230325657	0.00636433404	0.0232098891	0.04890473766	0.512844694	0.101117694	0.030656827	0.0309992271	0.1413836498	0.102215650106
n	0.0007804262695	0.0011088092964	0.005697057532	0.04038008674	0.582052694	0.337171542	0.012928318388	0.007795884348	0.004662336984	0.00742270648
t	0.00458097522116	0.00544836773308	0.014801247512	0.02593332992	0.555258688	0.297217152	0.0312149096	0.00989059294	0.0144322666	0.0412225765
a	0.00198617078598	0.002636759606	0.0080446626	0.024927449636	0.509054476	0.2302154	0.0325410946	0.01283260026	0.02708883432	0.15067238732
n	0.000600350465214	0.000735674150808	0.00247201485996	0.03571573025	0.29612644	0.4020043612	0.1671172982	0.0368878864	0.049385955542	0.00895428996
g	0.00177511646833	0.0027295712085	0.0046122549804	0.01243674032	0.360183466	0.356627358	0.1197456592	0.0288895458	0.03822675672	0.074773599678
h	0.00406967104269	0.00501182116	0.01012972848	0.02218954392	0.241859158	0.390314464	0.0533088118	0.05849630574	0.069346132192	0.145274236537
ì	0.0300532169126	0.011351428412	0.0103489382	0.0159403771	0.253838104	0.415289832	0.0495137242	0.03451168652	0.04665074016	0.13250186774
z	0.0014268340464	0.000712121460865	0.00151730807467	0.0039510862296	0.08178463726	0.826798424	0.04641490646	0.01853697952	0.006629420596	0.01222837452
i	0.00646737453925	0.00599835110856	0.004665012128	0.00961522778	0.087681438	0.596445642	0.089793131	0.057208418	0.0910636281	0.0510617116
n	0.000416831835895	0.000379296701194	0.00103416617486	0.0035817541088	0.0427335485	0.272475914	0.398504086	0.159371043	0.10034012026	0.02116320874
a	0.00109617382615	0.00161885399709	0.00286995999423	0.002409005932	0.05159789364	0.251296526	0.309451256	0.2033494548	0.0746435346	0.10166733548
r	0.00109369372168	0.00123100842323	0.00616891739296	0.001487618773	0.018922103674	0.12585430544	0.329445998	0.375247054	0.1107441654	0.02980505926
t	0.0021391240582	0.00254262199103	0.00313913400873	0.0027379591648	0.01916004344	0.113335236	0.244522176	0.3100166452	0.1516236272	0.15078363545
i	0.00084374922254	0.0016505216028	0.006237900312	0.00345200705	0.0550034941	0.163095894	0.142491108	0.1833315448	0.255202231	0.188691639186
s	0.000517387308454	0.000989281871672	0.00587613664637	0.00238750198296	0.009970345156	0.03079899296	0.213997842	0.370278358	0.290718998	0.0744650986
t	0.00145138951944	0.00177844596235	0.00188381250167	0.0022217676164	0.0082370884754	0.03620588054	0.0806492012	0.2023917998	0.485070288	0.180110271428
e	0.000421806045092	0.000805028895624	0.00353620924517	0.000968593304	0.02400558539	0.0726704678	0.0930918464	0.153871284	0.394228638	0.256400533744
s	0.00055539102138	0.000879975366802	0.00605475713415	0.00158641885889	0.008995345346	0.009469519162	0.0746623346	0.2348981272	0.51854918	0.1443489464
e	0.00134745565031	0.00165597265438	0.00142124346671	0.00185245611658	0.0046832918625	0.0138449424284	0.03143863838	0.08243022974	0.684798164	0.176527557828
t	0.00144522928997	0.000803252953588	0.00711782729918	0.00038558235396	0.011152529692	0.02234377744	0.0617689476	0.1396941584	0.643822464	0.1114662018
t	0.000492465254056	0.000603736226553	0.000713312425176	0.000949337357648	0.00257954768674	0.0059262576586	0.013884370934	0.04886527926	0.747817594	0.17816805864
ò	0.000382140533021	0.000613116773806	0.00214350051121	0.00088674236744	0.0115380872228	0.0188939187	0.0447764136	0.1553528322	0.509174068	0.25623919254
</S>	0.00257034915763	0.000502650434053	0.00418168630066	0.00138992397215	0.00402093085827	0.02071747754	0.01807075708	0.07002826472	0.345006094	0.533511896
