 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.891824006	0.02718195614	0.02177946172	0.00442320966	0.006512856842	0.0013700350872	0.003199975472	0.0021599219468	0.0415485764883
n	0.47576498328	0.2439333866	0.079596935892	0.00502364038	0.01103751294	0.00097406678054	0.00118645870158	0.00343474452611	0.179048318849
è	0.01715208538	0.2337188582	0.473520826	0.0913562822	0.13464046166	0.00480237865	0.003820015612	0.007666266334	0.0333227217112
r	0.068130448336	0.343403222	0.4613718805	0.06005646376	0.0046456191	0.004501336642	0.0041938676088	0.004150216412	0.04954690626
t	0.04101573196	0.2070920946	0.542505524	0.07987961092	0.011178506722	0.00543656622246	0.0142508361221	0.0039497819234	0.0946913324448
i	0.045771673016	0.2128811498	0.2906486576	0.1851457942	0.013504903328	0.036682128528	0.02990706561	0.0466037087076	0.138855000626
s	0.003298840566	0.1350385712	0.686430748	0.157158486	0.01482735456	0.001232165446	0.000329516192	0.00098510175772	0.00069938997672
e	0.004795852374	0.0686182882	0.506026786	0.2785757514	0.02774708808	0.024537304806	0.019115948722	0.01025567428	0.0603273716888
s	0.0046452665212	0.08103263656	0.510318034	0.359617422	0.0328073254	0.006097782926	0.002582337252	0.00112305425392	0.001776222035
i	0.0052264778034	0.02047608444	0.408215506	0.362711642	0.0907623488	0.02021709382	0.019856789042	0.01025485515	0.0622792468598
t	0.00542460400172	0.058280481172	0.1824123444	0.509005558	0.1899066534	0.032958559948	0.01240105694	0.0042374349518	0.005373469712
t	0.004315389223	0.040335759868	0.24213123112	0.355623026	0.1919154514	0.01918390461	0.041453996952	0.01779301728	0.087248165743
à	0.006816352728	0.08951461886	0.2367757262	0.426910994	0.04861065934	0.02548055374	0.042609536154	0.01780875536	0.105472864753
a	0.013790630068	0.03584859002	0.102880358	0.1540615952	0.401006372	0.0420167592	0.08288401942	0.076953303406	0.090558519706
n	0.000242334708084	0.00353668080516	0.02047423304	0.0475129276	0.679112056	0.1604606448	0.05288907932	0.0195250942872	0.016247048256
k	0.00112950778493	0.0043491775948	0.053494979043	0.0669319414	0.345953831	0.0666652316	0.159967786	0.1094822688	0.192025166164
ò	0.010466706874	0.02023982756	0.045973665	0.2332922312	0.0937313158	0.0501149291	0.0307434806	0.13998968954	0.37544816725
r	0.0148380066265	0.021698893368	0.0188444096	0.03963279492	0.2385887486	0.1435503896	0.1569935972	0.147167247	0.2186859006
a	0.017149326932	0.0194708799064	0.02624199298	0.026453723074	0.4076804804	0.1403740948	0.1223100044	0.148499642	0.09181994396
e	0.00081626568149	0.00479822159172	0.0060805158964	0.012535038929	0.0867215382	0.331410422	0.307858898	0.1251463346	0.12463282408
n	0.000623977142312	0.00115646562792	0.003418489274	0.002414265044	0.0233490656	0.390970364	0.376755878	0.1504049682	0.0509065189
è	0.00094039338518	0.0015117152946	0.004507598232	0.0019637750528	0.01244377514	0.0667642978	0.331222126	0.4281415486	0.15250464688
p	0.000264616284048	0.000441339265	0.001398823716	0.000202465524	0.010730936264	0.01968721788	0.2174390326	0.69639713	0.0534383559
r	0.0021189895516	0.00157292848928	0.00423999642053	0.00083601908888	0.00834225014	0.01712355832	0.100214379	0.803002352	0.0625497138
ò	0.000540220695937	0.00084542150456	0.0012636513332	0.00246243719	0.001864841552	0.009752057708	0.00890858166	0.794840828	0.17952204194
n	0.00039991333256	0.000541720237771	0.000622744605396	0.00012003974076	0.0082801836058	0.005778880158	0.01122025431	0.79315489	0.179881392
t	0.00958189916677	0.00354487599867	0.00722821020963	0.00291459922857	0.004841546894	0.007618958874	0.04303026528	0.80747938	0.11376028608
o	0.000585401393525	0.000930267878158	0.00070049386254	0.001991278862	0.0005153984396	0.00229093848	0.00599791358	0.752844736	0.234143670706
</S>	0.000220210878374	0.00712182301256	0.00263385840326	0.00315995024001	0.0010892299278	0.004210508474	0.004975261056	0.247690328	0.72889882
