 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.85354638	0.0867017868	0.003232275966	0.00068979548	0.000737961343	0.003743100363	0.0010341045092	0.0011483731048	0.0491662475544
a	0.804873178	0.1227505676	0.02239886658	0.004669620058	0.001535864218	0.00541449578718	0.001106881625	0.00073247382	0.0365180674968
m	0.1692802896	0.77371783	0.04548201	0.00377644374	0.001692816398	0.00090660110332	0.0005559235966	0.000186336063664	0.00440164479968
à	0.1189021622	0.5620986628	0.2199640252	0.0454685415	0.00675819416	0.016993532372	0.004868907908	0.0029289060044	0.0220171713502
t	0.016930145334	0.809014194	0.1464528208	0.01890515196	0.00443476381	0.000967032156	0.0008848131412	0.0002864463014	0.002124509879
i	0.0650397044	0.542543283	0.268566148	0.03593775392	0.00550077006	0.0149772933	0.0338964081	0.003429622856	0.030108972006
è	0.007643825114	0.3290652252	0.593577418	0.0637137732	0.00324505296	0.001401541184	0.000522096248	6.57665857e-05	0.0007653689034
n	0.002114988742	0.135734087	0.61746821	0.2006606856	0.01155363308	0.0077207725	0.0042199873496	0.002457206003	0.01807052273
a	0.004986931418	0.103244534	0.57135394	0.2583679672	0.01349728948	0.024642756462	0.002805604342	0.0028966648213	0.0182043789556
p	0.0008283530826	0.011260785772	0.290967918	0.54057629	0.148220016	0.004155823304	0.00188220018	0.0002462485672	0.00186220311
r	0.0197987897984	0.020691410014	0.195811506	0.4766030772	0.1503466292	0.0733184914	0.01693285652	0.01792602877	0.028571326804
à	0.01664733564	0.0586085646	0.1470358	0.302014526	0.1115336154	0.1501214454	0.028301307	0.06099270384	0.124744689002
m	0.0024468062056	0.0219899336	0.1508122562	0.342829088	0.1865477834	0.2478610374	0.0239616924	0.00707612002	0.0164753975
a	0.0164693438008	0.02616137816	0.1219204242	0.324783538	0.2347686794	0.163324642	0.010839725	0.01706102736	0.08467129434
n	0.0018051726676	0.002093364285	0.01952683068	0.1727260822	0.520361086	0.243569466	0.0197507534	0.00385686684	0.01631035406
a	0.0038397836562	0.0059063842748	0.01728338846	0.1357382886	0.3889655668	0.337891844	0.02630540886	0.0163430956	0.06772628516
s	0.00380426449822	0.0026947467052	0.010610800268	0.0725136908	0.401251476	0.364837776	0.079894626	0.0170797226	0.04731295714
t	0.0031920851068	0.0039026918346	0.005745476036	0.0550280904	0.2248068102	0.529488296	0.05850107792	0.0349848016	0.0843505929008
u	0.002476157276	0.00476076248	0.01607209586	0.0836921774	0.1587549114	0.397338718	0.07528380068	0.0943217058	0.167299691724
d	0.001372528665	0.001407396181	0.006445584176	0.01244282644	0.14732727	0.526430012	0.156195335	0.0824299018	0.06594910086
i	0.0181773099194	0.00524077549248	0.00954798036	0.0205395284	0.058103974	0.543526868	0.0758171274	0.1210982224	0.147948217406
è	0.0019952173542	0.0030785232836	0.006236890882	0.01144875466	0.0648691006	0.270239377	0.3408595532	0.118490488	0.18278213094
t	0.000660569156253	0.0013547717927	0.012787152856	0.0204565649514	0.02261796964	0.4120689892	0.344997746	0.121116262	0.0639399286
s	0.00160040410202	0.0024447473834	0.0017071501228	0.004268358733	0.00774998274	0.4617276032	0.177230991	0.249814681	0.093455912646
i	0.00112389292775	0.0020207730456	0.001942632648	0.00872418088	0.0158913869	0.1469941304	0.069452094	0.445895706	0.307955165984
è	0.000864365809429	0.0012033164767	0.00256271307566	0.0015241665162	0.00348367765	0.02494043616	0.4057261292	0.399687312	0.160008008
n	0.00024063909355	0.00050605754302	0.00065245693054	0.001125633263	0.0016338565888	0.03771225294	0.54898927	0.3233204212	0.085819349
a	0.00460808299492	0.00845883581144	0.003262935092	0.0025031211194	0.00462290092	0.0984293048	0.4071980226	0.384325262	0.086591613
p	0.000612039647483	0.00081398885432	0.00165389151046	0.0006703717314	0.000515572158	0.00264849306	0.2438196576	0.535034042	0.2142320184
r	0.0357781595726	0.0186276606399	0.0135039651588	0.00617052827388	0.0045140087416	0.018360548956	0.0737984724	0.585179714	0.24406705192
à	0.00110754878758	0.00301045059035	0.0014098174896	0.002775142138	0.005273744518	0.006244027113	0.03589733476	0.539923478	0.40435856918
m	0.000485661107981	0.00153181807252	0.000825635491012	0.000613130318908	0.0032076606918	0.00917960542	0.1140558832	0.544235976	0.325864568
a	0.00999855223432	0.0112230384891	0.0057622283919	0.00408809986206	0.007612057166	0.024523806966	0.12369010792	0.55020041	0.2629018496
</S>	0.00281244917401	0.00174272551109	0.00390859003702	0.00137983016076	0.000559882276	0.000796885032	0.03348705676	0.409946368	0.54536626
