 	tutto	il	cibo	vuole	girato	</S>
ò	0.94900366	0.018441650664	0.005870044246	0.0037645055908	0.0029440499246	0.0199759626568
l	0.89737292	0.04476606812	0.0276183895	0.011215009494	0.00263708656955	0.0163904637329
o	0.449834351	0.352322592	0.0809859178	0.07583685108	0.011663765842	0.029356611862
o	0.248658224	0.587534906	0.15220371946	0.004978843586	0.001438309366	0.00518597201794
m	0.0296865411	0.415734136	0.508891796	0.0335934746	0.00110577475592	0.0109882473952
a	0.02159544274	0.3487230688	0.32021005456	0.0647659684	0.088393548066	0.156312022152
r	0.025127841662	0.2737448052	0.629794306	0.045915201	0.00334123286	0.02207655112
ì	0.05455547354	0.206703144	0.5188275158	0.114594462	0.05216170596	0.05315770668
o	0.02248227774	0.1612495698	0.504608012	0.26345431	0.01610682708	0.0320990506
t	0.00254842012972	0.01473563096	0.461462502	0.491666372	0.0085850821	0.0210020138
è	0.0256627959576	0.030006747	0.0719157068	0.577956608	0.099553384	0.194904544656
l	0.00174337412	0.00184628896	0.0267836136	0.911811066	0.02988785834	0.02792779128
i	0.004737523466	0.00779170215	0.01854655092	0.720015934	0.08142597419	0.16748235011
v	0.0013163421188	0.001449549766	0.065699271432	0.209718622	0.648009644	0.0738066328
o	0.021670000767	0.009323263231	0.0069730736	0.257960633	0.511281258	0.19279153298
t	0.0022075957746	0.0015841363312	0.012666861792	0.04930670566	0.797487322	0.1367473166
i	0.0267859424436	0.0083324953424	0.008196352514	0.0465180752	0.730392816	0.17977440318
m	0.00034485711626	0.0003819248792	0.0088114303788	0.00755595007	0.755292734	0.227612994
m	0.001936484678	0.00221814301432	0.0029101722614	0.0139035442	0.747179912	0.231851765691
è	0.0184870219359	0.022141835602	0.01032905344	0.02108192312	0.578387208	0.349573019604
n	0.0106755673119	0.00812488960282	0.011574131998	0.0175573947	0.6303059454	0.321762043
o	0.060109201993	0.0468308515885	0.038153747596	0.0731591642	0.3813748536	0.400372198
</S>	0.000738938416	0.001175850704	0.013751395016	0.005100034766	0.2937256214	0.685508104
