 	tu	quante	bottiglie	hai	rotto	dieci	</S>
e	0.68294575	0.21183868102	0.0054260327646	0.0072492364986	0.000800354248	0.0149277751496	0.0768122662894
s	0.3550392974	0.618090274	0.01475398916	0.0007995926578	0.000596602162958	0.000319687749944	0.0104006119299
ù	0.1898941186	0.5381994588	0.1429243202	0.04971696112	0.00727698832	0.006726491572	0.065261646768
p	0.1957651334	0.747341972	0.0326223698	0.012428449034	0.0035812259688	0.0003972751136	0.007863664136
ò	0.08481798134	0.611511364	0.2326841108	0.01723838994	0.009598942386	0.003306704912	0.0408425678116
s	0.04469008662	0.368125514	0.4308945568	0.11235887316	0.0141858294134	0.002852629656	0.026892444844
e	0.0529024876	0.1880788832	0.62298578	0.0871458572	0.0204181106	0.00829514856	0.020173707596
b	0.0044258412848	0.01656862544	0.746998306	0.1475981174	0.06420732354	0.00737771194	0.01282402118
o	0.00691716186	0.0274888866	0.41273987	0.4289914692	0.0294292418	0.0174314694	0.0770019286452
t	0.015908949761	0.0109612878	0.461309662	0.352493532	0.0792015584	0.02338450872	0.05674050248
t	0.0224784676126	0.0302328259	0.2763415042	0.291991176	0.134001456	0.081143346	0.163811264245
ì	0.02004323246	0.05531238308	0.1663065119	0.243941089	0.1313047012	0.1645352636	0.21855683129
g	0.0051423221413	0.00870665084	0.1107321052	0.565204662	0.1497891482	0.1167869312	0.0436382468
l	0.0151020944367	0.0151375702	0.136429336	0.61226935	0.151361964	0.0352155914	0.03448400466
i	0.01945837686	0.031677439408	0.05833664646	0.291623814	0.2866043054	0.1039679492	0.20833129096
e	0.00261684299784	0.002101937985	0.0877341467	0.18619159336	0.32550361	0.2330310868	0.162820723
ì	0.00027705888192	0.0003986035454	0.002708009616	0.10822162902	0.400364495	0.432154892	0.05587524266
s	0.00195563924888	0.0008405319108	0.00401535888	0.054381327	0.33117499954	0.56789233	0.0397398055
e	0.0012373051963	0.00107182802614	0.001674216788	0.0369280938	0.3567176554	0.573021876	0.0293490973
g	0.0002480229616	0.0001389622642	0.0003947237374	0.00332787021	0.04177450962	0.72174471	0.232371176
l	0.00472925582527	0.0159063147978	0.0075830061992	0.022134801968	0.0767176714	0.71974808	0.153180809246
a	0.002115445387	0.00716976436	0.023330143866	0.0668807527	0.0427427764	0.56842777	0.28933339442
m	0.00068248936544	0.0002730442998	0.0003907616048	0.0027173891268	0.01851702768	0.562759896	0.414659402
m	0.00404917589447	0.00331122230738	0.0044957409356	0.021914965292	0.05299421878	0.655342354	0.257892239296
è	0.0215027442488	0.00696826331016	0.009057021658	0.0359702155	0.0630461177	0.43855574	0.42489994524
n	0.0563692708103	0.0235352253272	0.0233192048648	0.0255474556852	0.0240867108316	0.558774906	0.2883671732
a	0.0738528200439	0.0306349024911	0.022124923024	0.06637471622	0.15081303082	0.244589072	0.411610588
d	0.00243254056154	0.00166653800048	0.001328943212	0.006598705134	0.0059411701868	0.340757234	0.641274726
è	0.0264339117715	0.0362583328352	0.028851361328	0.069265566064	0.041343902506	0.541663934	0.25618293108
k	0.00156407207008	0.00041531571732	0.0007337773874	0.020423775668	0.020013158938	0.436434054	0.5204158634
a	0.0183997633516	0.0136575761674	0.0188021404891	0.081330047864	0.058119204447	0.594882816	0.2148083066
</S>	0.00139711407732	0.00148909905896	0.0008693671904	0.004064851024	0.005699907438	0.1607738588	0.825705748
