 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.901609292	0.04396990894	0.0016363402448	0.0049360111606	0.0095893121614	0.0058694335046	0.0074836649092	0.0073533863258	0.0055305192576	0.001528023752	0.0104941348707
t	0.923853792	0.0655733412	0.001836312898	0.0002450335094	0.0004933569566	0.00038349902074	0.00034120516338	0.00046354158466	0.000335119351776	0.00145334752066	0.00502143489889
e	0.606325066	0.28804887	0.03528402454	0.00519465158	0.01408767408	0.01022047968	0.001747253943	0.004486966974	0.000844134392	0.0014827466854	0.0322781472856
l	0.5068823728	0.454939462	0.03353746554	0.002343528806	0.001023189814	0.00048139242152	0.00012417850526	0.00021880226432	7.04768369e-05	3.12032274984e-05	0.000347958363764
a	0.0868924264	0.475365416	0.19608384538	0.078419821	0.042088383	0.0567511368	0.0079418785	0.01827460708	0.0055942065	0.013545023088	0.019043240156
è	0.026076874108	0.725105442	0.1729541756	0.0383841326	0.01581157016	0.01047720878	0.003482967162	0.004474003384	0.001425715866	0.0009953130346	0.00081265486
n	0.03163697484	0.51369018	0.353252748	0.05473670072	0.01937127376	0.007038849458	0.001624208544	0.002222162762	0.001950313294	0.0029316147912	0.0115450040434
a	0.01790500634	0.447434818	0.30142737862	0.1117930506	0.0411289343	0.021531258326	0.00268745794	0.0065292980448	0.001767623596	0.00528142146	0.0425138248035
b	0.0006354818682	0.0794699496	0.331995774	0.43178417	0.134636827	0.01448556138	0.003767120984	0.001913902886	0.0003577540236	0.000128395576	0.000825039146
a	0.0067071745748	0.04081172432	0.14731015406	0.406836346	0.222381434	0.1033453736	0.01376720422	0.01506334308	0.0027259069	0.01332599752	0.027725160345
r	0.0025155087062	0.01307315967	0.0557653308	0.540105954	0.342951808	0.0291612374	0.00514567074	0.00359719614	0.00201538805	0.001912053788	0.003756823794
m	0.0189231634268	0.01854564224	0.0303222358	0.409614306	0.26543267	0.1424950756	0.0133278224	0.0229986503	0.00482691452	0.0104446798	0.063069022706
è	0.0137825651	0.06318657314	0.03259298786	0.4058781272	0.1720606652	0.1017330852	0.02086475966	0.0118472732	0.01961725724	0.02091610992	0.137520675924
n	0.00604110469894	0.02052542946	0.05592501456	0.346965076	0.412808158	0.0899830906	0.0104605595	0.01980687984	0.01451791514	0.01070029962	0.01226648948
a	0.0312622094539	0.028982532896	0.043778986	0.1714227156	0.521687572	0.083086033	0.0106918941	0.0145352003	0.02872018194	0.01056701306	0.05526577222
f	0.00175426684514	0.0018277341654	0.029682891364	0.1002603184	0.456058414	0.277942968	0.0971941726	0.0207320458	0.0071238038	0.002251548048	0.00517178234
ù	0.00585650524394	0.0062820519452	0.0078968778904	0.0404264916	0.3067206878	0.349642002	0.0792529668	0.0541117224	0.017560555968	0.022020321	0.110229800057
r	0.000398359687404	0.0021388677702	0.00935327146	0.07523887562	0.2778697	0.448120046	0.0474781214	0.0641339708	0.03015433808	0.02083643702	0.02427785446
n	0.00332074055995	0.0034134056451	0.00686633768	0.04335587904	0.1550603394	0.5263288546	0.05219101922	0.0294733882	0.0300160058	0.02741125372	0.12256268265
o	0.009110865184	0.01270800778	0.01855612056	0.0769983314	0.1582466138	0.3915680746	0.0343604882	0.0448974422	0.05856388152	0.02442493874	0.17056522564
n	0.00227702059198	0.00135007571464	0.0042143624328	0.007242355568	0.0459842748	0.3318763486	0.43833158	0.1105233338	0.0328536746	0.00890657148	0.01644051094
a	0.00146496362667	0.00189155661014	0.0026093256976	0.007596718542	0.0466441122	0.334139982	0.2755102842	0.14822813	0.0317531308	0.0308762276	0.119285778602
k	0.000768458407404	0.00091421839912	0.00444855389826	0.0023900233384	0.01023077738	0.1799689622	0.514882206	0.197622056	0.0645668944	0.01053368378	0.01367426072
à	0.00344956914	0.00287382325265	0.00485004706664	0.0049537675628	0.030863638848	0.1836155488	0.3519988026	0.24129695	0.0495871208	0.039337457	0.087173393855
n	0.000425586070013	0.000731652252644	0.0104424458118	0.004810417466	0.02733414408	0.2154306708	0.080782584	0.380235448	0.1901215772	0.0464538841	0.04323139106
i	0.00307022481938	0.00400871683595	0.00450790069419	0.00606027534852	0.01010885606	0.1487719398	0.1802106243	0.325957698	0.1052475808	0.0787097412	0.1333464862
k	0.000825859335114	0.000621120025546	0.0022185078013	0.00134670069334	0.002694873632	0.03646161692	0.1446874936	0.402723044	0.3601243	0.0238136546	0.0244827914
