 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.87731581	0.028808946	0.031648617	0.00656476052	0.002169594284	0.001211211066	0.00220288673	0.001904094108	0.003253297946	0.003101297742	0.00188408967392	0.001687087595	0.0038372676204	0.0344110619846
n	0.5068089654	0.1968911728	0.120483127508	0.06063426432	0.013111120448	0.00469907362659	0.00162618956303	0.000814961913	0.0008913936184	0.00435437783274	0.000568046917435	0.000770971147581	0.00558947829425	0.0827568589348
è	0.016532575552	0.2020901244	0.560693258	0.0870429092	0.09227848052	0.0119294318	0.002760260392	0.0028831113286	0.00377155244	0.003655959346	0.000577200282	0.0005416055906	0.001805806568	0.013437783542
r	0.0998867832748	0.318310824	0.47001783426	0.03105242476	0.003779700234	0.001565339096	0.0016813620172	0.00294476352	0.0045582429864	0.0029811545702	0.007781924669	0.0073635485726	0.0049789488918	0.043097052888
t	0.041997561512	0.2199040602	0.579777252	0.074058349194	0.005153289034	0.006612102426	0.0043878296468	0.0046439150316	0.00779264649	0.00776604469394	0.00733271491994	0.00111588987896	0.00154009843456	0.0379181330861
i	0.042702219168	0.21335929088	0.356656296	0.1749184384	0.019614594962	0.01190851562	0.01443293806	0.025089111404	0.01872920169	0.034157224174	0.019122590076	0.0048271623048	0.0109856508496	0.05349675359
s	0.001512608948	0.158458651	0.651274812	0.1660421506	0.01803010518	0.0015218084016	0.000549249018	0.0013446882524	0.00039414526	0.000346585228	9.10149806e-05	7.241626004e-05	5.784764142e-05	0.00030399919359
e	0.002960227732	0.0715579666	0.473159992	0.256632238	0.0376412136	0.05591367014	0.010078492546	0.014727410602	0.013145717792	0.021165332368	0.0129904193032	0.000808718102	0.003900834247	0.0253177532817
s	0.0017620710136	0.08873994916	0.484726596	0.324679526	0.0709809928	0.018109187229	0.003964437384	0.00183715006	0.001375300134	0.0006480456036	0.000818762885	0.0007910998706	0.000300711595027	0.00126619854684
e	0.0035819438964	0.0207524327	0.394926956	0.298004194	0.0905328774	0.1042211712	0.00974644764	0.01254951195	0.0192222087	0.011835097878	0.0060794016722	0.001218735356	0.004039057784	0.0232900601826
