 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.84919311	0.02421486034	0.06700223414	0.01382014572	0.003967592076	0.004620305988	0.002811527776	0.001198987368	0.0014543109772	0.0010204801268	0.00464965310446	0.026046827316
n	0.4392984178	0.2863213496	0.07415531456	0.011820132794	0.004819941822	0.00114547552	0.00474425414839	0.00104584984418	0.0003530549794	0.00121152440324	0.00110878187549	0.173975878043
è	0.022758078808	0.1713503698	0.447607974	0.178931203	0.08262987467	0.02179336372	0.03751774384	0.005309822006	0.000526247822	0.002103909872	0.00219526358186	0.027276181101
r	0.04186388395	0.378472122	0.4003937272	0.0679123863	0.00494524254	0.003439378432	0.0085450292388	0.002524692396	0.00640131483192	0.0017078825994	0.03003712416	0.0537572425604
t	0.05104355326	0.237627967	0.417821956	0.172763116	0.01333631496	0.009139127112	0.00507385654	0.0048952254214	0.001215819605	0.0075500329134	0.0059989442068	0.0735340453984
i	0.039898883664	0.2136746406	0.2467233392	0.2101782458	0.04419229582	0.0317181331	0.03441176232	0.021740219776	0.009005607786	0.040545785079	0.0212332277031	0.086677809948
n	0.002226813464	0.1320852706	0.455890138	0.3821953	0.0184408358	0.00478081486	0.0012748835706	0.00060128926	0.000217016082	0.000495493608	0.0009416161586	0.0008504461078
è	0.003095237114	0.0486244596	0.476057678	0.357813744	0.0462957382	0.01161095048	0.00754415916	0.00559152404	0.001322888868	0.00368018858	0.00204788363116	0.0363155545161
s	0.001440418354	0.1164298918	0.37376705	0.426556694	0.0556217772	0.0106725276	0.004587121708	0.001257445074	0.0009219665922	0.000573621344	0.0036210807488	0.00455052616
s	0.0079598364274	0.130657905748	0.2710217738	0.448529726	0.06953833812	0.01545598722	0.00879842308	0.005610174192	0.003615345748	0.029282672514	0.0031770942572	0.0063529068968
u	0.0107745412076	0.04629476316	0.1821908912	0.397514498	0.05594443846	0.03960626106	0.0551530866	0.0192529317	0.01869260166	0.08391095396	0.0213419781188	0.0693230996954
m	0.0010131896131	0.01219708301	0.09260129126	0.45425135	0.347868716	0.070623806	0.013191769612	0.00362611048	0.00084211631	0.001048817096	0.00107955427326	0.0016562496568
u	0.000952292095454	0.006075764432	0.1524521299	0.46597304	0.2594400978	0.0548411016	0.0269858008	0.00882766814	0.0024815986	0.00723406561	0.00152126080254	0.0132151784262
k	0.00054016328112	0.0071836858148	0.034191626828	0.1882221988	0.499955006	0.222894052	0.0289852326	0.0111806903	0.00183831328	0.001636911956	0.000813866824	0.00255837091
u	0.00134478184895	0.0042000598132	0.051932436622	0.308856876	0.3195439232	0.178004445	0.066775321	0.02678964362	0.0069981543	0.00864565726	0.003164823441	0.023743838124
à	0.00033699073304	0.004625400232	0.00766782488	0.058110173	0.327484732	0.44310894	0.10870098	0.0318332676	0.00462062966	0.00304147857	0.00325577972	0.00721389052
i	0.00222514127163	0.00341715236778	0.00348567705136	0.01301512002	0.2533627384	0.324176054	0.3135205684	0.0437649426	0.011137971152	0.011885709036	0.011798477516	0.00821055812
s	0.000116425738086	0.0013199880212	0.00203272375334	0.008410892518	0.1033749596	0.524508486	0.1268797203	0.1975851068	0.02226926192	0.00518233769	0.002983056824	0.005336864496
à	0.00171350217231	0.00261282021	0.007665024315	0.021137326006	0.10079711684	0.18679391	0.27260586	0.235782216	0.0294222628	0.0260710632	0.01392061289	0.101478206234
m	0.000306759722834	0.0008008566749	0.00144670936148	0.002642535299	0.039953718146	0.09785025028	0.5937790732	0.1516665208	0.04726661056	0.02396358884	0.02707510774	0.0132483747292
b	0.00288332892247	0.00219294445107	0.00617323437383	0.0530360616232	0.0508197435	0.1237453826	0.5918894232	0.083122414	0.01417275948	0.0052282313	0.0342277015358	0.032508693128
a	0.00186044846178	0.002071159348	0.00517034478	0.0189896684	0.02411395172	0.136870553	0.395002896	0.111270748	0.1011265164	0.01131845868	0.0820484863988	0.110156664642
v	0.00031151492764	0.0020246849022	0.0044294281316	0.0047839329028	0.012892676356	0.0311023238	0.178462676	0.335660414	0.241940458	0.0988855312	0.0231516287	0.0663546574
ò	0.00417750914044	0.00442214732092	0.0111763913392	0.0388797731723	0.033798622794	0.03888888652	0.1414537534	0.3621745412	0.1779882996	0.1030331376	0.0224318534248	0.061575060603
r	0.000189735478158	0.000683565562306	0.000838972395812	0.0010436102174	0.00553747168	0.01604375392	0.2169528984	0.201264663	0.19066178494	0.19124816	0.139053955	0.0364814884
a	0.0145881379217	0.00457392092959	0.00949523652942	0.0087883016878	0.01094345504	0.0212250722	0.1936109942	0.26759996	0.1534929096	0.1022121224	0.1192692382	0.09420068848
s	0.000169987532939	0.0021555672289	0.00314769794415	0.0033537898026	0.0012966914634	0.0023575201474	0.0057510642	0.0708398108	0.396238548	0.375956554	0.0771519428	0.0615808642
o	0.00311333229936	0.00290087408064	0.00554752794938	0.0106198465773	0.0062249378572	0.0045277964	0.0235885802	0.1190567568	0.1927777966	0.367139435	0.12405156661	0.14045166012
t	0.000167666717215	0.00228771835608	0.00436868688377	0.0041123118576	0.0006491691912	0.0012155718154	0.0019482822472	0.02082232432	0.240692163	0.49409166	0.1607256896	0.068918596
s	0.000729936124367	0.0010848149832	0.00126395408056	0.0022791400854	0.001581665732	0.00159399057	0.009928790236	0.0623066664	0.1509516612	0.444284102	0.167619952	0.156375191206
o	0.000270612908915	0.00072202537612	0.00097627382248	0.00151673359954	0.000583139838	0.0024033545	0.00327157606	0.027335854	0.2943349426	0.2229775474	0.167929628586	0.277678346978
m	6.0062083532e-05	0.001083277293	0.00191236328532	0.0022820256008	0.0003640211518	0.0006387855618	0.000740811284	0.00465402386	0.0790845342	0.324747236	0.28644344	0.2979896272
ì	0.00601142867967	0.00236773444325	0.00419797538622	0.00661416507278	0.00323990755652	0.0023188905116	0.016384815845	0.03725816808	0.1028233622	0.449642392	0.220088371352	0.149052809362
n	0.000652590637642	0.000810251437636	0.000658253800227	0.000791760101281	0.00202742935551	0.00393888712332	0.0070282034944	0.010404363442	0.0319820974543	0.304148696	0.493984134	0.1435733084
a	0.0277679360118	0.011615786879	0.0152100348709	0.0152173055887	0.0110431195921	0.0125610723532	0.016376496728	0.026675845508	0.0245171153274	0.2370700706	0.431210926	0.170734332
f	0.000250991823636	0.00251961608947	0.00813624543831	0.00661807369243	0.000647906575374	0.00122014482208	0.00193235808452	0.002842762918	0.02286673812	0.230073207	0.3745114	0.34838048
è	0.00177547787173	0.00144083202226	0.00247768575492	0.00399737226413	0.00166981634062	0.0023559351907	0.0019685821874	0.0048494730794	0.012587171433	0.2562979124	0.54876787008	0.161811825168
r	0.000379916189158	0.000454097223259	0.000344619715963	0.000569296715153	0.00117281527567	0.00302215773634	0.00204874737484	0.0036428176922	0.0110039105386	0.1315338308	0.631518952	0.2143088218
i	0.0153974828247	0.00135402518988	0.00535580009321	0.00515651812797	0.0024537050897	0.00380050615742	0.0042006686204	0.0079579076782	0.0184754835848	0.0981816762	0.683635818	0.1540303242
</S>	0.000229220494016	0.00294648521674	0.00815062854334	0.00847000633834	0.000746490561112	0.00129678376889	0.0019739715435	0.001439288782	0.003529206212	0.048803051	0.274228436	0.648186498
