 	il	ladro	è	entrato	da	qui	</S>
o	0.906981346	0.0705129302	0.0024820607548	0.0029057287926	0.0045958600254	0.0030353706974	0.00948672120033
l	0.779929684	0.19457341684	0.019783349894	0.0017486340131	0.000622329558444	0.00096035678984	0.00238219104909
à	0.2159829346	0.644891868	0.029171563326	0.007028490978	0.017989330374	0.045700833948	0.0392350270526
d	0.0639094356	0.90734048	0.0211764776	0.002896566992	0.00061761693	0.000525349426	0.0035340250996
r	0.204754753	0.736529128	0.0326815139	0.0115714229	0.00070139019	0.0019336794264	0.011828105434
o	0.198378754	0.510697809	0.1522753256	0.0510319868	0.0123107725	0.0085107212	0.066794578468
i	0.05494880844	0.0648631388	0.610391426	0.116546883	0.0660359437	0.0143920850212	0.07282171557
m	0.0060796180694	0.04269673792	0.6421191048	0.088624272	0.1358160026	0.01499009418	0.06967409614
b	0.00714235922	0.04390656226	0.15916232006	0.4400612848	0.1137198262	0.0624515236	0.173556095475
ì	0.02742452114	0.0514462508	0.2069629284	0.3875696214	0.0462129046	0.0112779713	0.269105765352
k	0.01334153328	0.0526093234	0.212838107	0.37163691	0.2641654938	0.04076596196	0.04464268712
e	0.019447585346	0.02455662774	0.13177170654	0.555484972	0.128518749	0.024891250732	0.115329144104
a	0.0369633840094	0.0007677256477	0.020427841414	0.04183281598	0.739123632	0.1201528312	0.0407318246
p	0.0016427343504	0.000814727262	0.01037944054	0.01066081292	0.262265904	0.643111652	0.07112458092
ò	0.0055709580826	0.004422250548	0.003589966764	0.01126476472	0.1707787798	0.641362112	0.163011256372
t	0.000485518463707	0.000643796434	0.00328093514	0.00798798828	0.051344844	0.884312588	0.051944379
t	0.003446043589	0.0048414914892	0.005614979736	0.0222345721008	0.04707236452	0.809882598	0.1069079117
u	0.025428611078	0.00488020938	0.0248451861	0.02836369478	0.0379917084	0.574415434	0.30407505816
</S>	0.0237076814904	0.00026166122446	0.0010750994876	0.00057927938372	0.008949293972	0.3327369788	0.632689936
